SYMBOL	ENTREZID	Ctrl_NIH1.Veh.R1	Ctrl_NIH1.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
FUNDC2	65991	0.134063	0.120336	cerebral-cortex	glial-cells	Medium	Approved
FUNDC2P2	388965	0.454057	0.815725	NA	NA	NA	NA
FUOM	282969	4.97141	9.62348	NA	NA	NA	NA
FURIN	5045	6.52404	9.77191	NA	NA	NA	NA
FUS	2521	484.236	359.493	cerebral-cortex	glial-cells	High	Supported
FUT10	84750	4.78239	4.07722	NA	NA	NA	NA
FUT11	170384	14.5584	16.0932	NA	NA	NA	NA
FUT2	2524	0.46787	0.431378	NA	NA	NA	NA
FUT4	2526	0.87755	0.783373	NA	NA	NA	NA
FUT8	2530	37.9975	37.0427	cerebral-cortex	glial-cells	Medium	Enhanced
FUT9	10690	5.04588	3.23566	NA	NA	NA	NA
FUZ	80199	12.1771	12.4344	NA	NA	NA	NA
FXN	2395	12.6472	12.481	cerebral-cortex	glial-cells	Medium	Supported
FXR1	8087	102.365	98.5996	cerebral-cortex	glial-cells	Low	Approved
FXR2	9513	26.0794	27.2953	cerebral-cortex	glial-cells	Medium	Supported
FXYD1	5348	0	0	NA	NA	NA	NA
FXYD2	486	0.195408	0.202484	NA	NA	NA	NA
FXYD5	53827	0	1.87204	NA	NA	NA	NA
FXYD6	53826	104.906	106.535	cerebral-cortex	glial-cells	Medium	Enhanced
FXYD7	53822	0.262955	0.289893	cerebral-cortex	glial-cells	Low	Approved
FYCO1	79443	3.43756	4.3083	NA	NA	NA	NA
FYN	2534	256.337	234.505	NA	NA	NA	NA
FYTTD1	84248	60.6364	50.1597	NA	NA	NA	NA
FZD1	8321	10.7511	10.0005	cerebral-cortex	glial-cells	Low	Approved
FZD10	11211	35.3867	44.2682	NA	NA	NA	NA
FZD10-AS1	440119	36.748	34.7915	NA	NA	NA	NA
FZD2	2535	21.4804	20.0139	NA	NA	NA	NA
FZD3	7976	48.1874	34.1789	cerebral-cortex	glial-cells	Medium	Approved
FZD4	8322	0.745982	0.90745	NA	NA	NA	NA
FZD5	7855	0.558788	0.803529	NA	NA	NA	NA
FZD6	8323	18.1179	14.2567	cerebral-cortex	glial-cells	Low	Approved
FZD7	8324	85.0394	66.6807	cerebral-cortex	glial-cells	Medium	Approved
FZD8	8325	1.35313	1.19365	cerebral-cortex	glial-cells	Low	Approved
FZR1	51343	22.239	19.7658	NA	NA	NA	NA
G0S2	50486	0.135201	0	NA	NA	NA	NA
G2E3	55632	14.2449	9.34096	NA	NA	NA	NA
G3BP1	10146	77.6379	66.9351	NA	NA	NA	NA
G3BP2	9908	79.0128	57.6051	cerebral-cortex	glial-cells	High	Enhanced
G6PC3	92579	64.7333	77.0301	NA	NA	NA	NA
G6PD	2539	10.7454	7.16811	NA	NA	NA	NA
GAA	2548	14.8048	17.5637	NA	NA	NA	NA
GAB1	2549	28.8626	19.7019	cerebral-cortex	glial-cells	Medium	Approved
GAB2	9846	5.89977	3.6292	cerebral-cortex	glial-cells	Medium	Enhanced
GABARAP	11337	352.68	489.854	NA	NA	NA	NA
GABARAPL1	23710	15.9408	26.08	NA	NA	NA	NA
GABARAPL2	11345	84.698	106.443	NA	NA	NA	NA
GABBR2	9568	4.34792	7.41264	NA	NA	NA	NA
GABPA	2551	12.8674	10.9601	cerebral-cortex	glial-cells	Low	Supported
GABPB1	2553	18.2099	12.6978	cerebral-cortex	glial-cells	High	Supported
GABPB1-AS1	100129387	15.5038	10.6614	NA	NA	NA	NA
GABPB2	126626	1.24326	0.946746	NA	NA	NA	NA
GABRA2	2555	4.40054	5.02378	NA	NA	NA	NA
GABRA3	2556	0.232763	0.207746	NA	NA	NA	NA
GABRA4	2557	0.613891	0.334012	NA	NA	NA	NA
GABRA5	2558	8.00417	2.04938	NA	NA	NA	NA
GABRB1	2560	0.390465	0.346193	NA	NA	NA	NA
GABRB2	2561	1.13454	0.992696	NA	NA	NA	NA
GABRB3	2562	9.32717	5.02381	NA	NA	NA	NA
GABRE	2564	0.144843	0.223519	NA	NA	NA	NA
GABRG3	2567	5.26561	4.76519	NA	NA	NA	NA
GABRR2	2570	0.516378	0.325455	NA	NA	NA	NA
GAD1	2571	11.5673	22.4704	NA	NA	NA	NA
GAD2	2572	0.104337	0.0178758	NA	NA	NA	NA
GADD45A	1647	9.12115	19.6668	NA	NA	NA	NA
GADD45B	4616	1.62921	3.28847	cerebral-cortex	glial-cells	Medium	Approved
GADD45G	10912	11.6387	24.3579	cerebral-cortex	glial-cells	Low	Approved
GADD45GIP1	90480	43.5074	53.6178	NA	NA	NA	NA
GAK	2580	23.3675	23.4329	NA	NA	NA	NA
GAL	51083	0.0727909	0.195417	NA	NA	NA	NA
GAL3ST1	9514	0.467227	0.120371	NA	NA	NA	NA
GAL3ST2	64090	0	0.0345319	NA	NA	NA	NA
GAL3ST3	89792	3.23683	4.79984	NA	NA	NA	NA
GAL3ST4	79690	9.5134	9.43844	NA	NA	NA	NA
GALC	2581	10.2171	10.3294	NA	NA	NA	NA
GALE	2582	18.3066	19.6561	NA	NA	NA	NA
GALK1	2584	4.72467	8.1143	cerebral-cortex	glial-cells	Low	Approved
GALK2	2585	7.80057	10.8292	NA	NA	NA	NA
GALM	130589	5.11415	5.44142	NA	NA	NA	NA
GALNS	2588	10.308	12.7089	cerebral-cortex	glial-cells	Medium	Supported
GALNT1	2589	47.6367	37.2852	NA	NA	NA	NA
GALNT10	55568	19.9047	10.838	NA	NA	NA	NA
GALNT11	63917	23.3817	19.7881	NA	NA	NA	NA
GALNT12	79695	1.00202	0.655548	NA	NA	NA	NA
GALNT13	114805	1.2716	1.4586	NA	NA	NA	NA
GALNT14	79623	0.336067	0.250115	NA	NA	NA	NA
GALNT16	57452	6.97679	5.55238	NA	NA	NA	NA
GALNT18	374378	1.69335	4.1116	cerebral-cortex	glial-cells	Medium	Approved
GALNT2	2590	85.6495	69.3722	cerebral-cortex	glial-cells	Low	Supported
GALNT3	2591	1.92322	1.16108	NA	NA	NA	NA
GALNT4	8693	5.58042	3.97076	NA	NA	NA	NA
GALNT5	11227	1.03527	0.739963	NA	NA	NA	NA
GALNT6	11226	0.827879	1.12734	cerebral-cortex	glial-cells	Low	Enhanced
GALNT7	51809	16.2184	15.1458	NA	NA	NA	NA
GALNT8	26290	0.566497	1.3673	NA	NA	NA	NA
GALNT9	50614	0.0594713	0.0366341	NA	NA	NA	NA
GALNTL6	442117	0.0672603	0.0258562	NA	NA	NA	NA
GAMT	2593	17.554	26.9171	NA	NA	NA	NA
GAN	8139	1.54067	1.57001	NA	NA	NA	NA
GANAB	23193	172.97	143.123	cerebral-cortex	glial-cells	Low	Enhanced
GANC	2595	6.55645	8.00347	cerebral-cortex	glial-cells	High	Approved
GAP43	2596	23.9658	98.3551	cerebral-cortex	glial-cells	High	Enhanced
GAPDH	2597	1419.7	1560.63	cerebral-cortex	glial-cells	Medium	Supported
GAPDHP1	2616	14.6802	16.6822	NA	NA	NA	NA
GAPDHP2	170516	0.282592	0.0505336	NA	NA	NA	NA
GAPDHP38	729493	0.281195	0.201132	NA	NA	NA	NA
GAPDHP39	100128589	0.173653	0.155276	NA	NA	NA	NA
GAPDHP52	100421313	0.303715	0.217292	NA	NA	NA	NA
GAPDHP60	2601	0.170189	0.355062	NA	NA	NA	NA
GAPDHP61	729403	0.336188	0.100194	NA	NA	NA	NA
GAPDHP62	100128961	0.700459	0.170943	NA	NA	NA	NA
GAPDHP65	389849	2.07061	2.70189	NA	NA	NA	NA
GAPVD1	26130	14.6263	14.7636	NA	NA	NA	NA
GAR1	54433	24.6882	22.4009	cerebral-cortex	glial-cells	Medium	Supported
GARNL3	84253	6.48297	4.98414	NA	NA	NA	NA
GART	2618	44.0727	33.154	cerebral-cortex	glial-cells	Low	Approved
GAS1	2619	9.67812	7.71016	cerebral-cortex	glial-cells	Medium	Approved
GAS2	2620	8.77507	7.02233	NA	NA	NA	NA
GAS2L1	10634	7.74374	11.4413	cerebral-cortex	glial-cells	Medium	Approved
GAS2L3	283431	36.4997	22.9266	NA	NA	NA	NA
GAS5	60674	129.094	171.486	NA	NA	NA	NA
GAS5-AS1	100506046	2.54241	3.65992	NA	NA	NA	NA
GAS6	2621	3.39483	5.59854	NA	NA	NA	NA
GAS7	8522	8.33964	8.1818	cerebral-cortex	glial-cells	Medium	Enhanced
GAS8	2622	1.6267	3.93005	NA	NA	NA	NA
GATA2	2624	2.05394	2.76639	NA	NA	NA	NA
GATAD1	57798	19.1249	21.0302	NA	NA	NA	NA
GATAD2A	54815	33.195	18.9486	cerebral-cortex	glial-cells	Medium	Enhanced
GATAD2B	57459	0.505974	0.529181	cerebral-cortex	glial-cells	Medium	Approved
GATC	283459	13.2249	10.938	NA	NA	NA	NA
GATM	2628	11.3734	10.9532	cerebral-cortex	glial-cells	Medium	Enhanced
GBA	2629	4.28545	1.78632	cerebral-cortex	glial-cells	High	Supported
GBA2	57704	56.0504	44.9893	cerebral-cortex	glial-cells	Medium	Approved
GBAP1	2630	5.51794	7.06802	NA	NA	NA	NA
GBE1	2632	8.65952	8.46743	cerebral-cortex	glial-cells	Low	Enhanced
GBF1	8729	20.6946	17.5066	NA	NA	NA	NA
GBGT1	26301	0.181653	0.425921	NA	NA	NA	NA
GBP1	2633	0.537732	0.822248	NA	NA	NA	NA
GBP2	2634	0.0765939	0.912033	NA	NA	NA	NA
GBP3	2635	0.472261	1.50449	cerebral-cortex	glial-cells	High	Approved
GBX2	2637	144.136	109.549	NA	NA	NA	NA
GCA	25801	11.4775	7.85196	NA	NA	NA	NA
GCAT	23464	8.88352	15.6678	NA	NA	NA	NA
GCC1	79571	7.1342	7.46959	cerebral-cortex	glial-cells	Low	Enhanced
GCC2	9648	12.5972	10.2684	cerebral-cortex	glial-cells	Low	Enhanced
GCDH	2639	11.1737	14.3799	cerebral-cortex	glial-cells	Medium	Enhanced
GCFC2	6936	11.3176	10.7714	NA	NA	NA	NA
GCH1	2643	0.966332	1.09253	NA	NA	NA	NA
GCHFR	2644	6.02627	9.02408	NA	NA	NA	NA
GCK	2645	0.0942768	0.422574	cerebral-cortex	glial-cells	Low	Approved
GCKR	2646	0.360201	0.439258	NA	NA	NA	NA
GCLC	2729	7.99771	5.92751	cerebral-cortex	glial-cells	Medium	Approved
GCLM	2730	4.77046	9.18674	NA	NA	NA	NA
GCNT1	2650	0.173525	0.0921738	NA	NA	NA	NA
GCNT1P1	170517	0.247732	0.0737737	NA	NA	NA	NA
GCNT2	2651	6.40337	5.07962	cerebral-cortex	glial-cells	Medium	Approved
GCNT4	51301	1.2348	0.838693	NA	NA	NA	NA
GCOM2	339970	1.39825	0.98191	NA	NA	NA	NA
GCSAM	257144	0.202106	0.156446	cerebral-cortex	glial-cells	Low	Approved
GCSH	2653	29.7964	29.6468	cerebral-cortex	glial-cells	High	Approved
GCSHP5	100329108	14.9164	17.7315	NA	NA	NA	NA
GDAP1	54332	19.6495	17.6173	NA	NA	NA	NA
GDAP1L1	78997	3.95783	4.97142	cerebral-cortex	glial-cells	Low	Approved
GDAP2	54834	5.79869	4.47346	cerebral-cortex	glial-cells	High	Approved
GDE1	51573	39.2644	50.1009	NA	NA	NA	NA
GDF1	2657	7.04946	9.21692	NA	NA	NA	NA
GDF11	10220	26.8298	22.8382	cerebral-cortex	glial-cells	High	Enhanced
GDF15	9518	0.361465	1.64803	NA	NA	NA	NA
GDF5	8200	0	1.347E-06	NA	NA	NA	NA
GDF6	392255	0.0129866	0.0347544	NA	NA	NA	NA
GDF9	2661	0.224286	0.289703	NA	NA	NA	NA
GDI1	2664	3.61706	2.73449	cerebral-cortex	glial-cells	Medium	Enhanced
GDI2	2665	135.588	132.88	NA	NA	NA	NA
GDI2P2	100420259	1.97263	2.16167	NA	NA	NA	NA
GDNF	2668	0	0.0619364	NA	NA	NA	NA
GDNF-AS1	100861519	0.0167296	0.0149267	NA	NA	NA	NA
GDPD1	284161	2.73881	4.46736	NA	NA	NA	NA
GDPD2	54857	13.3021	11.6224	NA	NA	NA	NA
GDPD3	79153	2.78348	2.55053	NA	NA	NA	NA
GDPD5	81544	5.78788	3.30335	NA	NA	NA	NA
GDPGP1	390637	1.81655	2.3031	cerebral-cortex	glial-cells	Medium	Approved
GEM	2669	2.47952	2.8511	cerebral-cortex	glial-cells	Low	Approved
GEMIN2	8487	15.7747	19.0114	NA	NA	NA	NA
GEMIN4	50628	12.1556	9.49576	NA	NA	NA	NA
GEMIN5	25929	8.21976	7.25161	NA	NA	NA	NA
GEMIN6	79833	8.73262	8.7628	cerebral-cortex	glial-cells	Low	Approved
GEMIN7	79760	14.842	18.8443	NA	NA	NA	NA
GEMIN8	54960	10.8024	13.9398	NA	NA	NA	NA
GEMIN8P4	492303	1.18822	0.987999	NA	NA	NA	NA
GEN1	348654	13.3863	8.62958	NA	NA	NA	NA
GET4	51608	23.713	22.3154	NA	NA	NA	NA
GFAP	2670	0.163612	0.982324	cerebral-cortex	glial-cells	Medium	Enhanced
GFER	2671	17.8763	17.9441	cerebral-cortex	glial-cells	Medium	Approved
GFI1	2672	0.218415	0.146168	NA	NA	NA	NA
GFM1	85476	22.0327	20.2985	cerebral-cortex	glial-cells	Medium	Enhanced
GFM2	84340	15.2579	16.6599	NA	NA	NA	NA
GFOD1	54438	0.849066	0.469168	NA	NA	NA	NA
GFOD2	81577	14.7885	15.0563	NA	NA	NA	NA
GFPT1	2673	9.49455	8.30755	NA	NA	NA	NA
GFPT2	9945	30.3605	18.7358	NA	NA	NA	NA
GFRA1	2674	3.27317	2.15817	NA	NA	NA	NA
GFRA2	2675	0.177594	0.187896	NA	NA	NA	NA
GFRA3	2676	0.073949	0.197673	cerebral-cortex	glial-cells	Low	Approved
GGA1	26088	29.5076	28.3846	NA	NA	NA	NA
GGA2	23062	28.7298	24.1254	NA	NA	NA	NA
GGA3	23163	23.8157	18.224	cerebral-cortex	glial-cells	Low	Approved
GGACT	87769	1.96143	1.96244	NA	NA	NA	NA
GGCT	79017	48.7786	51.7906	cerebral-cortex	glial-cells	Low	Approved
GGCX	2677	15.9134	19.1971	cerebral-cortex	glial-cells	Low	Approved
GGH	8836	45.3663	46.3585	cerebral-cortex	glial-cells	Medium	Approved
GGN	199720	1.06914	1.63851	NA	NA	NA	NA
GGNBP2	79893	2.12571	1.93856	NA	NA	NA	NA
GGPS1	9453	34.2916	38.6268	NA	NA	NA	NA
GGT1	2678	2.08566	1.96968	NA	NA	NA	NA
GGT5	2687	0.423665	0.373989	NA	NA	NA	NA
GGT7	2686	16.2923	18.344	cerebral-cortex	glial-cells	Low	Approved
GGTA1P	2681	0.050218	0.0897718	NA	NA	NA	NA
GGTA2P	121328	0.195273	0.218156	NA	NA	NA	NA
GHDC	84514	2.34668	2.1565	NA	NA	NA	NA
GHITM	27069	49.501	69.9988	NA	NA	NA	NA
GHR	2690	7.098	8.98437	NA	NA	NA	NA
GHRL	51738	0.305648	0.122129	NA	NA	NA	NA
GHRLOS	100126793	0.850431	0.873503	NA	NA	NA	NA
GID4	79018	2.97834	3.97466	NA	NA	NA	NA
GID8	54994	38.8743	34.3275	cerebral-cortex	glial-cells	Low	Approved
GIGYF1	64599	19.7868	15.1579	cerebral-cortex	glial-cells	High	Enhanced
GIGYF2	26058	21.5263	18.6933	cerebral-cortex	glial-cells	Low	Approved
GIMAP2	26157	0.108681	0.420629	cerebral-cortex	glial-cells	Low	Approved
GINM1	116254	27.113	28.4799	NA	NA	NA	NA
GINS1	9837	29.7681	22.2315	NA	NA	NA	NA
GINS2	51659	33.1557	33.9124	NA	NA	NA	NA
GINS3	64785	14.0687	12.0667	NA	NA	NA	NA
GINS4	84296	16.6809	10.6646	NA	NA	NA	NA
GIPC1	10755	47.3159	49.9701	cerebral-cortex	glial-cells	Low	Approved
GIPC3	126326	0	0.00979943	NA	NA	NA	NA
GIPR	2696	1.29761	2.21458	NA	NA	NA	NA
GIT1	28964	18.0871	16.456	cerebral-cortex	glial-cells	Medium	Enhanced
GIT2	9815	22.5434	16.3995	NA	NA	NA	NA
GJA1	2697	57.8568	32.9761	cerebral-cortex	glial-cells	Low	Enhanced
GJA1P1	2698	0.287129	0.170951	NA	NA	NA	NA
GJA9	81025	0.196824	0.219971	NA	NA	NA	NA
GJC1	10052	38.4834	26.1467	NA	NA	NA	NA
GJC2	57165	0.35515	0.45564	NA	NA	NA	NA
GK	2710	3.10566	2.70253	NA	NA	NA	NA
GK-AS1	100873902	0.0993161	0.0890124	NA	NA	NA	NA
GK5	256356	3.52278	3.31641	cerebral-cortex	glial-cells	Low	Approved
GKAP1	80318	3.97031	7.17769	NA	NA	NA	NA
GLA	2717	0.216869	0.260276	NA	NA	NA	NA
GLB1	2720	21.3136	27.4678	cerebral-cortex	glial-cells	Low	Enhanced
GLB1L	79411	7.17105	10.0187	NA	NA	NA	NA
GLB1L2	89944	3.8213	3.98296	NA	NA	NA	NA
GLCCI1	113263	28.388	21.8344	cerebral-cortex	glial-cells	Medium	Approved
GLCE	26035	5.28039	3.93695	NA	NA	NA	NA
GLDC	2731	20.1005	21.1881	NA	NA	NA	NA
GLDCP1	2732	0.567659	0.506525	NA	NA	NA	NA
GLE1	2733	14.0682	17.2099	cerebral-cortex	glial-cells	Medium	Supported
GLG1	2734	64.1024	52.8364	cerebral-cortex	glial-cells	Low	Supported
GLI1	2735	4.02088	1.3834	NA	NA	NA	NA
GLI2	2736	33.1501	22.7353	cerebral-cortex	glial-cells	High	Approved
GLI3	2737	36.6973	21.681	NA	NA	NA	NA
GLI4	2738	9.28921	9.96631	NA	NA	NA	NA
GLIPR1	11010	2.58431	3.52827	cerebral-cortex	glial-cells	Low	Approved
GLIPR1L1	256710	0.197235	0.058812	NA	NA	NA	NA
GLIPR1L2	144321	0.364202	0.429382	NA	NA	NA	NA
GLIPR2	152007	24.469	32.9973	cerebral-cortex	glial-cells	Low	Approved
GLIS2	84662	8.56554	5.90731	NA	NA	NA	NA
GLIS3	169792	8.34339	11.662	cerebral-cortex	glial-cells	Medium	Approved
GLMN	11146	13.946	17.2535	cerebral-cortex	glial-cells	Low	Approved
GLO1	2739	115.125	129.263	cerebral-cortex	glial-cells	Medium	Enhanced
GLOD4	51031	62.91	60.999	cerebral-cortex	glial-cells	Medium	Enhanced
GLRA2	2742	0.121779	0.166606	NA	NA	NA	NA
GLRB	2743	6.38877	6.93809	NA	NA	NA	NA
GLRX	2745	3.275	6.05896	NA	NA	NA	NA
GLRX2	51022	12.3825	12.5306	cerebral-cortex	glial-cells	Medium	Supported
GLRX3	10539	55.406	58.8548	cerebral-cortex	glial-cells	Medium	Approved
GLRX5	51218	34.5635	48.1086	cerebral-cortex	glial-cells	Low	Approved
GLS	2744	39.1187	21.7787	cerebral-cortex	glial-cells	Low	Enhanced
GLS2	27165	1.11033	1.16131	NA	NA	NA	NA
GLT1D1	144423	0.473432	0.677921	NA	NA	NA	NA
GLT8D1	55830	53.4692	64.4629	cerebral-cortex	glial-cells	Low	Approved
GLT8D2	83468	0.592219	1.14023	cerebral-cortex	glial-cells	Low	Approved
GLTP	51228	14.9422	21.0897	cerebral-cortex	glial-cells	Low	Approved
GLTPD2	388323	0.493347	0.441067	NA	NA	NA	NA
GLUD1	2746	54.6122	60.3573	cerebral-cortex	glial-cells	High	Approved
GLUD1P3	2749	3.36526	1.73667	NA	NA	NA	NA
GLUD2	2747	1.44591	1.15756	NA	NA	NA	NA
GLUL	2752	134.27	118.302	cerebral-cortex	glial-cells	High	Approved
GLULP4	392305	0.0979519	0.17509	NA	NA	NA	NA
GLYATL1	92292	0.536009	0.328406	NA	NA	NA	NA
GLYATL1P2	100129933	1.15074	0.300894	NA	NA	NA	NA
GLYATL2	219970	1.51607	1.96253	NA	NA	NA	NA
GLYCTK	132158	5.70038	5.66804	cerebral-cortex	glial-cells	Medium	Approved
GLYCTK-AS1	100874110	0.748581	0	NA	NA	NA	NA
GLYR1	84656	45.5548	37.9459	cerebral-cortex	glial-cells	High	Enhanced
GM2A	2760	11.875	12.3612	cerebral-cortex	glial-cells	Medium	Enhanced
GMCL1	64395	9.45104	9.5805	NA	NA	NA	NA
GMDS	2762	6.44216	6.69187	cerebral-cortex	glial-cells	Medium	Enhanced
GMEB1	10691	9.86524	7.1574	cerebral-cortex	glial-cells	Medium	Supported
GMEB2	26205	7.9507	6.08361	NA	NA	NA	NA
GMFB	2764	47.1225	41.5006	NA	NA	NA	NA
GMFG	9535	0.107522	1.52841	NA	NA	NA	NA
GMIP	51291	9.60435	5.90825	cerebral-cortex	glial-cells	Low	Enhanced
GMNN	51053	46.9204	42.0696	NA	NA	NA	NA
GMPPA	29926	10.0182	20.6921	NA	NA	NA	NA
GMPPB	29925	10.0766	9.22829	NA	NA	NA	NA
GMPR	2766	0.425839	1.11524	NA	NA	NA	NA
GMPR2	51292	30.5272	29.4693	NA	NA	NA	NA
GMPS	8833	44.4108	33.3335	NA	NA	NA	NA
GMPSP1	728564	3.53412	3.48691	NA	NA	NA	NA
GNA11	2767	26.7456	21.4906	NA	NA	NA	NA
GNA12	2768	37.6126	32.8807	NA	NA	NA	NA
GNA13	10672	37.6441	26.6572	NA	NA	NA	NA
GNA14	9630	10.0288	7.97017	NA	NA	NA	NA
GNAI1	2770	20.1816	19.3544	NA	NA	NA	NA
GNAI2	2771	20.9143	5.19926	cerebral-cortex	glial-cells	Low	Approved
GNAI3	2773	59.0521	58.4909	NA	NA	NA	NA
GNAL	2774	2.65838	2.29756	NA	NA	NA	NA
GNAO1	2775	32.8	27.828	NA	NA	NA	NA
GNAQ	2776	32.944	21.4035	NA	NA	NA	NA
GNAQP1	2777	0.78086	0.279204	NA	NA	NA	NA
GNAS	2778	800.369	744.303	NA	NA	NA	NA
GNAS-AS1	149775	0.48252	0.168894	NA	NA	NA	NA
GNAZ	2781	6.72984	6.83682	cerebral-cortex	glial-cells	Low	Enhanced
GNB1	2782	234.682	200.488	NA	NA	NA	NA
GNB1L	54584	2.32182	2.58423	NA	NA	NA	NA
GNB2	2783	144.19	177.432	NA	NA	NA	NA
GNB4	59345	23.4493	13.5535	cerebral-cortex	glial-cells	Low	Supported
GNB5	10681	7.2365	7.87603	NA	NA	NA	NA
GNE	10020	11.8865	9.57944	NA	NA	NA	NA
GNG10	2790	22.9294	27.3792	NA	NA	NA	NA
GNG11	2791	17.8394	26.1439	NA	NA	NA	NA
GNG12	55970	41.129	38.2177	NA	NA	NA	NA
GNG12-AS1	100289178	0.669421	0.540989	NA	NA	NA	NA
GNG13	51764	0.0575185	0.102866	NA	NA	NA	NA
GNG2	54331	170.123	111.219	NA	NA	NA	NA
GNG3	2785	11.5555	25.1634	NA	NA	NA	NA
GNG4	2786	17.7641	12.8954	NA	NA	NA	NA
GNG5	2787	122.165	146.175	NA	NA	NA	NA
GNG5P2	347687	1.02894	0.396023	NA	NA	NA	NA
GNG7	2788	14.3714	10.6701	NA	NA	NA	NA
GNG8	94235	0.968129	0.856703	NA	NA	NA	NA
GNL2	29889	28.6458	33.7727	NA	NA	NA	NA
GNL3	26354	36.4063	38.3348	cerebral-cortex	glial-cells	Low	Enhanced
GNL3L	54552	7.3491	4.86245	cerebral-cortex	glial-cells	High	Supported
GNL3LP1	80060	1.88174	0.910926	NA	NA	NA	NA
GNMT	27232	1.08699	1.34179	NA	NA	NA	NA
GNPAT	8443	36.4564	40.8237	NA	NA	NA	NA
GNPDA1	10007	17.8226	24.9447	NA	NA	NA	NA
GNPDA2	132789	10.1956	9.47718	NA	NA	NA	NA
GNPNAT1	64841	11.5836	11.1568	NA	NA	NA	NA
GNPTAB	79158	6.61804	6.03415	NA	NA	NA	NA
GNPTG	84572	31.7432	41.09	cerebral-cortex	glial-cells	Medium	Approved
GNRH1	2796	2.74702	2.28143	NA	NA	NA	NA
GNRH2	2797	0.724666	0.144168	NA	NA	NA	NA
GNRHR	2798	0.346297	0.206054	NA	NA	NA	NA
GNS	2799	46.6047	44.5545	cerebral-cortex	glial-cells	Low	Enhanced
GOLGA1	2800	7.99678	9.6663	NA	NA	NA	NA
GOLGA2	2801	36.3949	32.5369	cerebral-cortex	glial-cells	Low	Enhanced
GOLGA2P5	55592	1.20006	1.12572	NA	NA	NA	NA
GOLGA2P7	388152	6.30187	6.12823	NA	NA	NA	NA
GOLGA3	2802	16.1467	12.8671	cerebral-cortex	glial-cells	Low	Enhanced
GOLGA4	2803	17.6935	19.0237	cerebral-cortex	glial-cells	Medium	Supported
GOLGA5	9950	13.7977	18.5856	cerebral-cortex	glial-cells	Medium	Enhanced
GOLGA6L10	647042	0.403522	0.271499	NA	NA	NA	NA
GOLGA6L17P	642402	0.661121	0.461933	NA	NA	NA	NA
GOLGA6L19	101927601	0.171062	0.152728	NA	NA	NA	NA
GOLGA6L3	100133220	0.398066	0.164044	NA	NA	NA	NA
GOLGA6L4	643707	0.468708	0.579021	NA	NA	NA	NA
GOLGA6L5P	374650	4.59962	5.40412	NA	NA	NA	NA
GOLGA6L9	440295	0.851019	0.71605	NA	NA	NA	NA
GOLGA7	51125	41.7389	50.184	NA	NA	NA	NA
GOLGA8A	23015	20.2614	23.635	NA	NA	NA	NA
GOLGA8B	440270	23.2107	26.198	NA	NA	NA	NA
GOLGA8H	728498	0.160033	0.0238103	NA	NA	NA	NA
GOLGA8K	653125	0.40917	0.238803	NA	NA	NA	NA
GOLGA8M	653720	0.186705	0.0476207	NA	NA	NA	NA
GOLGA8N	643699	0.19576	0.131139	NA	NA	NA	NA
GOLGA8O	728047	0.224471	0.292698	NA	NA	NA	NA
GOLGA8Q	727909	0.0533443	0	NA	NA	NA	NA
GOLGA8R	101059918	0.116144	0.0715568	NA	NA	NA	NA
GOLGA8T	653075	0.133596	0.166966	NA	NA	NA	NA
GOLGB1	2804	21.046	19.2758	cerebral-cortex	glial-cells	Medium	Enhanced
GOLIM4	27333	25.704	17.5949	cerebral-cortex	glial-cells	Medium	Enhanced
GOLM1	51280	85.2608	84.6491	cerebral-cortex	glial-cells	Medium	Enhanced
GOLPH3	64083	32.5262	37.52	NA	NA	NA	NA
GOLPH3L	55204	9.14684	9.82286	NA	NA	NA	NA
GOLT1B	51026	20.0139	19.9525	cerebral-cortex	glial-cells	Low	Approved
GON4L	54856	12.3081	11.0238	NA	NA	NA	NA
GOPC	57120	18.7043	17.1369	cerebral-cortex	glial-cells	Low	Approved
GORAB	92344	8.6421	9.46884	cerebral-cortex	glial-cells	Medium	Approved
GORASP1	64689	21.1195	19.742	cerebral-cortex	glial-cells	Medium	Supported
GORASP2	26003	52.1398	46.8521	NA	NA	NA	NA
GOSR1	9527	21.4692	17.7723	NA	NA	NA	NA
GOSR2	9570	30.2731	32.3639	NA	NA	NA	NA
GOT1	2805	19.021	24.6286	cerebral-cortex	glial-cells	Low	Enhanced
GOT2	2806	48.3424	56.3875	cerebral-cortex	glial-cells	Low	Enhanced
GOT2P2	391139	0	0	NA	NA	NA	NA
GP1BA	2811	0.630904	0.22872	NA	NA	NA	NA
GPALPP1	55425	18.1865	15.6981	NA	NA	NA	NA
GPAM	57678	8.04782	8.39449	NA	NA	NA	NA
GPATCH1	55094	6.63664	4.66533	cerebral-cortex	glial-cells	Low	Approved
GPATCH11	253635	9.06415	8.41306	cerebral-cortex	glial-cells	High	Enhanced
GPATCH2	55105	9.46485	8.18502	NA	NA	NA	NA
GPATCH2L	55668	22.0189	12.4605	cerebral-cortex	glial-cells	Low	Approved
GPATCH3	63906	7.16094	7.66028	NA	NA	NA	NA
GPATCH4	54865	21.0034	17.8876	cerebral-cortex	glial-cells	Medium	Approved
GPATCH8	23131	24.1506	15.1504	cerebral-cortex	glial-cells	Medium	Approved
GPBAR1	151306	0.114099	0.136731	NA	NA	NA	NA
