SYMBOL	ENTREZID	ST.1	ST.4	ST.5	ST.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
SSR2	6746	129.172	151.489	129.04	155.609	NA	NA	NA	NA
SSR3	6747	69.9955	54.2003	55.9877	74.0369	cerebral-cortex	glial-cells	Medium	Approved
SSR4	6748	0.648556	0.635498	0.497795	0.629316	cerebral-cortex	glial-cells	Low	Enhanced
SSR4P1	728039	0.847943	0.712976	0.489935	1.15656	NA	NA	NA	NA
SSRP1	6749	66.9161	70.0909	72.6949	65.26	NA	NA	NA	NA
SST	6750	0.232758	7.10694	11.8738	0.539172	NA	NA	NA	NA
SSTR2	6752	0.222952	0.461309	1.05453	1.931	NA	NA	NA	NA
SSU72	29101	57.6911	46.1233	50.3551	57.6679	NA	NA	NA	NA
SSUH2	51066	0.517043	0.403862	0.505627	0.951985	NA	NA	NA	NA
SSX2IP	117178	13.5577	12.1529	17.4881	8.83661	NA	NA	NA	NA
SSXP10	100287603	2.66659	0.966007	0.906879	1.31262	NA	NA	NA	NA
ST13	6767	323.558	201.744	214.839	366.206	cerebral-cortex	glial-cells	Medium	Enhanced
ST13P10	399950	1.15662	0.684084	1.12387	0.733606	NA	NA	NA	NA
ST13P13	401648	0.163377	0.112734	0	0.189227	NA	NA	NA	NA
ST13P15	100422603	2.03518	1.27498	1.45714	2.54328	NA	NA	NA	NA
ST13P18	643310	0.352471	0.18241	0.0665953	0.47628	NA	NA	NA	NA
ST13P19	100131961	2.08069	2.46677	3.04006	4.1395	NA	NA	NA	NA
ST13P3	144638	1.22775	1.10502	1.02873	1.05105	NA	NA	NA	NA
ST13P4	145165	0.815979	0.450432	0.555006	0.693055	NA	NA	NA	NA
ST13P5	144106	2.24198	1.10502	1.51285	2.04028	NA	NA	NA	NA
ST13P6	157530	7.78026	6.04624	4.60852	7.98181	NA	NA	NA	NA
ST18	9705	2.46502	29.8315	13.7538	7.21146	NA	NA	NA	NA
ST20	400410	2.90477	7.48224	6.805	8.04436	NA	NA	NA	NA
ST20-MTHFS	100528021	1.94515	1.03213	3.34972	1.72059	NA	NA	NA	NA
ST3GAL1	6482	2.77493	5.49756	5.99432	3.77063	NA	NA	NA	NA
ST3GAL1P1	100421804	0.306683	0.803086	1.21789	0.424389	NA	NA	NA	NA
ST3GAL2	6483	33.166	31.3239	24.1846	23.3068	cerebral-cortex	glial-cells	Medium	Approved
ST3GAL3	6487	14.8288	20.5011	10.6153	14.2686	NA	NA	NA	NA
ST3GAL4	6484	7.4532	7.97307	8.22255	9.55313	NA	NA	NA	NA
ST3GAL5	8869	26.2185	25.8371	20.766	13.1021	NA	NA	NA	NA
ST3GAL6	10402	2.50582	4.10972	5.80206	7.41704	cerebral-cortex	glial-cells	Low	Approved
ST3GAL6-AS1	100874207	0	0.176855	0.11755	0.203247	NA	NA	NA	NA
ST6GAL1	6480	7.71763	7.38534	2.10048	2.61513	NA	NA	NA	NA
ST6GAL2	84620	25.7539	20.8532	3.44992	20.3967	NA	NA	NA	NA
ST6GAL2-IT1	100874354	0	0.53698	0.294065	0.600901	NA	NA	NA	NA
ST6GALNAC2	10610	1.88921	3.62673	2.78308	17.8115	NA	NA	NA	NA
ST6GALNAC3	256435	2.87622	3.45882	3.32547	6.54539	NA	NA	NA	NA
ST6GALNAC4	27090	11.4697	9.8464	7.61733	8.82869	NA	NA	NA	NA
ST6GALNAC4P1	100874524	1.14009	1.18004	1.47708	1.03752	NA	NA	NA	NA
ST6GALNAC5	81849	57.6443	63.9321	65.9178	49.0948	NA	NA	NA	NA
ST6GALNAC6	30815	51.9432	44.0978	42.6052	39.5563	NA	NA	NA	NA
ST7	7982	11.3382	13.0656	16.698	17.3943	cerebral-cortex	glial-cells	Low	Approved
ST7-AS1	93653	2.66322	6.11767	3.80812	2.01231	NA	NA	NA	NA
ST7-AS2	93654	0.210283	0.754909	2.59078	0.83665	NA	NA	NA	NA
ST7-OT4	338069	1.34038	1.16538	3.75296	0.619836	NA	NA	NA	NA
ST7L	54879	33.8019	30.5483	30.4303	49.097	NA	NA	NA	NA
ST8SIA1	6489	24.4037	19.2626	20.0965	21.8911	cerebral-cortex	glial-cells	Low	Approved
ST8SIA2	8128	3.91093	9.39048	8.90718	5.93816	NA	NA	NA	NA
ST8SIA3	51046	0.972787	0.861381	1.84427	0.769751	NA	NA	NA	NA
ST8SIA4	7903	23.1626	11.6414	13.0733	21.4595	NA	NA	NA	NA
ST8SIA5	29906	3.36012	38.5073	25.2905	12.4185	cerebral-cortex	glial-cells	Low	Approved
ST8SIA6	338596	0.0233829	0.871346	0.455511	0.113525	NA	NA	NA	NA
STAB1	23166	0.0416218	0.104194	0.0566488	0.279404	cerebral-cortex	glial-cells	Medium	Approved
STAC	6769	0.412011	0.530954	0.897198	0.305602	NA	NA	NA	NA
STAC2	342667	0.199565	0.269647	0.0945259	0.205422	NA	NA	NA	NA
STAC3	246329	0.93362	1.25093	1.71213	1.61629	NA	NA	NA	NA
STAG1	10274	20.3842	27.0146	28.6687	23.2025	cerebral-cortex	glial-cells	Medium	Supported
STAG2	10735	193.929	149.814	163.289	194.944	cerebral-cortex	glial-cells	Medium	Supported
STAG3	10734	12.6897	14.996	14.7406	11.4839	NA	NA	NA	NA
STAG3L2	442582	0.340802	0	0.338051	0.271374	NA	NA	NA	NA
STAG3L4	64940	8.21198	10.0664	6.27177	6.61815	NA	NA	NA	NA
STAG3L5P	101735302	9.93363	16.4163	12.0451	12.3979	NA	NA	NA	NA
STAG3L5P-PVRIG2P-PILRB	101752399	6.55089	4.33387	12.49	4.42644	NA	NA	NA	NA
STAM	8027	0.109262	9.04801	0.0308485	0.265686	cerebral-cortex	glial-cells	Medium	Supported
STAM2	10254	20.8485	18.2448	19.3245	21.3535	cerebral-cortex	glial-cells	Low	Enhanced
STAMBP	10617	28.2231	25.0281	25.2085	35.6788	NA	NA	NA	NA
STAMBPL1	57559	0.193402	0.309798	0.0966708	0.132373	NA	NA	NA	NA
STAP2	55620	2.03949	0.728203	0.702747	3.1715	cerebral-cortex	glial-cells	Low	Approved
STAR	6770	0.151914	0.497774	0.27237	0.0470779	NA	NA	NA	NA
STARD10	10809	5.42245	6.13079	5.96352	6.32317	NA	NA	NA	NA
STARD13	90627	2.0389	2.80126	3.72593	2.52527	cerebral-cortex	glial-cells	Medium	Supported
STARD13-AS	100874241	0.940731	1.60956	3.04818	1.34239	NA	NA	NA	NA
STARD3	10948	31.6061	23.4848	22.8475	28.2617	NA	NA	NA	NA
STARD3NL	83930	61.6224	47.5357	51.4061	68.8731	cerebral-cortex	glial-cells	Medium	Enhanced
STARD4	134429	14.0546	13.0195	19.1393	16.9171	cerebral-cortex	glial-cells	Low	Approved
STARD4-AS1	100505678	4.66877	10.5583	7.30578	9.65195	NA	NA	NA	NA
STARD5	80765	0.179546	0.263033	0.177285	0.182952	cerebral-cortex	glial-cells	Medium	Approved
STARD6	147323	0.315579	0.379413	0.0852866	0.223462	NA	NA	NA	NA
STARD7	56910	92.2749	86.9051	84.752	90.4124	cerebral-cortex	glial-cells	Medium	Supported
STARD7-AS1	285033	1.40255	1.9056	1.73039	1.94946	NA	NA	NA	NA
STARD8	9754	0.828132	0.489222	0.476307	1.46932	NA	NA	NA	NA
STARD9	57519	9.65858	11.135	12.6981	9.42732	NA	NA	NA	NA
STAT1	6772	59.2531	45.8347	60.6464	57.4051	NA	NA	NA	NA
STAT2	6773	44.2908	37.4425	46.9808	80.0286	cerebral-cortex	glial-cells	Low	Approved
STAT3	6774	116.669	107.957	102.477	123.851	NA	NA	NA	NA
STAT4	6775	0.247975	0.24004	0.28167	0.0979938	NA	NA	NA	NA
STAT5A	6776	0.248204	0.539192	1.02426	0.222332	NA	NA	NA	NA
STAT5B	6777	18.2909	21.2546	20.7008	18.4312	NA	NA	NA	NA
STAT6	6778	1.10893	3.72808	0.73308	1.32824	NA	NA	NA	NA
STAU1	6780	30.2768	31.1655	30.3019	31.2764	cerebral-cortex	glial-cells	Low	Approved
STAU2	27067	94.7914	63.7449	56.2137	75.9731	cerebral-cortex	glial-cells	Low	Approved
STAU2-AS1	100128126	1.12264	1.54324	0.752615	1.32164	NA	NA	NA	NA
STC1	6781	2.80266	8.162	13.4154	6.21258	NA	NA	NA	NA
STC2	8614	0.703515	3.45206	1.29428	1.20383	NA	NA	NA	NA
STEAP1B	256227	0.0369262	0.486419	0.585235	0.30143	NA	NA	NA	NA
STEAP2	261729	0.0605414	0.573531	0.213426	0.1724	NA	NA	NA	NA
STEAP3	55240	1.45902	0.749644	0.805034	1.16286	NA	NA	NA	NA
STEAP4	79689	0.293519	0.174274	0.244712	0.169413	NA	NA	NA	NA
STIL	6491	3.70868	6.91878	5.90988	3.54102	NA	NA	NA	NA
STIM1	6786	47.9567	22.7005	17.3553	20.3552	NA	NA	NA	NA
STIM2	57620	55.244	69.0255	88.1849	68.3204	cerebral-cortex	glial-cells	High	Supported
STIP1	10963	114.79	94.7838	88.6068	136.768	cerebral-cortex	glial-cells	Low	Enhanced
STK10	6793	10.4681	9.21398	6.93941	6.94924	cerebral-cortex	glial-cells	Medium	Enhanced
STK11	6794	36.4861	39.6479	39.4042	41.0862	cerebral-cortex	glial-cells	Low	Approved
STK11IP	114790	19.9313	22.743	12.7786	18.5652	cerebral-cortex	glial-cells	Medium	Approved
STK16	8576	17.9357	10.6977	12.2342	15.7107	cerebral-cortex	glial-cells	Low	Approved
STK17A	9263	5.6994	8.21869	10.6601	6.49402	NA	NA	NA	NA
STK17B	9262	8.02758	9.67781	7.11512	4.90184	NA	NA	NA	NA
STK24	8428	56.7852	61.1983	68.5882	62.7476	cerebral-cortex	glial-cells	Medium	Enhanced
STK24-AS1	100874069	0.450529	0.60623	0.459709	0.495752	NA	NA	NA	NA
STK25	10494	144.435	155.883	143.536	122.832	NA	NA	NA	NA
STK3	6788	25.5373	21.426	26.356	25.6873	NA	NA	NA	NA
STK31	56164	0.198785	0.364181	0.323032	0.317989	NA	NA	NA	NA
STK32A	202374	3.8181	2.28546	2.88379	6.40342	NA	NA	NA	NA
STK32B	55351	0.383004	0.181698	0.211648	0.351188	NA	NA	NA	NA
STK32C	282974	7.81164	9.99921	11.132	11.6286	NA	NA	NA	NA
STK33	65975	29.3858	30.5551	27.5707	29.7852	NA	NA	NA	NA
STK35	140901	6.91233	6.20815	8.25712	5.90538	NA	NA	NA	NA
STK36	27148	52.3822	41.0611	47.1483	51.2069	cerebral-cortex	glial-cells	Low	Approved
STK38	11329	11.7882	9.31459	11.0167	13.0539	NA	NA	NA	NA
STK38L	23012	34.5262	34.3172	36.4904	42.8646	NA	NA	NA	NA
STK39	27347	13.5369	24.2277	38.9156	18.6179	cerebral-cortex	glial-cells	Medium	Enhanced
STK4	6789	16.6458	13.799	16.0877	17.5063	cerebral-cortex	glial-cells	Low	Approved
STK4-AS1	100505826	0	0.0538839	0.15622	0.235074	NA	NA	NA	NA
STK40	83931	13.4643	14.4461	12.4992	15.6488	NA	NA	NA	NA
STMN1	3925	734.495	1031.73	937.973	699.653	cerebral-cortex	glial-cells	Medium	Enhanced
STMN2	11075	2.6579	16.2857	10.6748	39.7885	NA	NA	NA	NA
STMN3	50861	71.8561	96.8	87.1915	114.642	cerebral-cortex	glial-cells	Low	Enhanced
STMN4	81551	30.9523	41.1234	29.4702	77.1611	NA	NA	NA	NA
STOM	2040	20.0844	2.8628	3.00172	11.7068	cerebral-cortex	glial-cells	Low	Approved
STOML1	9399	8.81016	5.4335	4.75475	7.87225	cerebral-cortex	glial-cells	Low	Approved
STOML2	30968	56.0678	44.8048	43.8264	53.766	cerebral-cortex	glial-cells	Medium	Supported
STOML3	161003	0.027012	0.139807	0.0918736	0	NA	NA	NA	NA
STON1	11037	19.7411	8.90938	5.46743	5.51986	NA	NA	NA	NA
STON1-GTF2A1L	286749	2.46546	2.83409	0.550298	3.17969	NA	NA	NA	NA
STON2	85439	64.3972	56.5316	46.1601	21.3277	cerebral-cortex	glial-cells	Low	Enhanced
STOX1	219736	3.8713	15.8029	16.9428	7.17367	NA	NA	NA	NA
STOX2	56977	15.566	23.2765	21.5777	19.1448	NA	NA	NA	NA
STPG1	90529	11.7678	5.02438	2.21758	3.76272	NA	NA	NA	NA
STPG2	285555	0.487687	0.207666	0.249414	0.375015	NA	NA	NA	NA
STRA6	64220	0.0228533	0.202576	0.276808	0.395696	NA	NA	NA	NA
STRADA	92335	24.1569	30.692	28.1986	28.8086	cerebral-cortex	glial-cells	Low	Approved
STRADB	55437	19.4649	15.6522	16.9799	17.5495	NA	NA	NA	NA
STRAP	11171	61.1838	54.9504	62.0176	64.0342	NA	NA	NA	NA
STRBP	55342	20.1358	21.5101	19.2401	17.9846	cerebral-cortex	glial-cells	Low	Approved
STRIP1	85369	25.1376	32.5802	33.4838	21.725	cerebral-cortex	glial-cells	Low	Approved
STRIP2	57464	12.7582	5.69263	4.70408	6.81154	NA	NA	NA	NA
STRN	6801	20.0205	16.0078	17.7034	18.4225	NA	NA	NA	NA
STRN3	29966	57.1462	69.6236	62.3716	66.955	cerebral-cortex	glial-cells	Low	Approved
STRN4	29888	62.9399	81.1058	71.2946	64.8758	cerebral-cortex	glial-cells	Low	Supported
STS	412	4.06105	1.43025	3.07206	3.77889	NA	NA	NA	NA
STT3A	3703	160.808	80.9395	92.5209	142.898	NA	NA	NA	NA
STT3A-AS1	105369550	1.13913	2.63363	1.29112	0.329693	NA	NA	NA	NA
STT3B	201595	55.1643	53.6601	75.2963	69.4343	cerebral-cortex	glial-cells	Low	Approved
STUB1	10273	88.831	72.4635	60.4634	67.0758	cerebral-cortex	glial-cells	Low	Enhanced
STX10	8677	36.1922	33.1697	34.0204	41.794	NA	NA	NA	NA
STX11	8676	0.393786	0.291131	0.191318	0.065156	cerebral-cortex	glial-cells	Low	Approved
STX12	23673	73.8973	65.7484	61.5437	84.7758	cerebral-cortex	glial-cells	Medium	Approved
STX16	8675	19.2865	34.1958	30.2842	24.0565	NA	NA	NA	NA
STX16-NPEPL1	100534593	5.30253	11.8626	12.662	8.19426	NA	NA	NA	NA
STX17	55014	13.2828	10.7202	15.7929	19.0834	cerebral-cortex	glial-cells	Medium	Approved
STX18	53407	34.5916	31.2361	31.5531	37.3412	cerebral-cortex	glial-cells	Medium	Approved
STX18-AS1	100507266	4.37588	3.43099	4.4817	4.11104	NA	NA	NA	NA
STX18-IT1	104472519	0	0.147343	0.161347	0.164871	NA	NA	NA	NA
STX19	415117	0.152108	0.209917	0.459826	0.352379	NA	NA	NA	NA
STX1B	112755	3.82645	9.19325	7.11783	5.20804	NA	NA	NA	NA
STX2	2054	48.3576	47.2049	49.07	56.7049	NA	NA	NA	NA
STX3	6809	0.206697	0.256402	0.500119	0.375296	NA	NA	NA	NA
STX4	6810	15.4071	15.3585	16.2672	15.5619	NA	NA	NA	NA
STX5	6811	21.1287	16.09	15.4777	16.4184	NA	NA	NA	NA
STX6	10228	23.007	31.795	26.5343	26.9214	cerebral-cortex	glial-cells	Low	Approved
STX7	8417	31.885	30.0259	33.68	34.8621	NA	NA	NA	NA
STX8	9482	85.3721	70.0819	62.206	88.2335	cerebral-cortex	glial-cells	Low	Approved
STXBP1	6812	3.61289	5.77779	5.77204	5.82078	cerebral-cortex	glial-cells	Medium	Enhanced
STXBP2	6813	0.598524	1.11653	0.498896	2.2347	NA	NA	NA	NA
STXBP3	6814	44.2108	33.4802	32.5394	34.4878	cerebral-cortex	glial-cells	Low	Approved
STXBP4	252983	11.5936	11.9485	10.2518	10.3617	cerebral-cortex	glial-cells	Medium	Approved
STXBP5	134957	4.33204	4.50807	3.87517	4.46175	NA	NA	NA	NA
STXBP5-AS1	729178	0.377662	0.369203	0.169099	0.286698	NA	NA	NA	NA
STXBP5L	9515	2.38465	3.98291	1.65203	2.04849	NA	NA	NA	NA
STXBP6	29091	0.100058	0.413396	1.24314	0.206902	cerebral-cortex	glial-cells	Low	Approved
STYX	6815	9.4938	7.71174	8.51988	8.40616	NA	NA	NA	NA
STYXL1	51657	0.409719	0.111617	0.258094	0.694689	NA	NA	NA	NA
SUB1	10923	511.608	459.558	453.455	462.385	cerebral-cortex	glial-cells	Medium	Supported
SUB1P1	728938	13.6632	9.1505	6.37739	11.6361	NA	NA	NA	NA
SUB1P3	106480442	11.2588	16.401	11.8179	10.8669	NA	NA	NA	NA
SUCLA2	8803	42.4148	35.5768	45.2907	46.8896	cerebral-cortex	glial-cells	Low	Enhanced
SUCLA2-AS1	101929410	0.276547	0.429356	0.313493	0.160156	NA	NA	NA	NA
SUCLA2P3	100421648	0.503684	0.260666	0.570992	0.631994	NA	NA	NA	NA
SUCLG1	8802	48.1516	35.3055	33.0314	50.1537	cerebral-cortex	glial-cells	Low	Enhanced
SUCLG2	8801	10.3997	11.8115	13.1828	14.2922	NA	NA	NA	NA
SUCLG2P2	283398	1.15212	0.550377	0.351636	0.975145	NA	NA	NA	NA
SUCO	51430	29.4393	33.6007	34.2673	39.0914	NA	NA	NA	NA
SUDS3	64426	12.145	14.1928	14.4496	14.1797	NA	NA	NA	NA
SUDS3P1	285647	6.34301	7.61569	8.98829	7.23643	NA	NA	NA	NA
SUFU	51684	4.31023	3.91606	2.90708	6.62568	cerebral-cortex	glial-cells	Medium	Supported
SUGCT	79783	6.90346	6.02863	4.19167	4.35116	NA	NA	NA	NA
SUGP1	57794	44.8339	55.7583	54.4029	53.2843	cerebral-cortex	glial-cells	Medium	Approved
SUGP2	10147	42.5482	51.0952	56.8711	46.3426	cerebral-cortex	glial-cells	Medium	Enhanced
SUGT1	10910	33.7506	32.3536	33.8095	40.9644	NA	NA	NA	NA
SUGT1P2	728706	1.59497	1.77784	1.94719	1.13682	NA	NA	NA	NA
SUGT1P3	283507	0.121083	0.190065	0.068228	0.200953	NA	NA	NA	NA
SULF1	23213	8.14975	20.5914	9.23521	4.2831	NA	NA	NA	NA
SULF2	55959	93.6976	51.7225	42.3396	48.9133	NA	NA	NA	NA
SULT1A1	6817	0.513873	0.727978	0.130182	0.80116	NA	NA	NA	NA
SULT1C4	27233	10.6196	4.10862	4.55813	6.78724	NA	NA	NA	NA
SULT2B1	6820	0.651291	0.292397	0.213436	0.32718	NA	NA	NA	NA
SULT4A1	25830	0.909858	2.72903	4.10609	2.24768	NA	NA	NA	NA
SUMF1	285362	17.2497	8.53784	11.5085	17.2597	NA	NA	NA	NA
SUMF2	25870	89.9185	41.8721	45.128	76.109	NA	NA	NA	NA
SUMO1	7341	136.898	149.775	146.703	166.204	cerebral-cortex	glial-cells	Low	Supported
SUMO1P3	474338	5.93518	8.50654	3.62293	6.60987	NA	NA	NA	NA
SUMO1P4	101290502	2.32224	4.32649	3.15908	4.03451	NA	NA	NA	NA
SUMO2	6613	63.9533	67.23	53.1666	90.3695	cerebral-cortex	glial-cells	Low	Supported
SUMO2P10	106481678	0	0.545367	1.19465	0.305137	NA	NA	NA	NA
SUMO2P14	106480264	2.51525	2.08291	0	0.583285	NA	NA	NA	NA
SUMO2P16	106480679	0	0.695993	1.52465	0	NA	NA	NA	NA
SUMO2P17	100128010	0.54674	1.6834	0.922152	0.52329	NA	NA	NA	NA
SUMO2P20	101927327	0.552706	0	0	0.320079	NA	NA	NA	NA
SUMO2P3	652489	89.5739	80.7143	78.8457	86.6589	NA	NA	NA	NA
SUMO2P6	100127922	20.0224	18.5425	24.49	21.9699	NA	NA	NA	NA
SUMO2P8	100506244	2.68491	5.00216	8.52234	4.04264	NA	NA	NA	NA
SUMO3	6612	85.7659	100.815	101.24	80.7633	cerebral-cortex	glial-cells	Low	Supported
SUMO4	387082	2.31566	2.29259	1.71203	2.50714	NA	NA	NA	NA
SUN1	23353	85.588	77.8495	85.546	94.5573	cerebral-cortex	glial-cells	Medium	Enhanced
SUN2	25777	22.9678	39.8491	32.7882	29.81	cerebral-cortex	glial-cells	High	Supported
SUOX	6821	15.9224	9.30231	11.2804	10.8299	NA	NA	NA	NA
SUPT16H	11198	45.6381	47.9661	48.4855	43.5435	cerebral-cortex	glial-cells	Low	Enhanced
SUPT20H	55578	27.7626	31.2664	36.7494	35.2093	NA	NA	NA	NA
SUPT3H	8464	8.44515	4.54342	3.94019	5.56265	cerebral-cortex	glial-cells	Medium	Enhanced
SUPT4H1	6827	82.8423	71.4367	71.2594	82.3744	NA	NA	NA	NA
SUPT5H	6829	108.891	99.6353	77.6009	105.574	cerebral-cortex	glial-cells	Low	Supported
SUPT6H	6830	24.9528	27.909	36.3233	25.5627	cerebral-cortex	glial-cells	Low	Approved
SUPT7L	9913	19.3584	17.8304	20.2607	18.3813	NA	NA	NA	NA
SUPV3L1	6832	32.3853	28.691	28.9344	34.4132	NA	NA	NA	NA
SURF2	6835	0.832729	0.783551	0.858189	0.0438403	cerebral-cortex	glial-cells	Low	Approved
SURF4	6836	4.8597	0.113233	1.98908	0.0841023	NA	NA	NA	NA
SURF6	6838	0.210587	0.261558	0.692311	0.0121953	cerebral-cortex	glial-cells	Medium	Approved
SUSD1	64420	5.38531	24	18.2779	14.3054	NA	NA	NA	NA
SUSD2	56241	0.734977	0.331975	0.678885	0.771285	NA	NA	NA	NA
SUSD4	55061	10.0471	4.99676	4.03759	3.28277	NA	NA	NA	NA
SUSD5	26032	0.262587	1.08715	0.549557	0.274891	NA	NA	NA	NA
SUV39H1	6839	0.254406	0.52664	0.329603	0.273612	NA	NA	NA	NA
SUV39H2	79723	18.6268	25.3922	25.4021	14.683	NA	NA	NA	NA
SUZ12	23512	9.39971	15.3418	16.3764	9.90925	NA	NA	NA	NA
SV2C	22987	0.320853	0.161044	0.215582	0.322836	NA	NA	NA	NA
SVEP1	79987	0.609859	0.58526	0.341834	0.243646	NA	NA	NA	NA
SVIL	6840	11.0208	23.3912	16.4927	31.4393	cerebral-cortex	glial-cells	Medium	Approved
SVIP	258010	8.99914	9.38941	10.3441	7.1501	cerebral-cortex	glial-cells	Medium	Approved
SVOP	55530	0.0167133	1.98426	3.29345	1.25449	NA	NA	NA	NA
SVOPL	136306	0.00872623	0.323551	0.474255	0.421827	NA	NA	NA	NA
SWAP70	23075	18.3706	16.4338	18.369	16.0745	NA	NA	NA	NA
SWI5	375757	10.3475	8.79701	8.00005	11.4271	cerebral-cortex	glial-cells	High	Approved
SWSAP1	126074	0.477303	0.34995	0.250008	0.380453	NA	NA	NA	NA
SWT1	54823	7.7297	5.6804	5.79123	7.81216	cerebral-cortex	glial-cells	Low	Enhanced
SYAP1	94056	67.9358	33.6445	49.4273	47.8005	cerebral-cortex	glial-cells	Low	Approved
SYBU	55638	29.9949	18.0731	19.8724	66.3687	NA	NA	NA	NA
SYCE1L	100130958	73.3197	40.6403	29.9982	75.9099	NA	NA	NA	NA
SYCE2	256126	0.761451	2.66579	2.87509	2.86131	NA	NA	NA	NA
SYCE3	644186	0.393029	0.406866	0.387542	0.395949	NA	NA	NA	NA
SYCP2	10388	0.602723	0.927196	0.292513	0.493757	NA	NA	NA	NA
SYCP2L	221711	0.930207	0.704717	0.75105	1.44318	NA	NA	NA	NA
SYCP3	50511	1.26904	1.12904	2.20725	2.02174	NA	NA	NA	NA
SYDE1	85360	22.2156	18.8657	24.2689	17.1576	NA	NA	NA	NA
SYDE2	84144	0.311128	0.531415	0.666283	0.266499	NA	NA	NA	NA
SYF2	25949	35.8535	36.2014	34.4076	43.0171	NA	NA	NA	NA
SYMPK	8189	27.7429	25.9763	29.5777	25.3442	cerebral-cortex	glial-cells	Low	Approved
SYN1	6853	0.129305	0.372732	0.0927761	0.132704	NA	NA	NA	NA
SYN2	6854	0.152144	0.0200953	0.353668	1.50108	NA	NA	NA	NA
SYN3	8224	0.374441	0.268412	0.421027	0.699776	NA	NA	NA	NA
SYNC	81493	28.2364	14.5271	10.125	12.7378	NA	NA	NA	NA
SYNCRIP	10492	77.3193	100.265	99.0594	107.64	cerebral-cortex	glial-cells	High	Supported
SYNDIG1	79953	12.6275	5.73377	5.93329	23.0818	NA	NA	NA	NA
SYNE1	23345	71.1401	42.0076	57.6355	71.0022	cerebral-cortex	glial-cells	Medium	Approved
SYNE2	23224	55.8502	109.204	198.371	51.1443	NA	NA	NA	NA
SYNE3	161176	1.73858	2.72485	1.82925	0.515504	NA	NA	NA	NA
SYNE4	163183	0.239131	0.254781	0.236081	0.370421	NA	NA	NA	NA
SYNGR1	9145	5.42166	4.98954	5.33191	5.22541	NA	NA	NA	NA
SYNGR2	9144	6.18217	3.74391	3.65164	1.40561	cerebral-cortex	glial-cells	Low	Approved
SYNGR3	9143	1.09286	2.52566	1.35373	0.930975	NA	NA	NA	NA
SYNJ1	8867	8.9156	6.1828	6.42959	10.2189	NA	NA	NA	NA
SYNJ2	8871	4.7036	2.63549	3.83881	6.33048	cerebral-cortex	glial-cells	Medium	Approved
SYNJ2BP	55333	25.7009	27.3763	30.1098	38.8864	cerebral-cortex	glial-cells	Low	Approved
SYNJ2BP-COX16	100529257	34.0706	33.757	37.9734	55.7138	cerebral-cortex	glial-cells	Low	Approved
SYNM	23336	2.4529	0.775007	0.0798421	0.192629	NA	NA	NA	NA
SYNPO	11346	1.52857	1.52005	0.742181	0.150269	NA	NA	NA	NA
SYNPO2	171024	0.160582	0.30594	0.0475356	0.0422645	NA	NA	NA	NA
SYNPO2L	79933	0.504532	0.286532	0.387316	0.313585	NA	NA	NA	NA
SYNPR	132204	0.0222278	1.83271	0.501652	0.917106	NA	NA	NA	NA
SYNRG	11276	15.0314	20.1836	14.0501	16.3184	cerebral-cortex	glial-cells	Medium	Approved
SYPL1	6856	19.7461	14.573	12.634	15.3641	NA	NA	NA	NA
SYS1	90196	21.7785	10.6237	13.9214	13.8397	NA	NA	NA	NA
SYS1-DBNDD2	767557	13.0015	10.9569	2.59125	5.49146	NA	NA	NA	NA
SYT1	6857	20.9926	19.3394	13.2527	14.9964	NA	NA	NA	NA
SYT11	23208	118.771	116.243	81.7672	97.2662	cerebral-cortex	glial-cells	Low	Enhanced
SYT12	91683	0.695454	0.665483	0.947286	0.552931	NA	NA	NA	NA
SYT13	57586	0.357834	0.050797	0.154205	3.8114	NA	NA	NA	NA
SYT14	255928	3.33217	6.92346	5.13194	3.07625	NA	NA	NA	NA
SYT16	83851	0.181961	0.436258	0.281289	0.389952	NA	NA	NA	NA
SYT17	51760	33.9627	22.2435	29.865	7.75884	NA	NA	NA	NA
SYT2	127833	0.0821277	0.214406	0.253122	0.14069	NA	NA	NA	NA
SYT3	84258	0.756228	0.756374	0.47352	1.17711	NA	NA	NA	NA
SYT4	6860	0.518997	0.428483	0.303652	5.75027	NA	NA	NA	NA
SYT5	6861	0.352976	0.380119	1.18868	0.353117	cerebral-cortex	glial-cells	Low	Enhanced
SYT6	148281	3.02091	0.31229	0.662665	1.59088	NA	NA	NA	NA
SYT7	9066	0.876683	1.67102	1.23453	1.12495	cerebral-cortex	glial-cells	Low	Enhanced
SYT9	143425	0.0639316	0.01684	0.18472	0.859409	NA	NA	NA	NA
SYTL1	84958	0.616365	0.23802	0.541705	0.266022	NA	NA	NA	NA
SYTL2	54843	77.2073	49.4515	77.7926	77.152	NA	NA	NA	NA
SYTL3	94120	4.30776	0.516998	1.41137	1.47267	NA	NA	NA	NA
SYTL4	94121	0.478243	3.45616	1.53652	0.740006	NA	NA	NA	NA
SYTL5	94122	3.5488	1.15833	0.537164	2.12716	NA	NA	NA	NA
SYVN1	84447	7.7222	7.51104	10.2562	8.16442	cerebral-cortex	glial-cells	High	Enhanced
SZRD1	26099	51.551	52.3133	45.1409	42.9463	NA	NA	NA	NA
SZT2	23334	6.18724	9.6851	11.7891	6.76802	NA	NA	NA	NA
SZT2-AS1	100873952	0.152115	0	0.776242	0.103963	NA	NA	NA	NA
