SYMBOL	ENTREZID	Bipolar disorder 2a BD2a_NA	Bipolar disorder 2a BD2a_NA2	Bipolar disorder 3a BD3a_NA	Bipolar disorder 3b BD3b_NA	Bipolar disorder 4a BD4a_NA	Bipolar disorder 4b BD4b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
NEAT1	283131	58.4623	51.6079	85.3709	84.0556	51.0286	47.2496	NA	NA	NA	NA
NEB	4703	0.785076	0.646743	0.473941	1.37573	0.424007	0.58477	NA	NA	NA	NA
NECAB2	54550	0.202236	0.17441	0.438759	0.16828	0.246112	0.153936	NA	NA	NA	NA
NECAB3	63941	12.53	13.1316	15.3281	11.9304	9.99794	11.1819	NA	NA	NA	NA
NECAP1	25977	32.8889	31.0731	27.0159	26.3495	26.0152	23.3522	NA	NA	NA	NA
NECAP1P1	442668	0.579506	0.578826	0.632978	0.457148	0.561523	0.203728	NA	NA	NA	NA
NECAP2	55707	63.8887	68.0908	76.9668	80.4362	67.6731	61.896	NA	NA	NA	NA
NEDD1	121441	5.9644	7.27054	8.06682	6.21193	8.59709	8.81659	cerebral-cortex	glial-cells	High	Approved
NEDD4	4734	21.7885	21.7228	17.2553	16.9747	16.4244	17.2436	NA	NA	NA	NA
NEDD4L	23327	70.0956	59.8306	113.201	104.231	75.9116	59.5887	NA	NA	NA	NA
NEDD8	4738	554.922	562.671	520.244	471.516	480.429	534.425	NA	NA	NA	NA
NEDD8-MDP1	100528064	9.07858	8.6201	7.36172	3.7767	5.61751	7.55802	NA	NA	NA	NA
NEDD9	4739	15.8354	13.9596	23.4187	23.6234	18.6606	17.133	NA	NA	NA	NA
NEFH	4744	1.18954	1.01617	0.30436	0.240768	0.607965	0.536489	NA	NA	NA	NA
NEFL	4747	0.180527	0.132832	0.451013	0.647968	0.204682	0.305267	NA	NA	NA	NA
NEFM	4741	2.9897	5.02303	0.520444	0.376932	7.67209	8.06012	NA	NA	NA	NA
NEGR1	257194	18.7225	20.24	21.3528	16.7959	16.9343	25.4295	NA	NA	NA	NA
NEIL1	79661	2.99731	2.21005	4.23983	4.31576	4.5719	4.07599	cerebral-cortex	glial-cells	Medium	Approved
NEIL2	252969	7.96804	8.64123	7.62559	6.30065	8.02365	5.29528	NA	NA	NA	NA
NEIL3	55247	0.369229	0.192421	0.149667	0.054325	0.711713	0.641873	NA	NA	NA	NA
NEK1	4750	1.70105	1.95222	3.04132	3.3644	2.75643	2.68702	cerebral-cortex	glial-cells	Low	Approved
NEK10	152110	2.50219	2.08442	5.00475	5.39606	2.39623	3.86609	NA	NA	NA	NA
NEK11	79858	3.27766	1.96504	6.35208	5.7837	2.7519	2.94683	NA	NA	NA	NA
NEK2	4751	0.609302	0.926269	0.160782	0.295872	1.27319	2.04006	NA	NA	NA	NA
NEK3	4752	7.50526	8.41851	7.26795	5.21219	8.38116	6.28515	NA	NA	NA	NA
NEK4	6787	8.03229	7.12867	9.46646	6.99646	5.24201	5.6342	cerebral-cortex	glial-cells	Medium	Enhanced
NEK6	10783	45.9153	42.0525	35.3955	34.5365	40.7455	42.8598	NA	NA	NA	NA
NEK7	140609	100.475	100.977	85.099	80.0777	115.076	125.418	cerebral-cortex	glial-cells	Medium	Approved
NEK8	284086	1.61387	1.34204	1.83305	1.38868	2.30314	1.42378	cerebral-cortex	glial-cells	Medium	Approved
NEK9	91754	8.64394	11.7848	4.36453	3.20303	12.3495	11.037	cerebral-cortex	glial-cells	Low	Approved
NELFA	7469	7.11204	8.59823	7.73069	8.19139	7.54034	7.43224	cerebral-cortex	glial-cells	Medium	Supported
NELFB	25920	15.1223	15.5129	17.9081	17.0251	15.0269	14.905	cerebral-cortex	glial-cells	Low	Supported
NELFCD	51497	33.1188	31.4614	33.7069	32.7024	40.8198	36.8814	NA	NA	NA	NA
NEMF	9147	20.5976	23.4292	26.4362	26.0135	25.759	30.5279	NA	NA	NA	NA
NENF	29937	36.8658	38.1781	35.8399	37.82	36.5796	33.7287	NA	NA	NA	NA
NEO1	4756	33.3772	28.204	20.389	20.1552	24.9718	23.9686	NA	NA	NA	NA
NES	10763	23.516	24.0699	10.9186	14.2274	21.7651	21.5412	NA	NA	NA	NA
NET1	10276	15.3358	14.2924	21.3573	21.4713	16.893	18.2323	NA	NA	NA	NA
NETO1	81832	4.44657	4.1766	10.6554	8.60725	4.44176	4.04832	NA	NA	NA	NA
NETO2	81831	13.8448	12.6324	7.71989	7.6896	14.929	16.1791	NA	NA	NA	NA
NEU3	10825	4.70339	4.1968	5.76804	5.12256	4.38221	4.64044	NA	NA	NA	NA
NEURL1B	54492	0.157659	0.194967	0.0636814	0.0676073	0.23991	0.32424	cerebral-cortex	glial-cells	Medium	Approved
NEURL2	140825	0.683101	1.36288	0.831071	0.25552	0.984763	0.98144	NA	NA	NA	NA
NEURL4	84461	9.50882	13.0469	13.7727	15.3749	12.3246	13.2628	NA	NA	NA	NA
NEXN	91624	49.6633	54.745	72.788	83.8229	56.5033	67.457	NA	NA	NA	NA
NEXN-AS1	374987	1.9497	1.9981	2.52398	1.74139	1.47094	1.24797	NA	NA	NA	NA
NF1	4763	27.2958	22.5749	27.4024	25.5242	19.3411	22.3676	NA	NA	NA	NA
NF2	4771	23.2792	21.8534	23.6177	24.3537	19.6253	20.9722	cerebral-cortex	glial-cells	High	Supported
NFASC	23114	2.88792	3.68279	4.74531	5.33998	0.984431	1.2874	NA	NA	NA	NA
NFAT5	10725	15.2279	11.6875	17.1059	16.3537	16.9107	15.0908	cerebral-cortex	glial-cells	Medium	Approved
NFATC1	4772	0.856677	1.41725	0.428249	0.366242	0.888088	0.792656	NA	NA	NA	NA
NFATC2	4773	2.05341	1.91941	1.24334	1.6197	1.27908	0.881321	cerebral-cortex	glial-cells	Low	Enhanced
NFATC2IP	84901	15.3901	14.6883	16.7122	19.1627	17.3831	14.5629	NA	NA	NA	NA
NFATC3	4775	9.19467	8.40931	7.95055	7.34464	7.74412	9.2798	NA	NA	NA	NA
NFATC4	4776	39.0396	34.6523	25.0872	25.1987	36.9195	31.1394	NA	NA	NA	NA
NFE2	4778	0.470984	0.359484	0.230187	0.3211	0.24395	0.254319	NA	NA	NA	NA
NFE2L1	4779	412.378	419.279	500.513	504.562	437.404	430.036	cerebral-cortex	glial-cells	Low	Approved
NFE2L2	4780	64.7642	73.3339	67.5928	62.5473	69.3882	73.6088	cerebral-cortex	glial-cells	High	Supported
NFE2L3	9603	9.97704	16.5454	24.7769	29.7075	15.5637	17.4208	NA	NA	NA	NA
NFE2L3P1	642996	0.0637858	0.0862753	0.206911	0.2453	0.117183	0.163977	NA	NA	NA	NA
NFE4	58160	0.225333	0.139364	0.266362	0.206365	0.0676492	0.0736229	NA	NA	NA	NA
NFIA	4774	1.47525	0.800029	1.19515	1.25331	0.62243	0.879547	cerebral-cortex	glial-cells	High	Enhanced
NFIB	4781	0.89617	0.414977	3.28481	2.28306	3.34411	2.82061	cerebral-cortex	glial-cells	Medium	Supported
NFIC	4782	16.481	16.1709	17.2782	14.6659	21.0889	20.0374	cerebral-cortex	glial-cells	Medium	Supported
NFIL3	4783	10.0588	11.6249	10.0736	9.06036	7.79479	7.85446	NA	NA	NA	NA
NFIX	4784	29.548	34.8541	21.558	17.128	32.6159	32.9216	cerebral-cortex	glial-cells	Low	Supported
NFKB1	4790	12.7946	14.1518	17.8434	18.4823	15.6021	15.6747	NA	NA	NA	NA
NFKB2	4791	20.0977	21.1758	26.2304	22.5438	26.1766	25.3532	NA	NA	NA	NA
NFKBIA	4792	40.9659	54.032	37.5442	36.1115	47.0065	51.0847	NA	NA	NA	NA
NFKBIB	4793	13.245	14.9028	13.9336	14.2013	14.6543	12.5924	NA	NA	NA	NA
NFKBID	84807	2.01108	3.30647	1.85497	2.80179	1.49638	1.87795	NA	NA	NA	NA
NFKBIE	4794	9.34696	10.6432	18.8069	15.6188	15.1497	15.6004	cerebral-cortex	glial-cells	Medium	Supported
NFKBIZ	64332	12.7447	13.9502	25.3954	23.8348	14.4237	19.1989	NA	NA	NA	NA
NFRKB	4798	5.07398	4.88886	4.39612	5.02254	6.21474	5.03164	cerebral-cortex	glial-cells	Low	Approved
NFS1	9054	17.4859	17.5619	16.6466	14.8361	17.8346	15.9844	cerebral-cortex	glial-cells	Medium	Enhanced
NFU1	27247	35.4636	37.829	32.1308	31.4868	36.7789	35.7803	NA	NA	NA	NA
NFX1	4799	11.9779	11.8814	11.1514	10.1999	10.9293	11.1721	cerebral-cortex	glial-cells	High	Approved
NFXL1	152518	4.64558	4.41221	3.47397	4.48001	4.46254	3.93542	NA	NA	NA	NA
NFYA	4800	14.0382	14.6722	15.6433	14.0256	16.5361	16.9238	cerebral-cortex	glial-cells	Medium	Enhanced
NFYB	4801	13.904	12.0019	11.3691	11.3447	13.6104	16.9446	cerebral-cortex	glial-cells	High	Supported
NFYC	4802	42.7012	26.7723	43.6313	39.6004	39.7963	30.0067	NA	NA	NA	NA
NFYC-AS1	100130557	0.654488	0.512247	0.42941	0.299026	0.715913	0.523749	NA	NA	NA	NA
NGDN	25983	22.496	25.2512	18.2	21.1483	21.3095	19.9538	NA	NA	NA	NA
NGEF	25791	0.275087	0.117222	0.174918	0.195281	0.209992	0.300379	cerebral-cortex	glial-cells	Medium	Approved
NGF	4803	35.7257	40.1277	16.6455	15.8461	22.1956	20.5607	NA	NA	NA	NA
NGLY1	55768	14.2219	11.9902	13.6808	14.54	14.7087	15.4518	cerebral-cortex	glial-cells	Low	Approved
NGRN	51335	82.6331	81.4157	85.5712	86.8252	87.3308	80.8102	NA	NA	NA	NA
NHEJ1	79840	5.50368	6.06147	4.23935	4.06082	5.1943	6.17648	cerebral-cortex	glial-cells	Medium	Approved
NHLH1	4807	0.29671	0.269689	0.153927	0.349923	0.348865	0.149162	NA	NA	NA	NA
NHLRC1	378884	0.406074	0.392319	0.649962	0.743635	0.563318	0.54681	NA	NA	NA	NA
NHLRC2	374354	2.89813	3.39901	2.76335	3.53413	3.63717	2.94972	cerebral-cortex	glial-cells	Low	Approved
NHLRC3	387921	1.52161	1.42262	3.4039	2.50372	2.65482	3.53989	NA	NA	NA	NA
NHLRC4	283948	0.0449715	0.0973237	0.229857	0.172732	0.031474	0.272716	NA	NA	NA	NA
NHP2	55651	75.9573	74.2042	75.4192	75.9864	66.6445	65.6302	NA	NA	NA	NA
NHP2P1	414200	1.82706	2.44217	1.79284	1.10217	1.69199	2.08751	NA	NA	NA	NA
NHS	4810	0.981059	1.455	0.804617	0.998661	1.42599	1.03588	NA	NA	NA	NA
NHSL1	57224	1.17329	0.735819	1.39019	1.44779	1.09861	0.837122	NA	NA	NA	NA
NHSL2	340527	2.65522	2.65467	3.62523	3.49913	2.78151	2.87807	NA	NA	NA	NA
NICN1	84276	5.73953	5.85304	6.36586	8.8059	7.47885	6.12646	NA	NA	NA	NA
NID1	4811	27.7292	30.5186	26.1537	23.5864	31.3445	30.74	NA	NA	NA	NA
NID2	22795	298.609	280.01	140.368	133.665	91.0775	90.1641	NA	NA	NA	NA
NIF3L1	60491	14.0405	19.8889	12.507	12.839	18.6478	18.4022	cerebral-cortex	glial-cells	Medium	Supported
NIFK	84365	92.4674	104.423	91.9892	96.447	87.9769	94.9753	NA	NA	NA	NA
NIFK-AS1	254128	1.15165	1.42297	1.15813	1.28085	1.19823	1.57208	NA	NA	NA	NA
NIFKP1	401825	0.285275	0.132294	0.433829	0.156726	0.0427801	0.139689	NA	NA	NA	NA
NIFKP2	645398	0.256844	0.185281	0.303863	0.219498	0.0449358	0.146729	NA	NA	NA	NA
NIFKP6	100132796	0.0870334	0.0941804	0.15454	0.0558122	0.0914069	0.149236	NA	NA	NA	NA
NIM1K	167359	0.0888092	0.0917042	0.0935532	0.0131727	0.166065	0.13206	NA	NA	NA	NA
NIN	51199	8.92602	9.03496	9.48327	11.4365	11.3828	11.9953	NA	NA	NA	NA
NINJ1	4814	13.0787	14.3424	13.4988	14.9259	12.9571	11.5153	NA	NA	NA	NA
NINJ2	4815	0.0266756	0.53244	0.0948465	0.121438	0.415139	0.324708	NA	NA	NA	NA
NINL	22981	3.39111	2.68059	2.09239	3.67711	3.92583	3.54666	NA	NA	NA	NA
NIP7	51388	44.3369	43.048	43.5903	37.5064	42.8242	37.8299	cerebral-cortex	glial-cells	Low	Supported
NIP7P2	646392	0.245301	0.353907	0.291456	0.524083	0.0858238	0.0934228	NA	NA	NA	NA
NIPA1	123606	5.2299	4.84819	4.0759	5.20328	5.31561	5.16592	NA	NA	NA	NA
NIPA2	81614	34.2944	34.6592	37.4083	41.16	36.5137	37.2397	NA	NA	NA	NA
NIPAL1	152519	1.40336	1.07543	1.87877	1.33171	1.2748	1.20822	NA	NA	NA	NA
NIPAL2	79815	8.57563	10.1544	9.75033	5.52352	7.81324	7.62471	NA	NA	NA	NA
NIPAL3	57185	23.9947	22.9357	21.4244	21.4011	17.1784	16.4007	cerebral-cortex	glial-cells	High	Approved
NIPAL4	348938	0.166611	0.315868	2.61162	1.22786	0.555448	0.609854	NA	NA	NA	NA
NIPBL	25836	5.45627	8.37769	10.0356	8.09343	11.7917	13.5168	NA	NA	NA	NA
NIPSNAP1	8508	40.5348	39.4425	38.7428	40.0415	34.062	35.2704	NA	NA	NA	NA
NIPSNAP3A	25934	16.1406	16.3227	15.8462	15.0125	15.5655	15.7562	cerebral-cortex	glial-cells	Low	Approved
NIPSNAP3B	55335	0.259644	0.200027	0.145616	0.427942	0.231427	0.0704121	NA	NA	NA	NA
NISCH	11188	41.0813	41.9278	53.2811	47.2375	40.614	37.9583	NA	NA	NA	NA
NIT1	4817	26.1956	37.3869	38.6626	25.801	17.7673	23.44	cerebral-cortex	glial-cells	Low	Approved
NIT2	56954	23.3707	23.5067	26.7796	25.9739	25.4249	24.4692	cerebral-cortex	glial-cells	Medium	Approved
NKAIN1	79570	0.201534	0.225024	0.0860937	0.173114	0.340516	0.113966	NA	NA	NA	NA
NKAIN4	128414	1.56325	0.652302	3.91046	5.53811	0.69043	0.490096	cerebral-cortex	glial-cells	Low	Approved
NKAP	79576	10.0664	10.1248	10.8684	9.61636	9.2574	10.1878	cerebral-cortex	glial-cells	Medium	Supported
NKIRAS1	28512	11.685	11.3248	9.23461	10.9517	11.0195	11.1593	NA	NA	NA	NA
NKRF	55922	4.65992	4.63696	4.53699	4.43065	5.46734	4.05056	NA	NA	NA	NA
NKTR	4820	13.3102	15.7925	18.9525	20.2129	21.4109	21.2487	NA	NA	NA	NA
NKX3-1	4824	3.95037	3.32749	1.94477	2.40942	1.63453	1.7377	NA	NA	NA	NA
NLE1	54475	8.64047	9.8092	7.6706	7.34136	9.28938	8.29059	NA	NA	NA	NA
NLGN1	22871	1.10282	1.39529	0.362593	0.355192	1.73306	1.99477	cerebral-cortex	glial-cells	Medium	Approved
NLGN2	57555	29.8935	22.2981	28.6063	22.0722	25.9586	27.8795	cerebral-cortex	glial-cells	Low	Enhanced
NLGN3	54413	0.227639	0.117304	0.367799	0.298616	0.372398	0.156286	NA	NA	NA	NA
NLGN4Y	22829	10.9438	9.19957	7.66464	6.89693	7.93268	9.75448	NA	NA	NA	NA
NLGN4Y-AS1	100874056	1.18626	0.73349	1.20851	1.08621	0.978299	0.774493	NA	NA	NA	NA
NLK	51701	13.1313	9.92598	15.3485	14.6641	14.2119	13.9715	cerebral-cortex	glial-cells	Medium	Approved
NLN	57486	22.3122	22.3176	19.6097	22.431	22.7515	17.9596	NA	NA	NA	NA
NLRC4	58484	0.0976945	0.124951	0.251278	0.307334	0.242434	0.294323	NA	NA	NA	NA
NLRC5	84166	7.47313	6.90113	6.44088	6.74993	9.42354	11.0336	NA	NA	NA	NA
NLRP1	22861	58.1869	57.8275	47.4346	55.3505	41.1336	38.2811	NA	NA	NA	NA
NLRP10	338322	9.71283	9.23665	12.3044	7.91991	6.5171	5.80356	NA	NA	NA	NA
NLRX1	79671	3.42647	3.84003	4.39376	3.11494	3.15188	3.10424	NA	NA	NA	NA
NMB	4828	4.08731	4.36629	5.9098	6.4617	5.96644	6.1121	NA	NA	NA	NA
NMD3	51068	49.5643	43.8499	48.1286	47.2598	42.5449	47.3226	NA	NA	NA	NA
NMD3P1	441238	2.11297	1.95637	0.514228	1.92674	1.64646	1.59286	NA	NA	NA	NA
NME1	4830	206.68	225.902	195.355	186.55	218.84	217.953	cerebral-cortex	glial-cells	Low	Supported
NME1-NME2	654364	653.906	709.635	649.77	614.716	696.838	716.99	cerebral-cortex	glial-cells	Medium	Approved
NME2	4831	25.2872	28.205	31.8056	30.3584	23.3931	8.70789	NA	NA	NA	NA
NME2P1	283458	127.09	134.38	132.482	126.952	134.899	129.534	NA	NA	NA	NA
NME3	4832	20.823	18.6834	19.7971	16.3984	21.0189	19.1899	NA	NA	NA	NA
NME4	4833	226.104	234.751	214.709	204.468	242.235	220.711	cerebral-cortex	glial-cells	Low	Approved
NME5	8382	0.368416	0.512133	0.312005	0.29933	1.1107	1.05504	NA	NA	NA	NA
NME6	10201	11.7773	11.9024	11.0682	15.5576	15.8681	13.4862	cerebral-cortex	glial-cells	Low	Approved
NME7	29922	26.4861	25.1596	26.0832	32.8289	29.084	31.4698	NA	NA	NA	NA
NME9	347736	0.0810699	0.0526343	0.133883	0.103924	0.11915	0.166728	NA	NA	NA	NA
NMI	9111	2.25601	2.48395	1.57504	2.05834	2.8295	3.50426	cerebral-cortex	glial-cells	Low	Approved
NMNAT1	64802	5.277	5.02054	6.30662	5.834	5.3482	6.87161	cerebral-cortex	glial-cells	Low	Approved
NMNAT2	23057	3.0945	1.94739	3.46503	3.48129	2.28791	1.74154	NA	NA	NA	NA
NMNAT3	349565	0.107106	0.162189	0.126351	0.282107	0.131319	0.199923	NA	NA	NA	NA
NMRAL1	57407	29.0587	29.316	39.499	36.843	23.4386	27.513	NA	NA	NA	NA
NMRK1	54981	6.5652	5.99751	14.6163	14.3764	7.91867	7.73719	NA	NA	NA	NA
NMT1	4836	109.974	117.274	93.6945	109.55	96.4668	84.8846	cerebral-cortex	glial-cells	Medium	Supported
NMT2	9397	23.5649	24.1495	20.3719	20.8603	17.2043	16.7318	cerebral-cortex	glial-cells	Medium	Approved
NNAT	4826	1.36551	1.3598	2.00509	2.16328	2.91135	2.30457	NA	NA	NA	NA
NNMT	4837	256.477	299.329	478.325	483.47	353.496	328.094	NA	NA	NA	NA
NNT	23530	24.4942	16.9347	14.6499	13.7739	16.1952	18.2264	cerebral-cortex	glial-cells	Low	Enhanced
NNT-AS1	100652772	1.65001	2.30204	1.71739	1.6803	2.88425	2.44389	NA	NA	NA	NA
NOA1	84273	6.06064	6.71012	5.77687	5.7469	5.39316	5.14223	NA	NA	NA	NA
NOB1	28987	28.4148	30.015	29.4967	28.6703	30.8095	31.8987	NA	NA	NA	NA
NOC2L	26155	35.4819	33.3682	38.9605	37.506	33.1333	34.747	NA	NA	NA	NA
NOC3L	64318	13.6125	10.6114	10.4381	10.168	12.0783	11.6474	NA	NA	NA	NA
NOC4L	79050	10.6752	11.0677	11.7185	10.7266	8.75944	10.512	NA	NA	NA	NA
NOD1	10392	1.17966	1.0229	1.17356	1.05026	1.91809	2.03727	NA	NA	NA	NA
NOG	9241	2.43702	2.18853	2.3077	3.29402	1.40971	1.25015	NA	NA	NA	NA
NOL10	79954	11.986	11.6803	10.6858	10.1968	11.6046	12.3983	NA	NA	NA	NA
NOL11	25926	40.6204	36.7996	24.8979	26.4399	32.3432	40.545	cerebral-cortex	glial-cells	Medium	Supported
NOL12	79159	12.1334	12.5215	13.4858	14.2455	11.356	10.4012	NA	NA	NA	NA
NOL3	8996	8.59823	9.65773	12.9736	11.8192	12.2516	11.8358	cerebral-cortex	glial-cells	Low	Enhanced
NOL6	65083	29.2284	30.5752	34.1365	36.8005	27.1039	25.8514	cerebral-cortex	glial-cells	Medium	Supported
NOL7	51406	50.1001	50.3028	47.8042	43.1908	47.4233	50.8557	NA	NA	NA	NA
NOL8	55035	10.5619	12.7611	11.3506	10.1448	13.114	14.1183	NA	NA	NA	NA
NOL9	79707	4.09391	4.5817	4.04399	3.98473	3.95631	3.35746	NA	NA	NA	NA
NOLC1	9221	31.2901	31.628	30.4035	25.7525	27.6302	34.766	NA	NA	NA	NA
NOM1	64434	15.3698	15.6422	17.4895	22.8904	15.233	12.8253	NA	NA	NA	NA
NOMO1	23420	53.9227	54.4926	43.0394	49.3135	47.5195	53.5157	cerebral-cortex	glial-cells	Medium	Approved
NOMO2	283820	49.098	47.0367	52.5683	27.7311	50.5837	45.6028	cerebral-cortex	glial-cells	Medium	Approved
NOMO3	408050	11.8631	12.4988	14.6552	9.96636	17.9983	9.76174	cerebral-cortex	glial-cells	Medium	Approved
NONO	4841	432.462	455.545	407.783	405.862	372.402	382.818	cerebral-cortex	glial-cells	High	Enhanced
NONOP2	100271700	0.272194	0.176718	0.128588	0.453601	0.400034	0.65309	NA	NA	NA	NA
NOP10	55505	348.892	363.057	354.928	325.055	293.791	305.372	NA	NA	NA	NA
NOP14	8602	15.5068	15.865	16.3428	15.7321	15.2488	14.7317	NA	NA	NA	NA
NOP14-AS1	317648	4.85379	6.1048	5.01726	5.75778	4.12448	5.53731	NA	NA	NA	NA
NOP16	51491	67.2826	69.692	70.4423	62.5253	55.0761	55.4393	NA	NA	NA	NA
NOP2	4839	29.8579	27.9386	28.1413	28.648	31.7414	33.0136	cerebral-cortex	glial-cells	Low	Supported
NOP56	10528	182.776	183.347	184.642	172.699	188.077	185.231	cerebral-cortex	glial-cells	Medium	Supported
NOP58	51602	39.7475	37.2102	33.1201	36.1882	36.3625	38.9393	cerebral-cortex	glial-cells	Medium	Supported
NOP9	161424	10.5049	11.1663	11.1783	12.1782	13.2767	12.3985	NA	NA	NA	NA
NOS3	4846	0.392431	0.38013	0.212382	0.528859	0.394825	0.363408	NA	NA	NA	NA
NOSIP	51070	67.1641	67.0219	65.5631	65.8697	66.1771	67.5365	NA	NA	NA	NA
NOTCH1	4851	3.75924	3.66141	3.12182	2.59241	3.5409	2.97034	cerebral-cortex	glial-cells	Low	Supported
NOTCH2	4853	24.0026	26.8827	26.0615	22.5163	28.0069	28.329	NA	NA	NA	NA
NOTCH3	4854	78.08	77.0515	45.7195	47.6894	36.5276	37.8176	cerebral-cortex	glial-cells	Low	Approved
NOVA1	4857	2.20675	1.68733	0.728892	1.59501	2.52876	2.17014	NA	NA	NA	NA
NOVA2	4858	0.112895	0.122001	0.165062	0.453766	0.059194	0.0644285	NA	NA	NA	NA
NOX1	27035	0.46521	0.258625	0.289062	0.144055	0.123108	0.208954	NA	NA	NA	NA
NOX4	50507	3.29514	4.54212	5.62088	7.10181	4.39822	5.13325	NA	NA	NA	NA
NOXA1	10811	0.110984	0.184871	0.104803	0.121664	0.119609	0.0760827	NA	NA	NA	NA
NOXO1	124056	0.073467	0.00358259	0.214803	0.169222	0.609532	0.712087	NA	NA	NA	NA
NOXRED1	122945	0.181403	0.152222	0.304129	0.518607	0.248875	0.170643	NA	NA	NA	NA
NPAS1	4861	17.9071	21.0223	4.80278	5.30508	9.27876	9.25523	NA	NA	NA	NA
NPAS2	4862	37.0842	41.2052	31.1846	31.0346	28.2044	27.7809	NA	NA	NA	NA
NPAS3	64067	0.360554	0.275908	0.477517	0.248613	0.222308	0.243587	cerebral-cortex	glial-cells	Medium	Enhanced
NPAS4	266743	0.247183	0.490436	0.264168	0.271319	0.450213	0.688271	NA	NA	NA	NA
NPAT	4863	2.02069	3.05938	3.14742	3.00217	4.10316	3.44237	NA	NA	NA	NA
NPB	256933	0	0.285549	0	0.0749805	0	0	NA	NA	NA	NA
NPC1	4864	22.4624	15.1399	27.5223	24.5694	25.7137	21.5023	cerebral-cortex	glial-cells	Medium	Approved
NPC2	10577	127.271	124.909	159.376	173.208	95.1271	107.922	NA	NA	NA	NA
NPDC1	56654	76.5487	80.1895	113.009	107.934	96.0631	77.4257	NA	NA	NA	NA
NPEPL1	79716	19.469	18.8906	8.97062	7.48237	14.8202	14.093	NA	NA	NA	NA
NPEPPS	9520	50.0626	56.6829	60.1783	52.9515	50.7793	45.449	NA	NA	NA	NA
NPFF	8620	0.343481	0.861744	0.472954	1.07084	0.708108	1.11747	NA	NA	NA	NA
NPHP1	4867	1.8312	1.72334	1.26817	1.3931	1.54858	2.61693	NA	NA	NA	NA
NPHP3	27031	12.0465	9.61744	13.8398	11.1221	10.249	12.3216	NA	NA	NA	NA
NPHP4	261734	2.72578	2.85618	2.33831	2.31688	3.03137	2.3202	NA	NA	NA	NA
NPIPA1	9284	1.22681	1.07559	1.82433	1.80423	2.36435	2.16601	cerebral-cortex	glial-cells	Medium	Supported
NPIPA5	100288332	1.05303	1.06823	0.311112	0.548388	0.759975	0.977554	cerebral-cortex	glial-cells	Medium	Approved
NPIPA8	101059953	0.164427	0.958128	0.194055	0.587732	0.0431529	0.211349	cerebral-cortex	glial-cells	Medium	Approved
NPIPB15	440348	1.57655	1.58231	1.59135	1.6695	1.39118	1.22696	cerebral-cortex	glial-cells	High	Supported
NPIPB3	23117	2.0884	1.7863	2.43649	2.34441	2.4349	2.05674	cerebral-cortex	glial-cells	Medium	Approved
NPIPB4	440345	1.53837	1.34041	3.39203	1.85828	1.51487	1.54961	cerebral-cortex	glial-cells	Medium	Approved
NPIPB5	100132247	7.04341	6.49934	6.62749	8.16993	8.78601	8.41667	cerebral-cortex	glial-cells	Medium	Approved
NPIPP1	100874381	2.58225	2.89159	3.43319	2.91197	4.58465	4.11608	NA	NA	NA	NA
NPL	80896	0.201208	0.382632	1.86138	1.55515	0.72951	1.53233	NA	NA	NA	NA
NPLOC4	55666	108.134	122.966	83.3645	86.2471	105.29	110.248	NA	NA	NA	NA
NPM1	4869	988.781	1026.19	889.135	879.991	933.068	969.379	cerebral-cortex	glial-cells	High	Supported
NPM1P12	10835	4.78393	5.65581	4.35029	4.8265	5.62623	6.93356	NA	NA	NA	NA
NPM1P19	10828	0.713374	0.890671	0.455048	0.562793	0.979226	0.752368	NA	NA	NA	NA
NPM1P21	100129237	0.249912	0.432673	0.650971	0.384434	0.367266	0.45686	NA	NA	NA	NA
NPM1P22	390411	0.074668	0.0807954	0.0441419	0.0957166	0.235145	0.21328	NA	NA	NA	NA
NPM1P24	100422312	0.485514	0.525356	0.38283	0.622378	0.722013	0.647177	NA	NA	NA	NA
NPM1P26	100422313	1.46208	1.80815	1.85554	1.74037	1.64438	1.78986	NA	NA	NA	NA
NPM1P27	100422243	43.9087	47.319	37.1874	40.972	42.9097	49.2511	NA	NA	NA	NA
NPM1P29	100422259	0.978124	1.20959	0.66153	1.07473	0.635605	1.06434	NA	NA	NA	NA
NPM1P35	100129067	0.210185	0.13646	0	0.107774	0.220636	0.0480294	NA	NA	NA	NA
NPM1P37	100422261	0	0.0451289	0.0985852	0	0.218717	0.190419	NA	NA	NA	NA
NPM1P39	440577	2.65231	2.96107	2.34076	2.05079	2.56322	1.73166	NA	NA	NA	NA
NPM1P40	100289584	0.105416	0.5133	0.686675	1.01349	0.497945	0.602216	NA	NA	NA	NA
NPM1P46	729342	0.337816	0.137077	0.24977	0.216523	0.398939	0.241232	NA	NA	NA	NA
NPM1P5	4874	0.264104	0.285777	0.312494	0.507831	0.785498	0.754381	NA	NA	NA	NA
NPM1P6	4875	0.585883	1.08679	1.1386	0.804686	0.878592	0.956286	NA	NA	NA	NA
NPM1P9	392428	0.13082	0.754959	0.515938	0.111798	0.549294	0.448404	NA	NA	NA	NA
NPM2	10361	0	0	0.538068	0.225414	0.0916593	0	cerebral-cortex	glial-cells	Medium	Enhanced
NPM3	10360	60.6069	65.2828	56.8912	53.7517	54.0648	53.9405	NA	NA	NA	NA
NPNT	255743	0.00637528	0	1.07437	1.43776	0	0.00728489	NA	NA	NA	NA
