SYMBOL	ENTREZID	Bipolar disorder 1a BD1a_NA	Bipolar disorder 1b BD1b_NA	Bipolar disorder 5a BD5a_NA	Bipolar disorder 5b BD5b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
TUBA1C	84790	108.347	115.015	121.689	92.7465	cerebral-cortex	glial-cells	Medium	Supported
TUBA3FP	113691	0.2233	0.194187	0.209175	0.562221	NA	NA	NA	NA
TUBA4A	7277	10.264	17.6242	16.5293	15.7373	cerebral-cortex	glial-cells	Medium	Approved
TUBA8	51807	0.513199	0.891013	0.747059	0.613616	cerebral-cortex	glial-cells	Medium	Approved
TUBB2A	7280	72.7142	68.6101	69.8898	60.7486	NA	NA	NA	NA
TUBB2B	347733	1.35201	1.03666	0.878842	0.773363	NA	NA	NA	NA
TUBB2BP1	100132153	0.229453	0.351891	0.55494	0.249989	NA	NA	NA	NA
TUBB3P1	100288513	0.217459	0.476405	0.131489	0.177699	NA	NA	NA	NA
TUBB4B	10383	141.103	148.881	161.28	132.65	cerebral-cortex	glial-cells	Low	Enhanced
TUBB6	84617	337.627	411.086	397.014	326.41	cerebral-cortex	glial-cells	Low	Approved
TUBB8P1	100418937	0.233833	0.192121	0.0708453	0.0636884	NA	NA	NA	NA
TUBB8P2	106478982	0.104618	0.229236	0.126493	0.113965	NA	NA	NA	NA
TUBBP1	92755	38.8691	37.4027	37.4607	33.681	NA	NA	NA	NA
TUBBP10	100418902	0.332182	0.21431	0.472789	0.456768	NA	NA	NA	NA
TUBBP2	647000	2.0507	2.24695	1.948	1.91462	NA	NA	NA	NA
TUBBP6	442308	0.489282	0.923031	0.75606	0.710796	NA	NA	NA	NA
TUBD1	51174	4.67067	4.0103	2.82768	3.91852	cerebral-cortex	glial-cells	Low	Approved
TUBG1	7283	19.1191	19.81	23.3002	20.5462	NA	NA	NA	NA
TUBG1P	442673	0.558	0.407483	0.449868	0.347411	NA	NA	NA	NA
TUBG2	27175	7.7641	9.58233	9.92893	10.6761	NA	NA	NA	NA
TUBGCP2	10844	22.5467	27.7092	30.0251	20.1546	cerebral-cortex	glial-cells	Medium	Approved
TUBGCP3	10426	6.68651	5.63096	6.63874	6.13559	NA	NA	NA	NA
TUBGCP4	27229	7.62529	8.24462	6.99323	5.52583	NA	NA	NA	NA
TUBGCP5	114791	15.4007	14.91	12.1492	15.7598	NA	NA	NA	NA
TUBGCP6	85378	6.58176	9.33864	8.09905	9.54034	cerebral-cortex	glial-cells	Low	Approved
TUFM	7284	98.5667	92.0973	114.181	98.9509	cerebral-cortex	glial-cells	Medium	Enhanced
TUFMP1	645668	0.268265	0.499551	0.746163	0.292288	NA	NA	NA	NA
TUFT1	7286	14.2642	15.0497	28.383	25.7172	cerebral-cortex	glial-cells	Medium	Approved
TUG1	55000	105.071	106.239	74.4187	96.1418	NA	NA	NA	NA
TULP3	7289	17.711	14.7921	15.1472	12.9591	NA	NA	NA	NA
TULP4	56995	1.75742	1.87741	2.38695	2.60242	NA	NA	NA	NA
TUSC1	286319	5.27761	5.42326	5.62584	5.69111	NA	NA	NA	NA
TUSC3	7991	165.787	147.587	159.568	148.529	cerebral-cortex	glial-cells	Low	Approved
TUT1	64852	6.45594	7.78166	8.82273	8.31856	NA	NA	NA	NA
TVP23A	780776	0.108751	0.115446	0.0146533	0.131734	NA	NA	NA	NA
TVP23B	51030	35.2055	23.8486	11.509	11.6175	NA	NA	NA	NA
TVP23C	201158	4.72123	6.43341	4.61596	3.78482	NA	NA	NA	NA
TVP23C-CDRT4	100533496	0.27302	0.0227253	1.08697	1.02703	NA	NA	NA	NA
TVP23CP2	261735	7.30044	5.39917	3.72762	3.44918	NA	NA	NA	NA
TWF1	5756	68.7216	66.9126	41.0405	54.3734	NA	NA	NA	NA
TWF1P1	619519	11.2029	10.9215	6.66416	9.28275	NA	NA	NA	NA
TWF2	11344	62.265	72.5703	78.0905	64.8336	NA	NA	NA	NA
TWIST1	7291	15.5606	18.8038	15.4402	11.8974	NA	NA	NA	NA
TWIST2	117581	4.383	3.66129	1.60156	0.961959	NA	NA	NA	NA
TWISTNB	221830	12.1927	11.7487	10.2566	8.77859	cerebral-cortex	glial-cells	Low	Approved
TWSG1	57045	44.9329	43.9125	20.8317	25.7836	NA	NA	NA	NA
TXLNA	200081	19.0426	18.8635	21.7764	19.3369	cerebral-cortex	glial-cells	Medium	Supported
TXLNG	55787	2.22499	2.33285	2.16432	2.60508	NA	NA	NA	NA
TXN	7295	251.391	210.362	204.037	181.905	NA	NA	NA	NA
TXN2	25828	52.5306	53.9141	56.341	42.6624	cerebral-cortex	glial-cells	Medium	Approved
TXNDC11	51061	33.8254	30.7301	32.435	31.8668	cerebral-cortex	glial-cells	Medium	Supported
TXNDC12	51060	55.2782	46.9748	60.0866	58.1719	NA	NA	NA	NA
TXNDC15	79770	104.517	107.718	146.405	131.427	cerebral-cortex	glial-cells	Low	Approved
TXNDC16	57544	1.25883	1.07525	0.849751	1.55991	cerebral-cortex	glial-cells	Medium	Approved
TXNDC17	84817	175.567	167.469	196.44	172.524	cerebral-cortex	glial-cells	Low	Approved
TXNDC5	81567	140.534	126.05	194.018	159.888	NA	NA	NA	NA
TXNDC9	10190	62.3164	48.4111	46.2783	43.9103	NA	NA	NA	NA
TXNIP	10628	7.37118	13.7624	4.06247	0.319996	NA	NA	NA	NA
TXNL1	9352	50.831	46.2369	48.234	49.166	cerebral-cortex	glial-cells	Low	Supported
TXNL4A	10907	136.972	120.093	127.186	106.606	NA	NA	NA	NA
TXNL4B	54957	6.02145	5.72759	6.39678	4.94544	NA	NA	NA	NA
TXNP1	93202	0	0	0	0	NA	NA	NA	NA
TXNP4	124974	1.6516	1.50849	0.99809	1.79848	NA	NA	NA	NA
TXNP5	151276	32.7794	41.1412	32.9096	28.2108	NA	NA	NA	NA
TXNP6	171560	15.1803	8.31931	10.5847	10.8079	NA	NA	NA	NA
TXNRD1	7296	157.032	154.732	209.399	187.151	cerebral-cortex	glial-cells	Medium	Approved
TXNRD2	10587	6.07489	6.64425	11.342	7.43744	NA	NA	NA	NA
TXNRD3	114112	3.70665	3.85432	4.16897	3.68002	NA	NA	NA	NA
TYK2	7297	59.6881	75.9263	76.2399	68.1223	NA	NA	NA	NA
TYMP	1890	2.30856	2.87949	1.85065	2.30461	cerebral-cortex	glial-cells	Low	Enhanced
TYMS	7298	19.5419	15.9264	11.2373	10.2967	NA	NA	NA	NA
TYRO3	7301	3.27281	3.93975	10.2095	5.95227	cerebral-cortex	glial-cells	Low	Approved
TYRO3P	7302	0.0368378	0.0672433	0.133622	0.107017	NA	NA	NA	NA
TYRP1	7306	0.0522922	0.262576	0.0631244	0.249574	NA	NA	NA	NA
TYSND1	219743	1.75155	1.81782	2.81314	2.78221	cerebral-cortex	glial-cells	Low	Approved
TYW1	55253	3.60819	3.07952	3.90483	4.98711	NA	NA	NA	NA
TYW3	127253	9.14261	9.2424	14.3819	15.9516	cerebral-cortex	glial-cells	Medium	Approved
TYW5	129450	3.91783	3.30408	2.98373	3.8169	NA	NA	NA	NA
U2AF1	7307	103.214	96.9913	93.167	95.4776	cerebral-cortex	glial-cells	Medium	Supported
U2AF1L4	199746	18.2559	23.3146	16.0666	14.145	cerebral-cortex	glial-cells	Medium	Supported
U2AF2	11338	87.0847	112.939	117.078	94.7109	cerebral-cortex	glial-cells	Low	Supported
U2SURP	23350	29.8108	26.4208	16.2899	25.6673	cerebral-cortex	glial-cells	Medium	Enhanced
UACA	55075	106.768	144.978	138.235	268.71	NA	NA	NA	NA
UAP1	6675	83.2416	71.7855	60.8067	56.6477	cerebral-cortex	glial-cells	Medium	Approved
UAP1L1	91373	5.60977	5.91584	5.53973	5.3776	NA	NA	NA	NA
UBA2	10054	121.405	101.359	110.947	97.361	cerebral-cortex	glial-cells	High	Supported
UBA3	9039	46.8283	39.8772	41.5453	42.0438	cerebral-cortex	glial-cells	Low	Supported
UBA5	79876	38.5719	36.059	24.9453	28.2761	NA	NA	NA	NA
UBA52	7311	931.187	980.638	994.246	845.19	cerebral-cortex	glial-cells	High	Supported
UBA52P3	122837	27.1696	23.0727	28.3297	25.7087	NA	NA	NA	NA
UBA52P5	100271031	9.36426	11.2093	5.13972	6.4821	NA	NA	NA	NA
UBA52P6	100130239	0.16981	1.11643	0	0.739818	NA	NA	NA	NA
UBA52P8	100271343	0.503916	1.10437	1.42146	0.914979	NA	NA	NA	NA
UBA6	55236	27.2441	28.5739	20.7214	33.2028	NA	NA	NA	NA
UBA6-AS1	550112	6.63825	6.86299	5.66785	5.91223	NA	NA	NA	NA
UBA7	7318	3.12035	7.23924	2.90923	3.78005	NA	NA	NA	NA
UBAC1	10422	28.9913	24.0116	38.5936	28.743	cerebral-cortex	glial-cells	Medium	Approved
UBAC2	337867	42.7385	41.0238	58.2707	55.9896	NA	NA	NA	NA
UBAC2-AS1	100289373	0.274133	0.193033	0.378878	0.298701	NA	NA	NA	NA
UBALD1	124402	17.2293	17.5013	22.5093	18.0675	NA	NA	NA	NA
UBALD2	283991	27.3785	30.1724	43.8142	31.806	NA	NA	NA	NA
UBAP1	51271	28.9343	27.7282	29.4823	26.7154	cerebral-cortex	glial-cells	Low	Approved
UBAP1L	390595	0.809195	0.717911	0.46262	0.730071	NA	NA	NA	NA
UBAP2	55833	21.3101	25.0521	23.0745	23.0932	cerebral-cortex	glial-cells	Low	Approved
UBAP2L	9898	77.6201	68.6754	71.2799	70.4282	cerebral-cortex	glial-cells	Medium	Approved
UBASH3B	84959	24.2826	26.3327	27.914	20.0548	NA	NA	NA	NA
UBB	7314	527.206	556.412	623.266	601.877	cerebral-cortex	glial-cells	High	Supported
UBBP1	7315	0.113085	0.86728	1.36729	0.492748	NA	NA	NA	NA
UBBP2	23668	0.637859	0	0.770396	0.694097	NA	NA	NA	NA
UBBP4	23666	0.945501	0.552885	0.508625	0.834276	NA	NA	NA	NA
UBC	7316	550.615	558.18	666.671	597.497	cerebral-cortex	glial-cells	High	Supported
UBE2A	7319	102.95	89.4848	98.6876	83.2442	NA	NA	NA	NA
UBE2B	7320	84.7954	78.8161	73.8441	82.6757	NA	NA	NA	NA
UBE2C	11065	16.6155	15.2126	6.94186	3.99169	cerebral-cortex	glial-cells	Low	Approved
UBE2CP1	326105	0.087125	0.381787	0.210817	0.189822	NA	NA	NA	NA
UBE2CP2	646595	0.0995529	0.218098	0.240701	0.433724	NA	NA	NA	NA
UBE2CP3	100129983	0.123658	0.135354	0.149364	0.407121	NA	NA	NA	NA
UBE2D1	7321	4.85997	5.05153	5.41579	7.15952	NA	NA	NA	NA
UBE2D2	7322	70.3701	64.4842	77.0354	71.0591	NA	NA	NA	NA
UBE2D3	7323	135.412	134.477	125.73	144.763	NA	NA	NA	NA
UBE2D3P1	100037280	37.0912	30.6525	34.5902	30.199	NA	NA	NA	NA
UBE2D3P2	100130139	5.29503	6.35398	7.01164	5.0812	NA	NA	NA	NA
UBE2D4	51619	10.2742	8.93176	9.47545	11.9598	NA	NA	NA	NA
UBE2E1	7324	99.705	95.4481	87.3146	82.599	cerebral-cortex	glial-cells	Low	Approved
UBE2E2	7325	30.6799	28.3465	30.0606	29.0091	cerebral-cortex	glial-cells	Medium	Approved
UBE2E3	10477	81.4654	69.7833	86.2972	86.2073	cerebral-cortex	glial-cells	Low	Approved
UBE2F	140739	79.1756	66.8924	63.4971	58.6894	NA	NA	NA	NA
UBE2FP1	100421436	3.75139	2.19209	1.20953	1.0897	NA	NA	NA	NA
UBE2FP2	101060189	0.471418	0.387372	0.284988	0.128381	NA	NA	NA	NA
UBE2FP3	106480360	0.761754	0.83455	0.345397	1.34848	NA	NA	NA	NA
UBE2G1	7326	62.189	48.939	55.8049	51.3895	cerebral-cortex	glial-cells	Low	Approved
UBE2H	7328	82.8534	77.1788	84.6184	88.1692	NA	NA	NA	NA
UBE2HP1	646463	8.48781	10.7808	10.0274	13.0261	NA	NA	NA	NA
UBE2I	7329	140.957	135.929	137.392	154.178	NA	NA	NA	NA
UBE2J1	51465	34.6413	33.3655	32.839	32.8385	cerebral-cortex	glial-cells	Low	Enhanced
UBE2J2	118424	47.7516	46.2618	56.3944	44.3234	NA	NA	NA	NA
UBE2K	3093	79.6828	69.9579	60.9649	67.1278	cerebral-cortex	glial-cells	Medium	Supported
UBE2L2	100506424	1.48417	1.77398	1.46813	1.61666	NA	NA	NA	NA
UBE2L3	7332	52.3461	47.1861	45.4325	45.4871	cerebral-cortex	glial-cells	Low	Approved
UBE2L4	7333	0.233917	0.128166	0	0.127407	NA	NA	NA	NA
UBE2L6	9246	4.57506	4.45576	8.88196	7.98263	NA	NA	NA	NA
UBE2M	9040	70.3593	64.3175	79.4609	65.2842	NA	NA	NA	NA
UBE2MP1	606551	9.95777	9.5576	16.196	10.0799	NA	NA	NA	NA
UBE2N	7334	87.6506	82.2001	72.3563	75.7701	cerebral-cortex	glial-cells	Low	Enhanced
UBE2O	63893	9.92728	12.1922	12.7929	11.0335	NA	NA	NA	NA
UBE2Q1	55585	198.69	207.452	215.196	177.527	NA	NA	NA	NA
UBE2Q1-AS1	100874097	0.148495	0	0.17302	0.309073	NA	NA	NA	NA
UBE2Q2	92912	47.0829	38.1819	44.4671	47.6611	NA	NA	NA	NA
UBE2Q2P1	388165	6.3268	7.71339	3.7158	7.10375	NA	NA	NA	NA
UBE2Q2P10	101928256	0.527834	0.722757	0.372339	0.575089	NA	NA	NA	NA
UBE2R2	54926	19.5674	17.8694	19.5571	19.1418	NA	NA	NA	NA
UBE2S	27338	57.1422	55.73	56.8234	41.1177	NA	NA	NA	NA
UBE2SP1	246719	0.262824	0.57584	0.873977	1.28851	NA	NA	NA	NA
UBE2SP2	440406	1.55865	2.27685	1.38202	0.792365	NA	NA	NA	NA
UBE2T	29089	9.62498	8.13754	7.72726	6.50896	NA	NA	NA	NA
UBE2V1	7335	84.3307	78.7592	80.3475	72.5441	NA	NA	NA	NA
UBE2V1P1	170556	0.252144	0.13813	0	0.274659	NA	NA	NA	NA
UBE2V1P2	730052	38.7421	32.8583	30.3453	32.8078	NA	NA	NA	NA
UBE2V2	7336	82.4519	80.8494	54.7722	73.9564	NA	NA	NA	NA
UBE2V2P3	100421341	0.521395	0.142817	0.787978	0.709937	NA	NA	NA	NA
UBE2W	55284	15.3102	15.5109	13.4914	15.7682	NA	NA	NA	NA
UBE2WP1	619457	1.31808	0.481488	0.531091	0.239245	NA	NA	NA	NA
UBE2Z	65264	92.841	98.6891	114.496	100.645	cerebral-cortex	glial-cells	Medium	Approved
UBE3A	7337	24.9032	23.1708	20.3527	24.643	cerebral-cortex	glial-cells	High	Approved
UBE3AP2	7339	0.313683	0.130893	0.19871	0.162754	NA	NA	NA	NA
UBE3B	89910	14.5437	12.8458	13.0993	12.6603	cerebral-cortex	glial-cells	Medium	Approved
UBE3C	9690	51.0632	45.3785	51.1917	47.7862	cerebral-cortex	glial-cells	Low	Approved
UBE3D	90025	5.75033	9.30628	11.5922	4.07029	NA	NA	NA	NA
UBE4A	9354	2.28122	2.45305	2.0597	2.26998	NA	NA	NA	NA
UBE4B	10277	19.2202	17.3353	24.2306	21.9122	NA	NA	NA	NA
UBFD1	56061	36.4206	32.4822	44.9306	41.3992	NA	NA	NA	NA
UBIAD1	29914	4.56166	5.14165	6.52282	5.17617	NA	NA	NA	NA
UBL3	5412	13.4702	11.2609	7.9986	9.59253	NA	NA	NA	NA
UBL4A	8266	1.65258	1.20679	0	0	NA	NA	NA	NA
UBL5	59286	411.759	382.703	386.997	338.894	NA	NA	NA	NA
UBL5P2	100287215	12.837	16.5679	13.6775	12.3232	NA	NA	NA	NA
UBL7	84993	21.6995	33.6908	32.6816	25.3656	cerebral-cortex	glial-cells	Medium	Approved
UBL7-AS1	440288	0.488084	1.91344	1.59138	1.7279	NA	NA	NA	NA
UBLCP1	134510	17.0782	14.8268	8.48246	17.8117	cerebral-cortex	glial-cells	Medium	Approved
UBN1	29855	14.0726	15.1646	18.8097	17.1433	NA	NA	NA	NA
UBN2	254048	1.36022	1.29447	0.831692	1.68218	NA	NA	NA	NA
UBOX5	22888	2.7659	2.18027	3.23011	2.9139	NA	NA	NA	NA
UBP1	7342	58.5263	53.6919	54.7859	52.1058	NA	NA	NA	NA
UBQLN1	29979	128.815	121.555	131.247	114	cerebral-cortex	glial-cells	Medium	Supported
UBQLN2	29978	14.9448	15.145	15.7972	14.7012	cerebral-cortex	glial-cells	High	Enhanced
UBQLN4	56893	8.14957	11.3898	10.5206	10.5488	cerebral-cortex	glial-cells	Medium	Approved
UBQLN4P1	285329	1.52916	2.4085	1.92869	2.07797	NA	NA	NA	NA
UBR1	197131	11.6346	9.47388	8.11939	9.63695	cerebral-cortex	glial-cells	Low	Approved
UBR2	23304	7.54272	7.20822	6.87693	7.94946	cerebral-cortex	glial-cells	Low	Approved
UBR3	130507	20.2415	19.1902	12.0713	17.5633	cerebral-cortex	glial-cells	Low	Approved
UBR4	23352	69.0989	80.7143	95.6119	78.0278	NA	NA	NA	NA
UBR5	51366	49.7645	46.111	53.5694	52.7798	NA	NA	NA	NA
UBR7	55148	11.2513	8.50445	8.29739	10.5368	cerebral-cortex	glial-cells	Medium	Approved
UBTD1	80019	21.979	24.0975	35.0284	28.7771	NA	NA	NA	NA
UBTD2	92181	15.2015	13.5552	16.1776	16.3257	NA	NA	NA	NA
UBTF	7343	26.1112	26.648	33.3771	31.1072	cerebral-cortex	glial-cells	High	Supported
UBXN1	51035	90.1519	95.4005	114.393	107.269	NA	NA	NA	NA
UBXN11	91544	5.00126	6.13731	5.75694	5.03227	NA	NA	NA	NA
UBXN2A	165324	9.71128	8.64616	8.22318	9.09683	cerebral-cortex	glial-cells	Low	Supported
UBXN2B	137886	4.28902	3.11324	1.72315	2.07682	NA	NA	NA	NA
UBXN4	23190	62.8574	69.8581	44.8051	62.8904	cerebral-cortex	glial-cells	Medium	Approved
UBXN6	80700	74.6476	82.4024	93.718	82.981	cerebral-cortex	glial-cells	Low	Approved
UBXN7	26043	14.9431	16.788	12.176	17.3867	cerebral-cortex	glial-cells	Low	Supported
UBXN8	7993	13.2832	10.6209	7.1771	7.22605	cerebral-cortex	glial-cells	Low	Enhanced
UCHL1	7345	1011.02	968.118	1012.93	878.219	NA	NA	NA	NA
UCHL3	7347	54.2369	46.856	39.6496	44.6401	cerebral-cortex	glial-cells	Low	Approved
UCHL5	51377	19.4809	14.4162	11.1278	16.3657	cerebral-cortex	glial-cells	Low	Approved
UCK1	83549	10.7247	11.2369	13.2138	10.2554	cerebral-cortex	glial-cells	Low	Approved
UCK2	7371	37.874	41.645	39.4823	35.5155	NA	NA	NA	NA
UCKL1	54963	12.5303	18.6363	18.2797	17.8307	NA	NA	NA	NA
UCN	7349	0.207056	0.340229	0.250383	0.112792	cerebral-cortex	glial-cells	Low	Approved
UCN2	90226	1.84401	3.02243	3.21157	4.14551	NA	NA	NA	NA
UCP2	7351	7.59634	7.43615	15.6848	15.7697	cerebral-cortex	glial-cells	Medium	Approved
UCP3	7352	0.279233	0.157052	0.56489	0.897352	NA	NA	NA	NA
UEVLD	55293	16.3926	15.7003	11.416	11.7889	cerebral-cortex	glial-cells	Medium	Approved
UFC1	51506	90.4316	87.7713	69.8947	61.764	NA	NA	NA	NA
UFL1	23376	8.09943	8.59903	4.94383	8.1341	NA	NA	NA	NA
UFM1	51569	42.1265	39.8651	29.5097	38.3059	cerebral-cortex	glial-cells	Medium	Approved
UFSP1	402682	1.82224	2.12352	1.2659	1.47846	NA	NA	NA	NA
UFSP2	55325	43.8683	37.0022	33.3551	34.1217	cerebral-cortex	glial-cells	Medium	Approved
UGCG	7357	24.928	21.8567	31.4354	29.448	cerebral-cortex	glial-cells	Low	Approved
UGDH	7358	91.3378	84.4768	72.6314	77.6996	NA	NA	NA	NA
UGDH-AS1	100885776	0.228294	0.160896	0.296358	0.416739	NA	NA	NA	NA
UGGT1	56886	26.8479	28.5322	28.4677	25.9696	cerebral-cortex	glial-cells	Low	Enhanced
UGGT2	55757	33.8338	28.5694	17.1054	22.8836	NA	NA	NA	NA
UGP2	7360	114.276	104.024	93.6489	103.35	NA	NA	NA	NA
UHMK1	127933	13.5867	13.7452	11.4837	14.5361	NA	NA	NA	NA
UHRF1	29128	2.44303	2.89102	1.85005	1.5811	NA	NA	NA	NA
UHRF1BP1	54887	2.44708	2.44945	2.73203	2.50216	NA	NA	NA	NA
UHRF1BP1L	23074	6.49255	6.83156	5.74787	7.38922	NA	NA	NA	NA
UHRF2	115426	23.2302	20.9462	19.087	15.5586	NA	NA	NA	NA
UHRF2P1	260337	0.210939	0.0924209	0.153064	0.107256	NA	NA	NA	NA
UIMC1	51720	23.533	20.9409	22.4427	20.3489	NA	NA	NA	NA
ULBP1	80329	4.64081	3.77811	12.1097	13.3703	NA	NA	NA	NA
ULBP2	80328	14.354	14.6964	22.7021	19.199	NA	NA	NA	NA
ULBP3	79465	3.42949	3.42522	3.02138	2.36606	NA	NA	NA	NA
ULK1	8408	13.3817	17.8085	21.7035	19.3502	NA	NA	NA	NA
ULK2	9706	14.0602	16.8784	13.2475	17.6833	cerebral-cortex	glial-cells	Medium	Approved
ULK3	25989	8.06044	9.50299	7.82827	10.2043	NA	NA	NA	NA
ULK4	54986	5.02732	3.27819	2.46266	3.20703	NA	NA	NA	NA
UMODL1	89766	0.0126974	0.0278163	0	0.0542055	NA	NA	NA	NA
UMPS	7372	23.8528	21.2958	21.5696	22.021	NA	NA	NA	NA
UNC119	9094	30.4588	35.5672	31.9258	27.1485	NA	NA	NA	NA
UNC119B	84747	12.9799	12.1444	12.2053	11.3653	NA	NA	NA	NA
UNC13A	23025	0.791992	0.447218	2.8254	1.72074	NA	NA	NA	NA
UNC13B	10497	6.18698	6.15885	8.95191	7.96255	NA	NA	NA	NA
UNC13D	201294	0.33952	1.23363	1.33241	1.68306	NA	NA	NA	NA
UNC45A	55898	24.6335	26.9984	32.3576	29.4289	cerebral-cortex	glial-cells	Low	Approved
UNC50	25972	26.5617	22.2454	22.5696	23.3731	cerebral-cortex	glial-cells	High	Approved
UNC5B	219699	7.88431	8.80125	15.9953	16.4632	NA	NA	NA	NA
UNC5B-AS1	728978	0.567513	0.24871	1.09787	1.10778	NA	NA	NA	NA
UNC5C	8633	0.471486	0.63597	1.54177	2.08127	NA	NA	NA	NA
UNC93B1	81622	8.98951	8.02063	15.5224	14.3263	cerebral-cortex	glial-cells	Medium	Approved
UNG	7374	6.48168	5.7723	6.92215	5.54939	NA	NA	NA	NA
UNK	85451	11.0901	12.2825	14.2106	13.4191	NA	NA	NA	NA
UNKL	64718	10.4459	16.7324	13.1925	18.1225	NA	NA	NA	NA
UPF1	5976	21.2749	21.1977	21.7685	19.1734	cerebral-cortex	glial-cells	Medium	Approved
UPF2	26019	9.40815	8.80407	4.20643	8.82724	NA	NA	NA	NA
UPF3A	65110	21.3034	20.3643	21.9653	24.2973	NA	NA	NA	NA
UPF3AP1	147226	0.299134	0	0	0.0724259	NA	NA	NA	NA
UPF3AP2	147150	0.194921	0.160135	0.0589246	0.318532	NA	NA	NA	NA
UPF3AP3	100422343	0.0541342	0.177905	0	0.235912	NA	NA	NA	NA
UPF3B	65109	4.99205	5.45949	2.90933	5.48351	NA	NA	NA	NA
UPK1A	11045	0.379177	0.519599	0.109138	0.147941	NA	NA	NA	NA
UPK1A-AS1	100862728	0.331042	0.0698292	0.187787	0.140215	NA	NA	NA	NA
UPK1B	7348	0.196468	0.0863569	0.191232	0.193675	NA	NA	NA	NA
UPK2	7379	0.415445	0.490701	0.350447	0.360552	NA	NA	NA	NA
UPK3B	105375355	0.245809	0.104321	0.0335887	0.0398792	NA	NA	NA	NA
UPP1	7378	17.6398	19.8135	22.8673	19.5681	NA	NA	NA	NA
UPRT	139596	6.69969	5.96856	6.96024	7.55427	NA	NA	NA	NA
UQCC1	55245	52.3218	55.0899	56.7876	49.4131	cerebral-cortex	glial-cells	Low	Approved
UQCC2	84300	80.9558	86.1113	90.0812	79.1976	NA	NA	NA	NA
UQCR10	29796	113.754	115.277	117.754	105.788	NA	NA	NA	NA
UQCRB	7381	238.676	210.322	177.567	205.808	cerebral-cortex	glial-cells	High	Approved
UQCRBP1	442454	0	0.495076	0.819095	0.24599	NA	NA	NA	NA
UQCRC1	7384	209.96	244.549	236.315	205.793	cerebral-cortex	glial-cells	Medium	Enhanced
UQCRC2	7385	123.08	122.942	120.185	104.641	cerebral-cortex	glial-cells	Low	Enhanced
UQCRFS1	7386	18.1587	16.8753	33.5133	29.3623	cerebral-cortex	glial-cells	Medium	Enhanced
UQCRFS1P1	100128525	0.347685	0.108823	0.480466	0.59528	NA	NA	NA	NA
UQCRH	7388	155.156	156.644	144.464	126.384	cerebral-cortex	glial-cells	Low	Supported
UQCRQ	27089	420.459	390.319	410.88	344.894	cerebral-cortex	glial-cells	Medium	Approved
URAHP	100130015	0.761199	0.379984	0.743049	0.834682	NA	NA	NA	NA
URB1	9875	3.97282	4.94265	4.29211	3.66932	cerebral-cortex	glial-cells	Medium	Supported
URB2	9816	2.86832	2.43875	2.63886	2.32079	NA	NA	NA	NA
URGCP	55665	13.5597	13.5395	14.5222	12.1057	cerebral-cortex	glial-cells	Low	Approved
URGCP-MRPS24	100534592	4.1109	0	3.85	0	NA	NA	NA	NA
URI1	8725	68.6925	59.2418	46.4042	52.8074	NA	NA	NA	NA
URM1	81605	49.9393	53.2418	60.4958	51.4607	cerebral-cortex	glial-cells	Medium	Approved
UROD	7389	80.1642	91.5603	86.8516	81.4266	NA	NA	NA	NA
UROS	7390	59.2659	52.2287	59.8317	48.4598	cerebral-cortex	glial-cells	Low	Approved
USB1	79650	25.0878	25.5597	30.4576	26.859	NA	NA	NA	NA
USE1	55850	8.72106	9.32599	12.41	11.3359	cerebral-cortex	glial-cells	Low	Approved
USF1	7391	27.5159	35.9525	32.6779	33.9138	cerebral-cortex	glial-cells	Medium	Supported
USF2	7392	60.1263	72.7423	77.0019	70.1163	NA	NA	NA	NA
USHBP1	83878	0.0883752	0.0968191	0.641153	0.633964	NA	NA	NA	NA
USO1	8615	111.149	112.432	62.8317	90.2038	cerebral-cortex	glial-cells	Low	Supported
USP1	7398	4.33027	5.30224	3.11924	4.13419	cerebral-cortex	glial-cells	Low	Approved
USP10	9100	42.816	35.5664	41.9646	36.5457	cerebral-cortex	glial-cells	Medium	Enhanced
USP11	8237	30.1486	28.8704	31.3476	33.2342	NA	NA	NA	NA
USP12	219333	7.83515	6.63839	5.42578	6.2372	NA	NA	NA	NA
USP12PX	254700	0	0.118031	0.173737	0.117397	NA	NA	NA	NA
USP13	8975	7.20311	8.07359	8.76653	6.99864	cerebral-cortex	glial-cells	Low	Enhanced
USP14	9097	67.3759	57.5287	53.8814	60.5046	cerebral-cortex	glial-cells	Low	Approved
USP15	9958	45.5314	45.5496	25.4485	47.5044	NA	NA	NA	NA
USP16	10600	24.9306	21.5696	12.3427	17.7505	cerebral-cortex	glial-cells	Low	Supported
USP18	11274	0.494282	0.506485	0.559196	0.277966	NA	NA	NA	NA
USP19	10869	12.6797	11.4927	12.3714	12.5429	NA	NA	NA	NA
USP2	9099	0.130628	0.436615	0.0743809	0.230091	NA	NA	NA	NA
USP2-AS1	100499227	0.248055	0.192366	0	0.068671	NA	NA	NA	NA
USP20	10868	11.955	14.4692	11.1607	8.81198	NA	NA	NA	NA
USP21	27005	9.1637	11.9192	16.0801	13.261	NA	NA	NA	NA
USP22	23326	137.295	144.336	138.178	140.478	cerebral-cortex	glial-cells	Medium	Supported
USP24	23358	12.839	17.381	10.1116	16.4923	NA	NA	NA	NA
USP25	29761	25.3775	21.504	19.3455	26.6013	cerebral-cortex	glial-cells	Low	Approved
