SYMBOL	ENTREZID	BD_R.Veh.R1	BD_R.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
SCN8A	6334	8.39773	3.74477	NA	NA	NA	NA
SCN9A	6335	0.63126	2.06349	NA	NA	NA	NA
SCNM1	79005	26.1639	31.457	NA	NA	NA	NA
SCNN1B	6338	0	0	NA	NA	NA	NA
SCNN1D	6339	3.42633	3.10424	NA	NA	NA	NA
SCO1	6341	15.7859	16.4056	cerebral-cortex	glial-cells	Medium	Enhanced
SCO2	9997	10.8189	14.9273	NA	NA	NA	NA
SCOC	60592	48.2987	52.7594	cerebral-cortex	glial-cells	Low	Approved
SCOCP1	317767	0.635196	0.296761	NA	NA	NA	NA
SCP2	6342	64.264	67.8281	NA	NA	NA	NA
SCPEP1	59342	19.3037	31.8143	NA	NA	NA	NA
SCRG1	11341	3.56123	5.70801	NA	NA	NA	NA
SCRIB	23513	6.53707	16.7443	NA	NA	NA	NA
SCRN1	9805	59.3291	50.2034	cerebral-cortex	glial-cells	Low	Enhanced
SCRN2	90507	17.6353	14.7606	cerebral-cortex	glial-cells	Low	Enhanced
SCRN3	79634	20.9096	20.7679	cerebral-cortex	glial-cells	Medium	Approved
SCRT2	85508	2.32109	2.4143	NA	NA	NA	NA
SCUBE1	80274	2.80104	1.92953	NA	NA	NA	NA
SCUBE2	57758	1.0539	3.04811	NA	NA	NA	NA
SCUBE3	222663	20.8686	8.62237	NA	NA	NA	NA
SCYL1	57410	23.0961	27.2591	NA	NA	NA	NA
SCYL2	55681	34.1848	32.98	cerebral-cortex	glial-cells	Low	Approved
SCYL3	57147	4.23674	3.93587	cerebral-cortex	glial-cells	Low	Approved
SDAD1	55153	16.6451	16.1436	NA	NA	NA	NA
SDAD1P1	157489	0.493528	0.686922	NA	NA	NA	NA
SDAD1P2	400836	0.0789593	0.272572	NA	NA	NA	NA
SDC1	6382	21.7779	26.5386	NA	NA	NA	NA
SDC2	6383	163.534	122.55	NA	NA	NA	NA
SDC3	9672	64.3835	57.2883	cerebral-cortex	glial-cells	Medium	Approved
SDC4	6385	4.24929	2.98184	cerebral-cortex	glial-cells	Medium	Enhanced
SDCBP	6386	96.0929	114.599	NA	NA	NA	NA
SDCBP2	27111	0.661233	1.13412	NA	NA	NA	NA
SDCBP2-AS1	100507495	3.54903	3.40464	NA	NA	NA	NA
SDCBPP2	100129960	0.0703679	0	NA	NA	NA	NA
SDCBPP3	100131656	0.0697551	0.06556	NA	NA	NA	NA
SDCCAG8	10806	14.2499	14.9221	cerebral-cortex	glial-cells	Medium	Approved
SDE2	163859	6.39434	8.12306	cerebral-cortex	glial-cells	Medium	Approved
SDF2	6388	33.5623	46.1687	NA	NA	NA	NA
SDF2L1	23753	12.6141	38.2353	cerebral-cortex	glial-cells	Low	Approved
SDF4	51150	39.3792	48.9761	NA	NA	NA	NA
SDHA	6389	36.7038	40.3742	cerebral-cortex	glial-cells	Low	Enhanced
SDHAF1	644096	6.41499	7.88244	NA	NA	NA	NA
SDHAF2	54949	21.5286	21.6397	cerebral-cortex	glial-cells	Medium	Supported
SDHAP1	255812	22.898	16.6915	NA	NA	NA	NA
SDHAP3	728609	10.6598	7.95421	NA	NA	NA	NA
SDHB	6390	26.026	36.0772	cerebral-cortex	glial-cells	High	Enhanced
SDHC	6391	81.3259	78.5797	NA	NA	NA	NA
SDHCP3	100422591	0	0	NA	NA	NA	NA
SDHCP4	100422598	0	0	NA	NA	NA	NA
SDHDP2	647081	0.182146	0	NA	NA	NA	NA
SDHDP6	29768	1.2072	1.93823	NA	NA	NA	NA
SDK1	221935	9.21408	7.13356	cerebral-cortex	glial-cells	Low	Approved
SDK2	54549	11.9207	8.98148	NA	NA	NA	NA
SDR39U1	56948	41.3499	46.2506	cerebral-cortex	glial-cells	Medium	Approved
SDSL	113675	1.59124	4.49492	NA	NA	NA	NA
SEC11A	23478	117.371	137.23	NA	NA	NA	NA
SEC11C	90701	43.7903	53.4302	NA	NA	NA	NA
SEC13	6396	60.7139	80.6225	NA	NA	NA	NA
SEC13P1	100131671	0.450984	0.0606058	NA	NA	NA	NA
SEC14L1	6397	90.0013	96.0772	cerebral-cortex	glial-cells	Medium	Approved
SEC14L1P1	729799	0.704265	0.594505	NA	NA	NA	NA
SEC14L2	23541	2.17104	3.2943	NA	NA	NA	NA
SEC14L6	730005	0.165781	0.397325	NA	NA	NA	NA
SEC16A	9919	34.0117	41.7375	NA	NA	NA	NA
SEC16B	89866	0.015575	0.443995	NA	NA	NA	NA
SEC22A	26984	12.3695	14.9652	NA	NA	NA	NA
SEC22B	9554	0.745115	0.676441	NA	NA	NA	NA
SEC22C	9117	21.625	20.6538	NA	NA	NA	NA
SEC23A	10484	25.8504	31.5416	NA	NA	NA	NA
SEC23B	10483	18.2928	20.3487	NA	NA	NA	NA
SEC23IP	11196	20.0639	17.8084	NA	NA	NA	NA
SEC24A	10802	10.4085	11.4437	NA	NA	NA	NA
SEC24B	10427	16.0663	13.9373	cerebral-cortex	glial-cells	Low	Approved
SEC24B-AS1	100533182	1.18487	2.02519	NA	NA	NA	NA
SEC24C	9632	38.2467	43.5863	cerebral-cortex	glial-cells	Low	Supported
SEC24D	9871	9.2173	25.8883	cerebral-cortex	glial-cells	Medium	Approved
SEC31A	22872	57.964	81.3679	cerebral-cortex	glial-cells	Medium	Approved
SEC31B	25956	10.1775	8.50073	NA	NA	NA	NA
SEC61A1	29927	77.0937	116.214	NA	NA	NA	NA
SEC61A2	55176	23.0865	23.0709	NA	NA	NA	NA
SEC61B	10952	121.676	176.847	cerebral-cortex	glial-cells	Low	Approved
SEC61G	23480	130.394	200.847	NA	NA	NA	NA
SEC62	7095	43.1152	51.9316	cerebral-cortex	glial-cells	Medium	Approved
SEC62-AS1	106478967	0.323396	0	NA	NA	NA	NA
SEC63	11231	46.2561	58.5719	NA	NA	NA	NA
SEC63P1	100420341	0.50063	0.214078	NA	NA	NA	NA
SECISBP2	79048	42.3842	31.4556	cerebral-cortex	glial-cells	Medium	Approved
SECISBP2L	9728	18.2147	14.3427	cerebral-cortex	glial-cells	High	Approved
SECTM1	6398	0.24647	0	cerebral-cortex	glial-cells	Low	Approved
SEH1L	81929	21.0222	18.3445	NA	NA	NA	NA
SEL1L	6400	15.9688	20.8659	cerebral-cortex	glial-cells	Low	Enhanced
SEL1L3	23231	3.37614	5.76296	NA	NA	NA	NA
SELENBP1	8991	15.5114	15.0406	NA	NA	NA	NA
SELPLG	6404	0.210588	0.644234	NA	NA	NA	NA
SEMA3A	10371	29.2023	13.5814	NA	NA	NA	NA
SEMA3B	7869	0.35116	0.0650889	cerebral-cortex	glial-cells	High	Approved
SEMA3C	10512	4.41445	2.67723	NA	NA	NA	NA
SEMA3D	223117	2.05241	0.931925	NA	NA	NA	NA
SEMA3E	9723	0.24053	0.404923	NA	NA	NA	NA
SEMA3F	6405	5.90869	5.33716	cerebral-cortex	glial-cells	Medium	Approved
SEMA3G	56920	0.153576	0.106031	NA	NA	NA	NA
SEMA4A	64218	1.19528	0.611693	NA	NA	NA	NA
SEMA4B	10509	8.78319	8.46443	NA	NA	NA	NA
SEMA4C	54910	33.0149	28.3537	NA	NA	NA	NA
SEMA4D	10507	11.6559	8.06398	cerebral-cortex	glial-cells	Medium	Approved
SEMA4F	10505	7.32335	7.33713	NA	NA	NA	NA
SEMA4G	57715	3.93085	5.31073	NA	NA	NA	NA
SEMA5A	9037	14.2431	14.6905	NA	NA	NA	NA
SEMA5B	54437	113.822	146.212	NA	NA	NA	NA
SEMA6A	57556	61.3251	51.9694	cerebral-cortex	glial-cells	Medium	Approved
SEMA6B	10501	7.68904	6.83288	cerebral-cortex	glial-cells	Medium	Enhanced
SEMA6C	10500	18.0756	19.4302	NA	NA	NA	NA
SEMA6D	80031	4.35613	10.9123	NA	NA	NA	NA
SEMA7A	8482	4.46833	4.37891	NA	NA	NA	NA
SENP1	29843	15.1452	12.4283	NA	NA	NA	NA
SENP2	59343	24.9864	19.974	cerebral-cortex	glial-cells	Medium	Approved
SENP3	26168	29.8476	34.9503	NA	NA	NA	NA
SENP3-EIF4A1	100533955	0.978927	0.537284	NA	NA	NA	NA
SENP5	205564	16.7679	17.9365	NA	NA	NA	NA
SENP6	26054	61.8739	53.4372	cerebral-cortex	glial-cells	Low	Approved
SENP7	57337	28.8081	21.9399	cerebral-cortex	glial-cells	High	Approved
SENP8	123228	3.40776	3.54097	cerebral-cortex	glial-cells	Low	Approved
SEPHS1	22929	107.019	73.4719	cerebral-cortex	glial-cells	Low	Enhanced
SEPHS1P1	168474	0.0635728	0.0597641	NA	NA	NA	NA
SEPHS1P4	389873	0.296061	0.0928266	NA	NA	NA	NA
SEPHS1P6	729399	0	0.138813	NA	NA	NA	NA
SEPHS2	22928	21.6739	24.7451	NA	NA	NA	NA
SEPSECS	51091	4.66097	4.13766	NA	NA	NA	NA
SERAC1	84947	11.7547	9.98764	cerebral-cortex	glial-cells	Low	Enhanced
SERBP1	26135	201.026	168.237	cerebral-cortex	glial-cells	Medium	Supported
SERBP1P1	389866	11.7392	7.73866	NA	NA	NA	NA
SERBP1P5	442112	9.62196	9.143	NA	NA	NA	NA
SERBP1P6	100420450	2.37014	1.42341	NA	NA	NA	NA
SERF1B	728492	0.095931	0.270232	NA	NA	NA	NA
SERF2	10169	328.727	405.272	NA	NA	NA	NA
SERGEF	26297	11.4323	13.9658	cerebral-cortex	glial-cells	Low	Supported
SERHL	94009	0.988063	0.841153	NA	NA	NA	NA
SERHL2	253190	3.11197	2.14217	NA	NA	NA	NA
SERINC1	57515	84.2966	80.9669	NA	NA	NA	NA
SERINC3	10955	12.7221	17.8432	NA	NA	NA	NA
SERINC4	619189	0.279569	0.257462	NA	NA	NA	NA
SERINC5	256987	1.62109	3.78754	NA	NA	NA	NA
SERP1	27230	45.975	56.4929	NA	NA	NA	NA
SERP2	387923	1.18991	1.26398	NA	NA	NA	NA
SERPINA5	5104	0.0771398	0.0450484	NA	NA	NA	NA
SERPINB1	1992	1.37967	0.868973	NA	NA	NA	NA
SERPINB6	5269	10.9885	22.6213	cerebral-cortex	glial-cells	Medium	Enhanced
SERPINB8	5271	2.19143	3.6608	NA	NA	NA	NA
SERPINB9	5272	0.319087	0.439305	NA	NA	NA	NA
SERPINC1	462	0.107056	0.161588	NA	NA	NA	NA
SERPINE1	5054	0.659452	2.40867	NA	NA	NA	NA
SERPINE2	5270	24.6411	49.7251	NA	NA	NA	NA
SERPINE3	647174	0.418648	0.281342	NA	NA	NA	NA
SERPINF1	5176	6.66463	28.1598	NA	NA	NA	NA
SERPING1	710	40.1576	46.8944	NA	NA	NA	NA
SERPINH1	871	142.782	300.026	NA	NA	NA	NA
SERPINI1	5274	1.94646	1.817	NA	NA	NA	NA
SERPINI2	5276	1.75171	0.485305	NA	NA	NA	NA
SERTAD1	29950	2.61413	3.88119	NA	NA	NA	NA
SERTAD2	9792	7.12966	7.27168	cerebral-cortex	glial-cells	Medium	Enhanced
SERTAD3	29946	9.25136	10.8351	NA	NA	NA	NA
SERTAD4	56256	1.89067	14.7144	NA	NA	NA	NA
SERTAD4-AS1	574036	1.35095	3.21076	NA	NA	NA	NA
SERTM1	400120	0.447809	0.316328	NA	NA	NA	NA
SESN1	27244	14.3039	17.868	NA	NA	NA	NA
SESN2	83667	15.5961	21.8469	NA	NA	NA	NA
SESN3	143686	22.5545	20.3405	NA	NA	NA	NA
SESTD1	91404	35.5913	26.6728	NA	NA	NA	NA
SET	6418	467.759	342.641	cerebral-cortex	glial-cells	Medium	Supported
SETBP1	26040	10.8404	7.93123	NA	NA	NA	NA
SETD1A	9739	11.2607	7.67627	cerebral-cortex	glial-cells	Medium	Enhanced
SETD1B	23067	6.78449	5.96476	cerebral-cortex	glial-cells	Low	Approved
SETD2	29072	23.2686	18.1084	NA	NA	NA	NA
SETD3	84193	14.9845	17.3552	cerebral-cortex	glial-cells	Medium	Approved
SETD4	54093	12.8465	13.676	NA	NA	NA	NA
SETD5	55209	80.8661	70.1434	cerebral-cortex	glial-cells	Low	Approved
SETD6	79918	1.84385	4.26207	NA	NA	NA	NA
SETD7	80854	7.37427	9.50046	NA	NA	NA	NA
SETD9	133383	8.81538	12.9954	NA	NA	NA	NA
SETDB1	9869	35.4567	29.5341	NA	NA	NA	NA
SETDB2	83852	3.52775	3.12572	cerebral-cortex	glial-cells	High	Approved
SETMAR	6419	15.9833	13.1206	NA	NA	NA	NA
SETP14	389168	17.835	12.1165	NA	NA	NA	NA
SETP17	100130043	0.390744	0.146849	NA	NA	NA	NA
SETP20	389217	0.147881	0.486376	NA	NA	NA	NA
SETSIP	646817	1.92513	1.47415	cerebral-cortex	glial-cells	Medium	Approved
SETX	23064	20.6605	24.6336	NA	NA	NA	NA
SEZ6	124925	2.43908	6.36574	cerebral-cortex	glial-cells	High	Enhanced
SEZ6L	23544	6.29879	6.20677	NA	NA	NA	NA
SEZ6L2	26470	2.84447	2.42298	cerebral-cortex	glial-cells	Medium	Enhanced
SF1	7536	222.153	157.368	cerebral-cortex	glial-cells	High	Supported
SF3A1	10291	45.2395	32.1113	cerebral-cortex	glial-cells	High	Enhanced
SF3A2	8175	55.1742	44.8196	cerebral-cortex	glial-cells	Medium	Enhanced
SF3A3	10946	92.3749	83.1553	cerebral-cortex	glial-cells	High	Supported
SF3A3P1	170548	0.376943	0.177361	NA	NA	NA	NA
SF3A3P2	449645	0.110483	0.485215	NA	NA	NA	NA
SF3B1	23451	220.896	199.401	cerebral-cortex	glial-cells	Low	Approved
SF3B2	10992	117.803	122.444	cerebral-cortex	glial-cells	High	Supported
SF3B3	23450	103.454	97.826	cerebral-cortex	glial-cells	Medium	Supported
SF3B5	83443	84.6248	101.661	cerebral-cortex	glial-cells	Low	Approved
SFI1	9814	24.2881	20.005	NA	NA	NA	NA
SFMBT1	51460	8.71084	6.28245	NA	NA	NA	NA
SFMBT2	57713	1.47129	7.067	NA	NA	NA	NA
SFPQ	6421	417.109	328.839	cerebral-cortex	glial-cells	High	Enhanced
SFR1	119392	8.2202	6.47051	NA	NA	NA	NA
SFRP1	6422	55.0799	37.9893	NA	NA	NA	NA
SFRP2	6423	168.971	104.662	NA	NA	NA	NA
SFRP4	6424	0.157	0.677044	NA	NA	NA	NA
SFRP5	6425	0	0.0276876	NA	NA	NA	NA
SFSWAP	6433	28.1087	27.5785	cerebral-cortex	glial-cells	Medium	Approved
SFT2D1	113402	20.5143	26.6478	cerebral-cortex	glial-cells	Medium	Approved
SFT2D2	375035	6.18156	5.85392	NA	NA	NA	NA
SFTA1P	207107	0.113073	0.0918966	NA	NA	NA	NA
SFXN1	94081	42.778	31.2256	NA	NA	NA	NA
SFXN2	118980	9.84954	7.69781	NA	NA	NA	NA
SFXN3	81855	1.41765	9.04698	cerebral-cortex	glial-cells	Low	Approved
SFXN4	119559	3.97107	4.80526	cerebral-cortex	glial-cells	Low	Approved
SFXN5	94097	12.8043	11.8412	cerebral-cortex	glial-cells	Low	Approved
SGCB	6443	18.978	24.014	NA	NA	NA	NA
SGCD	6444	1.17344	3.47117	NA	NA	NA	NA
SGCE	8910	23.3519	29.2848	NA	NA	NA	NA
SGCG	6445	0.506966	0.57258	NA	NA	NA	NA
SGIP1	84251	0.371669	0.997102	cerebral-cortex	glial-cells	Low	Approved
SGK1	6446	1.68852	2.34191	cerebral-cortex	glial-cells	Medium	Approved
SGK2	10110	0.392288	0.445071	NA	NA	NA	NA
SGK3	23678	0.483366	0.966834	NA	NA	NA	NA
SGMS1	259230	3.57923	5.3076	cerebral-cortex	glial-cells	Low	Approved
SGMS2	166929	0.424345	0.593636	cerebral-cortex	glial-cells	Low	Supported
SGPL1	8879	22.7955	23.9197	cerebral-cortex	glial-cells	Low	Enhanced
SGPP1	81537	3.07519	4.93414	NA	NA	NA	NA
SGPP2	130367	1.02744	0.909946	NA	NA	NA	NA
SGSH	6448	13.5188	12.527	NA	NA	NA	NA
SGSM1	129049	0.223181	0.137788	NA	NA	NA	NA
SGSM2	9905	68.0631	59.3968	cerebral-cortex	glial-cells	Medium	Approved
SGSM3	27352	28.4946	36.8708	NA	NA	NA	NA
SGTA	6449	45.2747	43.3893	cerebral-cortex	glial-cells	Medium	Approved
SGTB	54557	4.43093	4.50981	cerebral-cortex	glial-cells	Low	Enhanced
SH2B1	25970	23.5408	26.4046	NA	NA	NA	NA
SH2B3	10019	3.1861	6.25559	cerebral-cortex	glial-cells	High	Approved
SH2D1A	4068	0.235168	0.261709	NA	NA	NA	NA
SH2D3A	10045	0.0265378	0.115606	NA	NA	NA	NA
SH2D3C	10044	2.79765	9.88486	NA	NA	NA	NA
SH2D4A	63898	0.121057	0.238603	cerebral-cortex	glial-cells	Medium	Enhanced
SH2D5	400745	2.20759	0.828988	NA	NA	NA	NA
SH2D6	284948	0	0.0907907	NA	NA	NA	NA
SH2D7	646892	0.380597	0.297845	NA	NA	NA	NA
SH3BGR	6450	1.95482	2.5377	NA	NA	NA	NA
SH3BGRL	6451	139.569	127.094	cerebral-cortex	glial-cells	Low	Approved
SH3BGRL2	83699	3.91219	3.49202	NA	NA	NA	NA
SH3BGRL3	83442	57.4391	79.403	NA	NA	NA	NA
SH3BP1	23616	5.85382	7.19391	cerebral-cortex	glial-cells	Medium	Supported
SH3BP2	6452	8.55094	10.8523	cerebral-cortex	glial-cells	Low	Approved
SH3BP4	23677	30.8349	29.231	NA	NA	NA	NA
SH3BP5	9467	1.94251	4.26461	NA	NA	NA	NA
SH3BP5-AS1	100505696	4.12609	5.72972	NA	NA	NA	NA
SH3BP5L	80851	12.8955	13.0852	NA	NA	NA	NA
SH3D19	152503	9.97651	9.57485	NA	NA	NA	NA
SH3D21	79729	2.04028	1.64616	cerebral-cortex	glial-cells	Medium	Approved
SH3GL1	6455	33.6782	42.0905	cerebral-cortex	glial-cells	Low	Approved
SH3GL1P1	6458	4.77082	2.91924	NA	NA	NA	NA
SH3GL1P2	6459	0.709989	0.462245	NA	NA	NA	NA
SH3GL2	6456	1.81578	0.766101	NA	NA	NA	NA
SH3GL3	6457	3.60668	3.05225	NA	NA	NA	NA
SH3GLB1	51100	25.3498	31.4419	NA	NA	NA	NA
SH3GLB2	56904	32.611	32.7375	NA	NA	NA	NA
SH3KBP1	30011	11.4665	17.1386	cerebral-cortex	glial-cells	Low	Enhanced
SH3PXD2A	9644	2.85236	4.46303	NA	NA	NA	NA
SH3PXD2B	285590	29.3401	25.7807	cerebral-cortex	glial-cells	Medium	Approved
SH3RF1	57630	10.92	8.8499	cerebral-cortex	glial-cells	Medium	Approved
SH3RF2	153769	0.313355	0.472468	NA	NA	NA	NA
SH3RF3	344558	0.862335	3.27281	cerebral-cortex	glial-cells	Medium	Approved
SH3RF3-AS1	100287216	0.102839	0.193579	NA	NA	NA	NA
SH3TC1	54436	0.565991	0.726438	NA	NA	NA	NA
SH3TC2	79628	0.0318726	0.0157416	NA	NA	NA	NA
SH3YL1	26751	23.2235	21.7463	NA	NA	NA	NA
SHANK1	50944	3.71624	2.43591	NA	NA	NA	NA
SHANK3	85358	4.96305	4.09266	NA	NA	NA	NA
SHARPIN	81858	19.2511	18.1362	NA	NA	NA	NA
SHB	6461	1.54871	1.71854	NA	NA	NA	NA
SHBG	6462	1.40838	0.811154	NA	NA	NA	NA
SHC1	6464	19.7401	52.4535	NA	NA	NA	NA
SHC2	25759	23.156	24.3955	cerebral-cortex	glial-cells	Low	Approved
SHC3	53358	10.2606	5.75406	NA	NA	NA	NA
SHC4	399694	0.988455	1.37726	NA	NA	NA	NA
SHCBP1	79801	13.4348	14.3393	NA	NA	NA	NA
SHD	56961	10.9547	12.6194	NA	NA	NA	NA
SHF	90525	23.5836	20.1022	NA	NA	NA	NA
SHISA2	387914	4.68301	26.5813	NA	NA	NA	NA
SHISA3	152573	20.6747	1.68807	NA	NA	NA	NA
SHISA4	149345	3.4488	6.88694	NA	NA	NA	NA
SHISA5	51246	42.5754	60.2668	cerebral-cortex	glial-cells	Low	Approved
SHISA6	388336	2.15124	5.80669	NA	NA	NA	NA
SHISA7	729956	1.10443	0.559092	NA	NA	NA	NA
SHISA9	729993	0.518685	0.772894	NA	NA	NA	NA
SHKBP1	92799	25.9293	22.6151	NA	NA	NA	NA
SHMT1	6470	16.8916	15.1265	NA	NA	NA	NA
SHMT2	6472	104.725	106.998	cerebral-cortex	glial-cells	Low	Enhanced
SHOC2	8036	17.502	17.0837	NA	NA	NA	NA
SHOX2	6474	0.242638	0.722655	NA	NA	NA	NA
SHPRH	257218	11.2706	6.3165	cerebral-cortex	glial-cells	Medium	Approved
SHQ1	55164	7.06265	8.64822	NA	NA	NA	NA
SHROOM1	134549	1.4042	3.14431	NA	NA	NA	NA
SHROOM2	357	11.4205	9.06538	cerebral-cortex	glial-cells	Medium	Approved
SHROOM3	57619	24.4449	13.4542	NA	NA	NA	NA
SIAE	54414	2.94707	4.09155	cerebral-cortex	glial-cells	Low	Approved
SIAH1	6477	31.1253	31.8766	cerebral-cortex	glial-cells	High	Enhanced
SIAH2	6478	5.41839	10.7912	NA	NA	NA	NA
SIAH2-AS1	100874005	0	0.561784	NA	NA	NA	NA
SIDT1	54847	0.46102	1.47257	cerebral-cortex	glial-cells	Low	Approved
SIDT2	51092	6.29145	7.8329	NA	NA	NA	NA
SIGIRR	59307	0.550141	2.4955	cerebral-cortex	glial-cells	Low	Approved
SIGLEC10	89790	0.6663	0.988707	NA	NA	NA	NA
SIGMAR1	10280	35.0103	39.7208	cerebral-cortex	glial-cells	Low	Approved
SIK1	150094	0.895119	1.6865	cerebral-cortex	glial-cells	High	Approved
SIK2	23235	9.16948	8.37252	cerebral-cortex	glial-cells	Low	Approved
SIK3	23387	9.64762	8.46154	cerebral-cortex	glial-cells	High	Enhanced
SIK3-IT1	100874315	0.148202	0	NA	NA	NA	NA
SIKE1	80143	23.5238	23.3699	cerebral-cortex	glial-cells	Low	Supported
SIL1	64374	9.09831	13.1494	cerebral-cortex	glial-cells	Low	Enhanced
SIM1	6492	0.198622	0.643911	NA	NA	NA	NA
SIM2	6493	0.532734	0.501849	cerebral-cortex	glial-cells	High	Approved
SIMC1	375484	16.2448	14.8647	NA	NA	NA	NA
SIN3A	25942	28.5107	20.9933	NA	NA	NA	NA
SIN3B	23309	27.5533	27.168	NA	NA	NA	NA
SIPA1	6494	3.92596	9.57209	NA	NA	NA	NA
SIPA1L1	26037	15.3776	8.72516	cerebral-cortex	glial-cells	Low	Approved
SIPA1L2	57568	43.9069	38.8946	cerebral-cortex	glial-cells	Low	Approved
SIPA1L3	23094	7.22555	6.26084	NA	NA	NA	NA
SIRPA	140885	6.61786	9.32576	NA	NA	NA	NA
SIRPAP1	23755	0.0954518	0.35916	NA	NA	NA	NA
SIRPB1	10326	0.0794406	0.195512	NA	NA	NA	NA
SIRT1	23411	19.7203	17.9713	NA	NA	NA	NA
SIRT2	22933	12.2521	18.347	NA	NA	NA	NA
SIRT3	23410	12.8784	15.3977	cerebral-cortex	glial-cells	Medium	Approved
SIRT4	23409	2.03645	2.05327	NA	NA	NA	NA
SIRT5	23408	6.78661	6.24434	cerebral-cortex	glial-cells	Low	Approved
SIRT6	51548	15.7972	20.2358	cerebral-cortex	glial-cells	Medium	Supported
SIRT7	51547	10.872	10.6103	cerebral-cortex	glial-cells	Medium	Approved
SIVA1	10572	69.6159	64.1789	NA	NA	NA	NA
SIX1	6495	0.731226	3.93704	NA	NA	NA	NA
SIX2	10736	1.34366	3.36615	NA	NA	NA	NA
SIX4	51804	1.30235	1.85345	NA	NA	NA	NA
SIX5	147912	14.5938	12.8719	NA	NA	NA	NA
SIX6	4990	0.762261	3.02904	NA	NA	NA	NA
SKA2	348235	156.399	122.317	NA	NA	NA	NA
SKA2P1	729012	4.79286	3.06668	NA	NA	NA	NA
SKA3	221150	19.154	15.7759	NA	NA	NA	NA
SKAP2	8935	1.8199	2.27988	cerebral-cortex	glial-cells	Low	Enhanced
SKI	6497	25.2861	26.0309	cerebral-cortex	glial-cells	Medium	Approved
SKIDA1	387640	24.9315	10.3186	NA	NA	NA	NA
SKIL	6498	11.8764	19.2042	NA	NA	NA	NA
SKOR1	390598	0.34373	0.307404	NA	NA	NA	NA
SKP1	6500	382.794	427.264	cerebral-cortex	glial-cells	High	Approved
SKP1P1	6922	1.3369	1.09575	NA	NA	NA	NA
SKP2	6502	31.6811	21.1711	NA	NA	NA	NA
SLA	6503	0.0148103	0	NA	NA	NA	NA
SLA2	84174	0.182897	0.0541715	NA	NA	NA	NA
SLAIN1	122060	40.7603	35.2484	NA	NA	NA	NA
SLAIN2	57606	18.7335	19.9536	NA	NA	NA	NA
SLBP	7884	30.9378	35.741	cerebral-cortex	glial-cells	Low	Supported
SLC10A4	201780	1.8764	2.2506	NA	NA	NA	NA
SLC10A5	347051	0.243752	0.344309	NA	NA	NA	NA
SLC10A7	84068	3.2861	2.93549	NA	NA	NA	NA
SLC11A2	4891	19.5016	15.4485	NA	NA	NA	NA
SLC12A2	6558	11.6693	11.8213	cerebral-cortex	glial-cells	Low	Approved
SLC12A4	6560	12.4703	11.7663	NA	NA	NA	NA
SLC12A5	57468	4.91059	3.50345	NA	NA	NA	NA
SLC12A6	9990	6.71036	3.39383	NA	NA	NA	NA
SLC12A7	10723	16.6799	14.3135	cerebral-cortex	glial-cells	Medium	Approved
SLC12A8	84561	3.66291	2.35027	NA	NA	NA	NA
SLC12A9	56996	10.7327	12.1837	cerebral-cortex	glial-cells	Low	Approved
SLC13A3	64849	1.16209	1.04206	NA	NA	NA	NA
SLC13A4	26266	0.737751	1.14941	NA	NA	NA	NA
SLC13A5	284111	0.805204	1.41007	NA	NA	NA	NA
SLC15A2	6565	1.00151	1.04228	NA	NA	NA	NA
SLC15A3	51296	9.40093	7.34701	NA	NA	NA	NA
SLC15A4	121260	4.76354	5.86578	cerebral-cortex	glial-cells	Medium	Approved
SLC16A1	6566	46.8247	37.8092	NA	NA	NA	NA
SLC16A1-AS1	100506392	1.48033	1.27337	NA	NA	NA	NA
SLC16A10	117247	2.0061	0.755054	NA	NA	NA	NA
SLC16A11	162515	0.204723	0.17704	NA	NA	NA	NA
SLC16A13	201232	3.13525	3.34289	NA	NA	NA	NA
SLC16A14	151473	2.28362	2.95117	NA	NA	NA	NA
SLC16A2	6567	12.0085	18.9289	NA	NA	NA	NA
SLC16A3	9123	0.451508	0.574744	cerebral-cortex	glial-cells	Low	Approved
SLC16A4	9122	1.90637	1.92431	NA	NA	NA	NA
SLC16A5	9121	0.192249	0.159033	NA	NA	NA	NA
SLC16A6P1	440459	0.0569796	0.214403	NA	NA	NA	NA
SLC16A7	9194	1.19642	0.213542	NA	NA	NA	NA
SLC16A8	23539	0.0573508	0.0915824	NA	NA	NA	NA
SLC16A9	220963	11.7361	8.36052	NA	NA	NA	NA
SLC17A5	26503	2.9991	4.71736	NA	NA	NA	NA
SLC17A6	57084	0.936306	1.09945	NA	NA	NA	NA
SLC17A7	57030	0.208132	0.360675	NA	NA	NA	NA
SLC17A8	246213	1.10584	3.30461	NA	NA	NA	NA
SLC18A1	6570	0.218764	0.464879	NA	NA	NA	NA
SLC18A2	6571	1.61954	2.29451	NA	NA	NA	NA
SLC18A3	6572	9.90676	16.3098	NA	NA	NA	NA
SLC18B1	116843	13.3281	8.32948	cerebral-cortex	glial-cells	Medium	Approved
SLC19A1	6573	7.09185	6.13465	NA	NA	NA	NA
SLC19A2	10560	7.78379	6.68006	NA	NA	NA	NA
SLC19A3	80704	0	0.0155922	cerebral-cortex	glial-cells	Low	Approved
SLC1A1	6505	0.259306	0.192908	cerebral-cortex	glial-cells	Medium	Approved
SLC1A2	6506	2.43344	2.2584	cerebral-cortex	glial-cells	Low	Enhanced
