SYMBOL	ENTREZID	BD_R.Veh.R1	BD_R.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
RPL7L1P8	402152	1.15919	0.753678	NA	NA	NA	NA
RPL7L1P9	100128899	0.265535	0.249382	NA	NA	NA	NA
RPL7P1	6174	125.342	150.719	NA	NA	NA	NA
RPL7P11	100270823	0.316181	0	NA	NA	NA	NA
RPL7P15	100270850	0	0	NA	NA	NA	NA
RPL7P18	100270852	0.180684	0.25452	NA	NA	NA	NA
RPL7P19	100270853	3.92754	3.79329	NA	NA	NA	NA
RPL7P21	729123	0.221974	0.312501	NA	NA	NA	NA
RPL7P22	728620	0.362048	0.509995	NA	NA	NA	NA
RPL7P23	648000	7.49588	7.27193	NA	NA	NA	NA
RPL7P24	100127893	0	0	NA	NA	NA	NA
RPL7P26	728380	0.348274	0.163572	NA	NA	NA	NA
RPL7P32	100130892	0.3547	0.0832949	NA	NA	NA	NA
RPL7P47	146110	0	0	NA	NA	NA	NA
RPL7P6	90193	1.70367	1.68417	NA	NA	NA	NA
RPL7P7	644896	0.287795	0	NA	NA	NA	NA
RPL7P9	653702	134.132	150.158	NA	NA	NA	NA
RPL8	6132	689.319	853.459	cerebral-cortex	glial-cells	Low	Enhanced
RPL9	6133	382.388	436.742	NA	NA	NA	NA
RPL9P16	727835	0.263291	0.24688	NA	NA	NA	NA
RPL9P2	729004	0	0.384893	NA	NA	NA	NA
RPL9P25	654350	0	0.79626	NA	NA	NA	NA
RPL9P29	100129357	1.10599	1.0374	NA	NA	NA	NA
RPL9P7	6126	1.32232	1.53226	NA	NA	NA	NA
RPL9P8	254948	117.957	128.252	NA	NA	NA	NA
RPLP0	6175	969.412	1077.15	cerebral-cortex	glial-cells	Low	Approved
RPLP0P2	113157	0.0289254	0.637386	NA	NA	NA	NA
RPLP0P6	220717	78.2578	82.8824	NA	NA	NA	NA
RPLP1	6176	655.975	849.722	NA	NA	NA	NA
RPLP1P11	100131087	1.38975	1.23949	NA	NA	NA	NA
RPLP2	6181	349.406	482.214	NA	NA	NA	NA
RPN1	6184	77.4978	96.0312	cerebral-cortex	glial-cells	Low	Enhanced
RPN2	6185	113.253	123.143	cerebral-cortex	glial-cells	Low	Enhanced
RPP25	54913	1.51545	2.86894	cerebral-cortex	glial-cells	Low	Approved
RPP25L	138716	15.7421	17.8657	NA	NA	NA	NA
RPP30	10556	35.8097	30.9413	cerebral-cortex	glial-cells	Low	Approved
RPP38	10557	13.7108	13.2962	cerebral-cortex	glial-cells	Low	Approved
RPP40	10799	6.32034	8.61397	NA	NA	NA	NA
RPPH1	85495	3.16899	6.90665	NA	NA	NA	NA
RPRD1A	55197	46.21	36.6249	cerebral-cortex	glial-cells	High	Supported
RPRD1B	58490	17.4388	14.4549	cerebral-cortex	glial-cells	Low	Approved
RPRD2	23248	12.1036	8.77118	NA	NA	NA	NA
RPRM	56475	3.74938	2.38785	NA	NA	NA	NA
RPRML	388394	7.88413	6.24652	NA	NA	NA	NA
RPS10	6204	631.56	724.66	cerebral-cortex	glial-cells	Medium	Approved
RPS10-NUDT3	100529239	5.48875	15.1406	NA	NA	NA	NA
RPS10P16	100271050	0	0.152866	NA	NA	NA	NA
RPS10P2	140758	0.1643	0.153902	NA	NA	NA	NA
RPS10P3	158104	0.821411	1.23117	NA	NA	NA	NA
RPS11	6205	1618.81	1715.88	NA	NA	NA	NA
RPS11P5	727826	1.8694	1.91096	NA	NA	NA	NA
RPS11P6	729258	0.051676	0.0776987	NA	NA	NA	NA
RPS12	6206	714.703	840.387	cerebral-cortex	glial-cells	Low	Approved
RPS12P26	100130495	0	0.457915	NA	NA	NA	NA
RPS12P28	100271553	0	0.69102	NA	NA	NA	NA
RPS13	6207	524.743	633.052	NA	NA	NA	NA
RPS14	6208	866.272	1009.73	cerebral-cortex	glial-cells	Low	Approved
RPS14P3	644068	45.0338	47.1214	NA	NA	NA	NA
RPS14P4	100132382	0	0.206554	NA	NA	NA	NA
RPS15	6209	572.544	657.674	NA	NA	NA	NA
RPS15A	6210	913.11	988.321	NA	NA	NA	NA
RPS15AP1	92682	0	0.469428	NA	NA	NA	NA
RPS15AP10	728963	2.10315	4.17864	NA	NA	NA	NA
RPS15AP11	644790	0	0.241819	NA	NA	NA	NA
RPS15AP12	100129243	0.254836	0.238303	NA	NA	NA	NA
RPS15AP16	100271358	0	0.55195	NA	NA	NA	NA
RPS15AP18	100271360	0	0.467081	NA	NA	NA	NA
RPS15AP24	648729	0.244806	0.457986	NA	NA	NA	NA
RPS15AP36	100271650	0.262887	0.491604	NA	NA	NA	NA
RPS15AP38	100271655	1.942	1.81544	NA	NA	NA	NA
RPS15AP5	414230	0	0	NA	NA	NA	NA
RPS15AP6	100271141	0.258802	0.726676	NA	NA	NA	NA
RPS15P5	729789	0.207699	0.194377	NA	NA	NA	NA
RPS16	6217	738.437	831.207	cerebral-cortex	glial-cells	Medium	Approved
RPS17	6218	74.075	89.5657	cerebral-cortex	glial-cells	Low	Approved
RPS18P12	388339	20.1232	9.94372	NA	NA	NA	NA
RPS18P9	645958	1.85616	2.43306	NA	NA	NA	NA
RPS19	6223	1.76241	2.73594	NA	NA	NA	NA
RPS19BP1	91582	43.6193	58.6173	NA	NA	NA	NA
RPS19P1	85486	0	0	NA	NA	NA	NA
RPS19P3	728953	0.80026	2.43468	NA	NA	NA	NA
RPS2	6187	963.968	1166.3	NA	NA	NA	NA
RPS20	6224	1096	1217.86	cerebral-cortex	glial-cells	Low	Approved
RPS20P10	100271081	0.718663	0.669596	NA	NA	NA	NA
RPS20P14	440992	54.9469	60.7915	NA	NA	NA	NA
RPS20P22	100271087	8.75865	6.21377	NA	NA	NA	NA
RPS20P35	100271566	0	0	NA	NA	NA	NA
RPS20P4	6226	0	0.285958	NA	NA	NA	NA
RPS21	6227	629.159	704.053	NA	NA	NA	NA
RPS21P4	100128912	1.63442	0.147025	NA	NA	NA	NA
RPS23	6228	1362.63	1597.8	NA	NA	NA	NA
RPS23P8	653658	29.8316	34.9117	NA	NA	NA	NA
RPS24	6229	1485.8	1745.12	NA	NA	NA	NA
RPS24P8	100216336	4.27977	4.22554	NA	NA	NA	NA
RPS26	6231	103.796	114.82	NA	NA	NA	NA
RPS26P11	441502	1.5968	2.98398	NA	NA	NA	NA
RPS26P15	644928	0.319376	0	NA	NA	NA	NA
RPS26P3	441386	2.65514	3.44096	NA	NA	NA	NA
RPS26P31	645979	1.27745	0.298468	NA	NA	NA	NA
RPS26P47	400156	0.401773	0.298398	NA	NA	NA	NA
RPS26P6	392256	2.18959	1.96168	NA	NA	NA	NA
RPS26P8	644191	0	0.187261	NA	NA	NA	NA
RPS27	6232	1982.63	2242.48	NA	NA	NA	NA
RPS27A	6233	520.648	673.041	cerebral-cortex	glial-cells	High	Supported
RPS27AP1	103911	0	0	NA	NA	NA	NA
RPS27L	51065	113.801	154.765	NA	NA	NA	NA
RPS27P25	100271584	1.6139	2.0742	NA	NA	NA	NA
RPS27P27	100271585	0	0	NA	NA	NA	NA
RPS28	6234	309.191	368.077	NA	NA	NA	NA
RPS29	6235	970.585	1228.25	cerebral-cortex	glial-cells	Low	Approved
RPS2P1	140755	0.310575	0.0729516	NA	NA	NA	NA
RPS2P32	256355	1.95031	1.83303	NA	NA	NA	NA
RPS2P4	92427	0	0.34528	NA	NA	NA	NA
RPS2P46	125208	58.0929	63.0248	NA	NA	NA	NA
RPS2P5	100130562	159.81	159.673	NA	NA	NA	NA
RPS2P55	286444	2.1009	2.18119	NA	NA	NA	NA
RPS2P7	86781	1.9703	2.24857	NA	NA	NA	NA
RPS3	6188	1127.02	1227.46	NA	NA	NA	NA
RPS3A	6189	1106.98	1266.7	cerebral-cortex	glial-cells	Medium	Approved
RPS3AP25	645968	1.70777	1.14595	NA	NA	NA	NA
RPS3AP26	644972	27.1689	28.4699	NA	NA	NA	NA
RPS3AP34	100271260	0.332032	0	NA	NA	NA	NA
RPS3AP47	146053	2.16116	2.31838	NA	NA	NA	NA
RPS3AP49	400652	0.163475	0.230357	NA	NA	NA	NA
RPS3AP5	439992	7.76438	11.3075	NA	NA	NA	NA
RPS3AP6	145767	50.026	60.166	NA	NA	NA	NA
RPS3P6	645000	0	0.335565	NA	NA	NA	NA
RPS4X	6191	428.811	453.071	NA	NA	NA	NA
RPS4XP1	400064	0.24647	0	NA	NA	NA	NA
RPS4XP11	441550	0.337275	0.396012	NA	NA	NA	NA
RPS4XP13	390183	0.163754	0.230748	NA	NA	NA	NA
RPS4XP14	729097	0	0.0779755	NA	NA	NA	NA
RPS4XP16	220433	1.0148	0.873105	NA	NA	NA	NA
RPS4XP17	100128140	0.0871247	0.0818764	NA	NA	NA	NA
RPS4XP22	100131614	0.0831517	0.0781097	NA	NA	NA	NA
RPS4XP3	128580	4.96799	8.45057	NA	NA	NA	NA
RPS4XP5	100271132	0.0849275	0.221564	NA	NA	NA	NA
RPS4XP6	391777	1.21164	0.75885	NA	NA	NA	NA
RPS4Y1	6192	209.401	231.629	NA	NA	NA	NA
RPS5	6193	498.622	587.559	cerebral-cortex	glial-cells	Low	Enhanced
RPS6	6194	755.202	849.482	cerebral-cortex	glial-cells	Medium	Approved
RPS6KA1	6195	8.05569	6.14675	cerebral-cortex	glial-cells	Medium	Enhanced
RPS6KA2	6196	26.5508	25.1815	cerebral-cortex	glial-cells	Medium	Approved
RPS6KA2-IT1	100874353	0.127439	0	NA	NA	NA	NA
RPS6KA3	6197	11.9859	9.59944	cerebral-cortex	glial-cells	Low	Approved
RPS6KA4	8986	4.48578	7.58801	cerebral-cortex	glial-cells	Medium	Approved
RPS6KA5	9252	1.1888	0.764665	cerebral-cortex	glial-cells	High	Approved
RPS6KA6	27330	4.11553	2.66332	NA	NA	NA	NA
RPS6KB1	6198	20.0337	16.8294	cerebral-cortex	glial-cells	Low	Approved
RPS6KB2	6199	20.1241	19.1501	NA	NA	NA	NA
RPS6KC1	26750	7.84889	10.2795	NA	NA	NA	NA
RPS6KL1	83694	6.5706	5.00764	cerebral-cortex	glial-cells	Low	Approved
RPS7	6201	617.426	673.072	cerebral-cortex	glial-cells	High	Approved
RPS7P10	100128060	14.6512	16.1268	NA	NA	NA	NA
RPS7P11	644315	34.1584	38.4919	NA	NA	NA	NA
RPS7P14	646108	0.126105	0	NA	NA	NA	NA
RPS7P3	440732	0.127103	0.119203	NA	NA	NA	NA
RPS7P4	149224	2.27585	0.94864	NA	NA	NA	NA
RPS8	6202	637.581	773.151	NA	NA	NA	NA
RPSA	3921	792.181	793.426	cerebral-cortex	glial-cells	Medium	Approved
RPSAP14	3924	3.69518	3.39464	NA	NA	NA	NA
RPSAP15	220885	8.92808	9.4853	NA	NA	NA	NA
RPSAP4	145259	0.0700602	0.0658459	NA	NA	NA	NA
RPSAP41	100270918	0.186491	0.284619	NA	NA	NA	NA
RPSAP47	389672	0.0700602	0.32923	NA	NA	NA	NA
RPSAP52	204010	0	0.133632	NA	NA	NA	NA
RPSAP54	642641	0.491855	0.33019	NA	NA	NA	NA
RPSAP58	388524	141.059	133.557	NA	NA	NA	NA
RPSAP8	643617	1.88887	2.36701	NA	NA	NA	NA
RPSAP9	653162	2.03175	1.90953	NA	NA	NA	NA
RPTOR	57521	8.95485	7.94995	cerebral-cortex	glial-cells	Low	Approved
RPUSD1	113000	9.85327	12.2996	cerebral-cortex	glial-cells	Low	Approved
RPUSD2	27079	5.889	6.21986	NA	NA	NA	NA
RPUSD3	285367	23.0524	26.575	NA	NA	NA	NA
RPUSD4	84881	14.8354	16.0911	cerebral-cortex	glial-cells	Medium	Approved
RRAD	6236	0.113167	0.330951	NA	NA	NA	NA
RRAGA	10670	41.8781	48.7697	NA	NA	NA	NA
RRAGB	10325	10.5105	12.0309	NA	NA	NA	NA
RRAGC	64121	14.4627	18.9027	cerebral-cortex	glial-cells	High	Supported
RRAGD	58528	8.4287	6.94373	cerebral-cortex	glial-cells	Low	Approved
RRAS	6237	1.54114	6.28983	NA	NA	NA	NA
RRAS2	22800	0.297018	2.17899	cerebral-cortex	glial-cells	Low	Approved
RRBP1	6238	12.8066	28.5915	cerebral-cortex	glial-cells	High	Enhanced
RREB1	6239	5.04989	4.30552	NA	NA	NA	NA
RRH	10692	0.153425	0.144376	NA	NA	NA	NA
RRM1	6240	99.4166	76.1229	cerebral-cortex	glial-cells	Low	Enhanced
RRM2	6241	90.5842	73.2966	NA	NA	NA	NA
RRM2B	50484	11.4101	11.4427	cerebral-cortex	glial-cells	High	Approved
RRM2P2	6244	0.106797	0.300694	NA	NA	NA	NA
RRM2P3	100420159	0.500111	0.14112	NA	NA	NA	NA
RRN3	54700	18.9964	19.3624	cerebral-cortex	glial-cells	Low	Supported
RRN3P1	730092	8.70551	7.89399	NA	NA	NA	NA
RRN3P2	653390	0.802804	0.23708	NA	NA	NA	NA
RRN3P3	100131998	2.21363	1.57171	NA	NA	NA	NA
RRNAD1	51093	18.9535	12.2369	cerebral-cortex	glial-cells	Medium	Approved
RRP1	8568	13.435	12.3763	NA	NA	NA	NA
RRP12	23223	8.03725	8.53464	NA	NA	NA	NA
RRP15	51018	5.96112	7.1537	cerebral-cortex	glial-cells	Medium	Approved
RRP1B	23076	19.498	15.9709	cerebral-cortex	glial-cells	Medium	Supported
RRP36	88745	38.2407	48.8134	NA	NA	NA	NA
RRP7A	27341	22.308	23.1608	cerebral-cortex	glial-cells	Medium	Approved
RRP8	23378	5.14787	8.39652	cerebral-cortex	glial-cells	Low	Supported
RRP9	9136	8.662	10.2889	NA	NA	NA	NA
RRS1	23212	14.0149	17.2274	NA	NA	NA	NA
RSAD1	55316	14.5819	20.2965	cerebral-cortex	glial-cells	Low	Approved
RSAD2	91543	0.521597	0.476199	NA	NA	NA	NA
RSBN1	54665	11.3544	6.84949	cerebral-cortex	glial-cells	Low	Approved
RSBN1L	222194	17.7699	13.6961	cerebral-cortex	glial-cells	Low	Approved
RSC1A1	6248	2.1953	0	cerebral-cortex	glial-cells	Low	Approved
RSF1	51773	49.7988	33.6971	cerebral-cortex	glial-cells	Medium	Supported
RSF1-IT1	100874308	0	0.209804	NA	NA	NA	NA
RSL1D1	26156	73.6703	74.9347	cerebral-cortex	glial-cells	Low	Supported
RSL24D1	51187	63.6029	64.412	NA	NA	NA	NA
RSL24D1P1	100129755	1.15389	2.00742	NA	NA	NA	NA
RSL24D1P11	284288	0	0	NA	NA	NA	NA
RSL24D1P3	100130721	0.491182	0	NA	NA	NA	NA
RSL24D1P6	140757	0.477823	0.670395	NA	NA	NA	NA
RSL24D1P8	100462809	0.165403	0	NA	NA	NA	NA
RSPH1	89765	0.467187	0.379953	NA	NA	NA	NA
RSPH10B	222967	0.0980916	0.176448	NA	NA	NA	NA
RSPH3	83861	2.20694	1.61637	NA	NA	NA	NA
RSPH4A	345895	2.7531	1.56708	NA	NA	NA	NA
RSPH9	221421	0.402713	0.542909	NA	NA	NA	NA
RSPO2	340419	0.0210309	0.0396097	NA	NA	NA	NA
RSPO3	84870	0.211886	0.30838	NA	NA	NA	NA
RSPRY1	89970	24.1736	29.1936	NA	NA	NA	NA
RSRC1	51319	22.2342	19.7634	cerebral-cortex	glial-cells	Medium	Supported
RSRC2	65117	97.7548	85.6137	NA	NA	NA	NA
RSU1	6251	24.1392	43.5475	NA	NA	NA	NA
RTBDN	83546	0.0900363	0.0965808	NA	NA	NA	NA
RTCA	8634	13.0165	17.7699	NA	NA	NA	NA
RTCB	51493	67.52	62.6835	cerebral-cortex	glial-cells	Medium	Supported
RTEL1	51750	7.79112	6.00533	NA	NA	NA	NA
RTEL1-TNFRSF6B	100533107	4.40167	3.48982	NA	NA	NA	NA
RTF1	23168	30.153	24.9979	NA	NA	NA	NA
RTKN	6242	14.3145	17.3031	cerebral-cortex	glial-cells	Medium	Approved
RTKN2	219790	19.3793	12.025	NA	NA	NA	NA
RTL1	388015	0.216755	0.170153	NA	NA	NA	NA
RTN1	6252	13.2424	9.97633	NA	NA	NA	NA
RTN2	6253	11.7978	15.5289	NA	NA	NA	NA
RTN3	10313	155.654	136.721	cerebral-cortex	glial-cells	High	Enhanced
RTN3P1	152905	9.63121	8.24531	NA	NA	NA	NA
RTN4	57142	160.01	158.079	cerebral-cortex	glial-cells	Low	Supported
RTN4IP1	84816	5.84794	6.52634	cerebral-cortex	glial-cells	Low	Approved
RTN4R	65078	12.4568	13.0229	NA	NA	NA	NA
RTN4RL1	146760	0.126361	0.925735	NA	NA	NA	NA
RTN4RL2	349667	7.4284	9.43781	NA	NA	NA	NA
RTP1	132112	0.071553	0.0898288	NA	NA	NA	NA
RTTN	25914	9.22894	11.7213	NA	NA	NA	NA
RUFY1	80230	25.3088	24.9282	NA	NA	NA	NA
RUFY2	55680	11.1451	11.5284	cerebral-cortex	glial-cells	Low	Approved
RUFY3	22902	73.7497	74.0017	NA	NA	NA	NA
RUNDC1	146923	8.11025	8.36336	NA	NA	NA	NA
RUNDC3A	10900	7.54224	7.54339	NA	NA	NA	NA
RUNDC3B	154661	1.12559	0.554916	NA	NA	NA	NA
RUNX1	861	0.108741	0.851367	NA	NA	NA	NA
RUNX1T1	862	2.51672	3.30182	NA	NA	NA	NA
RUNX2	860	0.475165	2.78106	NA	NA	NA	NA
RUSC1	23623	16.6453	16.0645	cerebral-cortex	glial-cells	Medium	Approved
RUSC1-AS1	284618	17.9061	16.234	NA	NA	NA	NA
RUSC2	9853	8.37247	7.73967	NA	NA	NA	NA
RUVBL1	8607	53.7716	49.8321	NA	NA	NA	NA
RUVBL2	10856	44.93	44.268	NA	NA	NA	NA
RWDD1	51389	27.3529	32.3329	cerebral-cortex	glial-cells	Low	Approved
RWDD2A	112611	5.64204	6.64091	NA	NA	NA	NA
RWDD2B	10069	0.815791	2.91181	NA	NA	NA	NA
RWDD3	25950	23.0231	27.3422	NA	NA	NA	NA
RWDD4	201965	6.48011	7.34689	cerebral-cortex	glial-cells	Medium	Approved
RWDD4P1	100419903	1.72043	3.10228	NA	NA	NA	NA
RWDD4P2	647009	5.45582	2.74501	NA	NA	NA	NA
RXRA	6256	18.095	16.1744	cerebral-cortex	glial-cells	Medium	Supported
RXRG	6258	0.131025	0.148028	NA	NA	NA	NA
RYBP	23429	9.78278	9.70054	NA	NA	NA	NA
RYK	6259	30.0995	31.4541	NA	NA	NA	NA
RYKP1	6260	0.375469	0.441779	NA	NA	NA	NA
RYR1	6261	0.642137	0.140166	NA	NA	NA	NA
RYR2	6262	0.0783095	0.353197	NA	NA	NA	NA
RYR3	6263	13.3276	16.3362	NA	NA	NA	NA
S100A1	6271	0.694645	0.77224	cerebral-cortex	glial-cells	Medium	Enhanced
S100A10	6281	3.23847	36.468	NA	NA	NA	NA
S100A11	6282	18.8765	156.365	cerebral-cortex	glial-cells	Low	Enhanced
S100A13	6284	42.1554	55.8164	cerebral-cortex	glial-cells	Medium	Approved
S100A16	140576	6.97064	4.99445	cerebral-cortex	glial-cells	Low	Enhanced
S100A2	6273	0.190525	0.17848	NA	NA	NA	NA
S100A3	6274	0	0	NA	NA	NA	NA
S100A4	6275	2.26039	12.5009	NA	NA	NA	NA
S100A6	6277	0.622805	5.5464	NA	NA	NA	NA
S100B	6285	9.0331	31.1608	cerebral-cortex	glial-cells	High	Enhanced
S100P	6286	0.178498	0.251893	cerebral-cortex	glial-cells	Low	Enhanced
S100PBP	64766	28.2782	26.2604	NA	NA	NA	NA
S1PR1	1901	8.8059	2.44117	cerebral-cortex	glial-cells	Low	Supported
S1PR2	9294	1.93034	6.23856	NA	NA	NA	NA
S1PR3	1903	18.7307	24.9053	NA	NA	NA	NA
S1PR5	53637	0.700851	1.28682	NA	NA	NA	NA
SAAL1	113174	32.5339	28.461	cerebral-cortex	glial-cells	Medium	Approved
SAC3D1	29901	12.1545	12.7995	NA	NA	NA	NA
SACM1L	22908	26.8374	27.5149	cerebral-cortex	glial-cells	Medium	Approved
SACS	26278	29.9075	20.5121	NA	NA	NA	NA
SACS-AS1	100506680	0.547914	0.294771	NA	NA	NA	NA
SAE1	10055	172.794	147.214	cerebral-cortex	glial-cells	Low	Supported
SAFB	6294	86.45	77.5906	cerebral-cortex	glial-cells	High	Supported
SAFB2	9667	34.6431	34.241	cerebral-cortex	glial-cells	Medium	Approved
SALL1	6299	75.392	42.7269	cerebral-cortex	glial-cells	Medium	Enhanced
SALL2	6297	153.767	85.6864	cerebral-cortex	glial-cells	Low	Approved
SALL4	57167	33.165	11.2353	NA	NA	NA	NA
SAMD1	90378	34.3193	35.0042	NA	NA	NA	NA
SAMD10	140700	4.69837	4.97444	cerebral-cortex	glial-cells	Low	Approved
SAMD11	148398	0.452339	0.626145	NA	NA	NA	NA
SAMD12	401474	0.751158	0.280384	NA	NA	NA	NA
SAMD13	148418	0.87077	0.623054	NA	NA	NA	NA
SAMD14	201191	14.2407	20.6264	NA	NA	NA	NA
SAMD15	161394	2.71508	1.96284	cerebral-cortex	glial-cells	High	Enhanced
SAMD3	154075	0.120788	0.193038	NA	NA	NA	NA
SAMD4A	23034	7.43758	6.00194	cerebral-cortex	glial-cells	Low	Approved
SAMD4B	55095	64.2753	50.8676	cerebral-cortex	glial-cells	Low	Approved
SAMD5	389432	0.857181	1.23061	NA	NA	NA	NA
SAMD8	142891	7.47535	8.05554	NA	NA	NA	NA
SAMD9	54809	0.0722696	0.347263	NA	NA	NA	NA
SAMD9L	219285	0.0513349	0.229584	cerebral-cortex	glial-cells	Medium	Enhanced
SAMHD1	25939	4.39868	5.42553	cerebral-cortex	glial-cells	Medium	Enhanced
SAMM50	25813	28.1468	30.869	cerebral-cortex	glial-cells	Medium	Enhanced
SAP130	79595	18.9075	15.5251	NA	NA	NA	NA
SAP18	10284	58.1016	56.8877	cerebral-cortex	glial-cells	Medium	Supported
SAP30	8819	23.4517	25.0446	NA	NA	NA	NA
SAP30BP	29115	45.7555	48.7512	cerebral-cortex	glial-cells	High	Supported
SAP30L	79685	21.4176	17.7018	cerebral-cortex	glial-cells	High	Approved
SAP30L-AS1	386627	0.418425	0.678252	NA	NA	NA	NA
SAPCD2	89958	14.3128	9.33963	cerebral-cortex	glial-cells	Low	Approved
SAR1A	56681	45.1665	48.1144	cerebral-cortex	glial-cells	Medium	Supported
SAR1B	51128	17.0714	22.3779	NA	NA	NA	NA
SARDH	1757	1.38037	0.78095	cerebral-cortex	glial-cells	Low	Approved
SARM1	23098	0.202658	0.0250429	NA	NA	NA	NA
SARNP	84324	104.369	100.679	cerebral-cortex	glial-cells	Low	Supported
SARS2	54938	24.1095	16.786	NA	NA	NA	NA
SART1	9092	32.6636	36.3692	NA	NA	NA	NA
SART3	9733	37.3654	32.8692	cerebral-cortex	glial-cells	Medium	Approved
SASH1	23328	9.07816	10.1008	NA	NA	NA	NA
SASS6	163786	8.26652	5.74799	NA	NA	NA	NA
SAT1	6303	45.7482	93.98	NA	NA	NA	NA
SAT2	112483	81.8811	93.1143	NA	NA	NA	NA
SATB1	6304	14.8221	13.3591	NA	NA	NA	NA
SATB2	23314	2.67942	3.4126	NA	NA	NA	NA
SATB2-AS1	150538	0.175738	0.166766	NA	NA	NA	NA
SATL1	340562	0.629317	0.905449	NA	NA	NA	NA
SAV1	60485	12.3264	12.9766	NA	NA	NA	NA
SAYSD1	55776	6.33273	9.16476	NA	NA	NA	NA
SBDS	51119	27.736	34.283	cerebral-cortex	glial-cells	Medium	Approved
SBDSP1	155370	2.95801	2.77006	NA	NA	NA	NA
SBF1	6305	29.0173	29.1946	NA	NA	NA	NA
SBF2	81846	19.2725	18.0631	NA	NA	NA	NA
SBF2-AS1	283104	0.342512	0.371251	NA	NA	NA	NA
SBK1	388228	38.3171	28.3657	NA	NA	NA	NA
SBK3	100130827	0.832668	0.146013	NA	NA	NA	NA
SBNO1	55206	13.545	11.7712	cerebral-cortex	glial-cells	Medium	Approved
SBNO2	22904	5.4282	5.77202	NA	NA	NA	NA
SBSPON	157869	0.747799	0.918223	NA	NA	NA	NA
SC5D	6309	70.5526	60.2985	NA	NA	NA	NA
SCAF1	58506	20.6351	20.5276	cerebral-cortex	glial-cells	High	Approved
SCAF11	9169	43.7937	35.7242	NA	NA	NA	NA
SCAF4	57466	25.9701	20.5532	cerebral-cortex	glial-cells	Medium	Enhanced
SCAF8	22828	31.8049	24.7767	cerebral-cortex	glial-cells	High	Enhanced
SCAI	286205	3.66179	2.40913	cerebral-cortex	glial-cells	Low	Approved
SCAMP1	9522	10.5202	13.7904	NA	NA	NA	NA
SCAMP2	10066	15.1558	18.0511	cerebral-cortex	glial-cells	Low	Approved
SCAMP4	113178	25.7203	23.0984	cerebral-cortex	glial-cells	Low	Approved
SCAMP5	192683	21.104	16.725	NA	NA	NA	NA
SCAND1	51282	50.1625	54.2552	NA	NA	NA	NA
SCAND2P	54581	10.8658	6.63321	NA	NA	NA	NA
SCAP	22937	27.8161	25.9532	cerebral-cortex	glial-cells	Low	Approved
SCAPER	49855	4.65735	5.9157	NA	NA	NA	NA
SCARA3	51435	15.1235	17.6564	NA	NA	NA	NA
SCARA5	286133	0	0.182304	cerebral-cortex	glial-cells	Low	Approved
SCARB1	949	9.75659	13.4901	cerebral-cortex	glial-cells	Low	Enhanced
SCARB2	950	36.3145	46.2854	cerebral-cortex	glial-cells	High	Supported
SCARF1	8578	0.41484	0.83286	NA	NA	NA	NA
SCARF2	91179	8.90482	12.7075	cerebral-cortex	glial-cells	Medium	Approved
SCARNA10	692148	0.359468	0	NA	NA	NA	NA
SCARNA13	677768	3.96357	3.16803	NA	NA	NA	NA
SCARNA2	677766	0.656349	1.02357	NA	NA	NA	NA
SCARNA7	677767	0.71884	0.671385	NA	NA	NA	NA
SCARNA9	619383	1.23871	0.868216	NA	NA	NA	NA
SCCPDH	51097	27.1733	27.7714	cerebral-cortex	glial-cells	High	Enhanced
SCD	6319	361.678	174.178	cerebral-cortex	glial-cells	Medium	Approved
SCD5	79966	36.8138	46.0945	NA	NA	NA	NA
SCDP1	645313	0.382737	0.0514189	NA	NA	NA	NA
SCFD1	23256	32.1281	33.5371	cerebral-cortex	glial-cells	Low	Approved
SCFD2	152579	4.21972	4.51797	cerebral-cortex	glial-cells	Low	Enhanced
SCG2	7857	2.83419	14.8126	NA	NA	NA	NA
SCG3	29106	11.0977	9.72025	cerebral-cortex	glial-cells	Low	Enhanced
SCG5	6447	1.80601	1.1014	NA	NA	NA	NA
SCGB1B2P	643719	0.302711	0.65974	NA	NA	NA	NA
SCGB2B2	284402	0.255053	0.16122	NA	NA	NA	NA
SCHIP1	29970	45.2759	39.2604	NA	NA	NA	NA
SCIMP	388325	0.127108	0.154925	NA	NA	NA	NA
SCIN	85477	0.104081	0.185083	cerebral-cortex	glial-cells	Low	Enhanced
SCLT1	132320	7.50461	8.08518	cerebral-cortex	glial-cells	High	Approved
SCLY	51540	11.6703	13.5166	NA	NA	NA	NA
SCMH1	22955	18.1093	13.1089	NA	NA	NA	NA
SCML1	6322	18.2469	15.5369	NA	NA	NA	NA
SCML2	10389	15.5663	10.8016	NA	NA	NA	NA
SCML2P2	100421172	0.426248	0.665932	NA	NA	NA	NA
SCML4	256380	0.154816	0.127547	NA	NA	NA	NA
SCN11A	11280	0.519181	0.45518	NA	NA	NA	NA
SCN1A	6323	1.85069	2.96453	NA	NA	NA	NA
SCN1B	6324	0.43174	0.484786	NA	NA	NA	NA
SCN2A	6326	0.323253	0.354336	NA	NA	NA	NA
SCN2B	6327	0.0683632	0.297882	NA	NA	NA	NA
SCN3A	6328	9.04431	8.88495	NA	NA	NA	NA
SCN3B	55800	2.96036	3.19981	NA	NA	NA	NA
SCN4B	6330	0.440695	2.84007	NA	NA	NA	NA
SCN5A	6331	0.171193	0.263172	NA	NA	NA	NA
SCN7A	6332	1.57839	1.4073	NA	NA	NA	NA
