SYMBOL	ENTREZID	HT.1	HT.4	HT.5	HT.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
C19orf53	28974	127.39	141.173	106.927	99.8417	cerebral-cortex	glial-cells	Low	Approved
C19orf54	284325	0.826009	1.16229	2.38724	1.31018	cerebral-cortex	glial-cells	Low	Approved
C19orf57	79173	2.95405	4.06717	5.75029	5.51436	NA	NA	NA	NA
C19orf67	646457	0.729496	0.303643	0.583935	0.246659	NA	NA	NA	NA
C19orf71	100128569	2.98764	1.98278	2.61207	1.15318	NA	NA	NA	NA
C19orf73	55150	3.02418	1.54554	1.73802	2.13899	NA	NA	NA	NA
C19orf81	342918	9.55562	9.28094	3.14066	8.39049	cerebral-cortex	glial-cells	Low	Enhanced
C1D	10438	11.5197	11.1231	11.9001	13.012	NA	NA	NA	NA
C1DP1	554049	8.65221	5.21522	8.73499	5.72418	NA	NA	NA	NA
C1GALT1	56913	31.6223	19.0343	27.6299	39.937	cerebral-cortex	glial-cells	Medium	Enhanced
C1GALT1C1	29071	12.5405	9.65569	9.24537	8.63785	cerebral-cortex	glial-cells	High	Approved
C1orf100	200159	0.278369	0	0	0.0787563	NA	NA	NA	NA
C1orf105	92346	0.136595	0.0593557	0	0.193169	NA	NA	NA	NA
C1orf109	54955	21.6073	23.2499	27.3933	17.804	NA	NA	NA	NA
C1orf112	55732	7.25683	7.78972	8.89482	13.5669	NA	NA	NA	NA
C1orf115	79762	0.399301	0.666366	0.562995	0.266733	NA	NA	NA	NA
C1orf122	127687	63.0018	70.0529	41.7632	67.289	NA	NA	NA	NA
C1orf131	128061	40.0063	35.7666	33.4935	25.4166	cerebral-cortex	glial-cells	Medium	Enhanced
C1orf143	440714	0.317579	0.663637	0.335829	0.0898404	NA	NA	NA	NA
C1orf146	388649	0	0	0.239603	0.0801339	NA	NA	NA	NA
C1orf158	93190	2.40931	1.23905	0.178768	1.55998	NA	NA	NA	NA
C1orf159	54991	6.34443	9.16623	9.31008	7.61706	cerebral-cortex	glial-cells	Low	Approved
C1orf162	128346	0.449123	0.202	0.493392	0.864096	cerebral-cortex	glial-cells	High	Approved
C1orf174	339448	10.3076	8.62702	11.9584	10.3675	NA	NA	NA	NA
C1orf189	388701	4.97875	1.25047	0.607482	1.3544	NA	NA	NA	NA
C1orf194	127003	12.8406	6.48234	5.09906	3.02791	NA	NA	NA	NA
C1orf195	727684	0	0.193959	0.62817	1.50203	NA	NA	NA	NA
C1orf198	84886	31.4365	30.1524	15.934	42.8229	cerebral-cortex	glial-cells	Medium	Approved
C1orf21	81563	27.1579	18.7645	18.338	17.4129	NA	NA	NA	NA
C1orf216	127703	12.4863	8.09137	8.82418	7.82666	NA	NA	NA	NA
C1orf220	400798	0.75848	0.939314	0.702146	1.20797	NA	NA	NA	NA
C1orf226	400793	6.41591	8.82449	4.03952	5.36012	cerebral-cortex	glial-cells	Low	Approved
C1orf229	388759	0.484959	0.542896	0.494512	0.441012	NA	NA	NA	NA
C1orf35	79169	18.7241	20.0207	19.2584	18.1452	cerebral-cortex	glial-cells	Low	Approved
C1orf43	25912	92.8897	92.5222	73.6195	98.0812	cerebral-cortex	glial-cells	Medium	Approved
C1orf50	79078	12.984	9.07893	10.6476	8.87288	NA	NA	NA	NA
C1orf52	148423	22.2881	22.9931	21.1414	26.7616	cerebral-cortex	glial-cells	Low	Approved
C1orf53	388722	0.27625	0.329639	0.486866	0.267954	NA	NA	NA	NA
C1orf54	79630	0	0	0	0	NA	NA	NA	NA
C1orf56	54964	4.27879	3.65225	2.78525	3.84661	NA	NA	NA	NA
C1orf61	10485	512.727	612.303	723.874	794.736	NA	NA	NA	NA
C1orf74	148304	1.60651	1.62439	0.904213	1.17293	NA	NA	NA	NA
C1orf87	127795	0.191542	0.0586255	0.186675	0.143428	NA	NA	NA	NA
C1orf94	84970	0.313004	0.553079	0.447811	0.468816	NA	NA	NA	NA
C1QBP	708	152.317	135.591	117.9	134.789	cerebral-cortex	glial-cells	Medium	Supported
C1QL1	10882	267.282	249.976	115.991	233.528	NA	NA	NA	NA
C1QL4	338761	32.6075	1.89718	8.73147	11.5451	NA	NA	NA	NA
C1QTNF1	114897	0.0738349	0.0768124	0.489072	0.162893	NA	NA	NA	NA
C1QTNF2	114898	0.579564	1.00925	2.02587	0.341602	NA	NA	NA	NA
C1QTNF3	114899	4.55098	5.41203	5.05723	3.65672	NA	NA	NA	NA
C1QTNF4	114900	0.361827	1.88864	1.67045	1.3403	cerebral-cortex	glial-cells	High	Approved
C1QTNF5	114902	11.0634	22.8301	11.5583	7.90616	NA	NA	NA	NA
C1QTNF6	114904	6.657	14.3708	31.8841	14.522	NA	NA	NA	NA
C1QTNF7	114905	0.142083	0.253904	0.481906	0.188053	NA	NA	NA	NA
C1QTNF9	338872	0.130843	0.15604	0.204201	0.154691	NA	NA	NA	NA
C1R	715	88.665	97.4255	102.214	63.7584	NA	NA	NA	NA
C1RL	51279	23.3973	14.0547	22.6016	13.9287	NA	NA	NA	NA
C1RL-AS1	283314	1.5664	2.21029	4.5378	1.70086	NA	NA	NA	NA
C20orf144	128864	0.27766	0.498627	0.678985	0.343679	NA	NA	NA	NA
C20orf194	25943	7.40093	7.38321	7.93977	8.27164	NA	NA	NA	NA
C20orf202	400831	0.0253942	0.099498	0.0805604	0.14369	NA	NA	NA	NA
C20orf27	54976	14.7828	14.3484	9.84089	10.094	NA	NA	NA	NA
C20orf96	140680	1.24216	1.33707	2.59741	2.55667	NA	NA	NA	NA
C21orf58	54058	3.82973	5.4539	9.70808	3.29928	NA	NA	NA	NA
C21orf91	54149	17.1577	15.3485	19.2537	12.6471	cerebral-cortex	glial-cells	Low	Approved
C21orf91-OT1	246312	0.308601	0.0901968	0	0.436614	NA	NA	NA	NA
C22orf15	150248	0.17618	0.051133	0.221576	0.185641	NA	NA	NA	NA
C22orf23	84645	5.72286	5.3364	4.35915	7.71708	NA	NA	NA	NA
C22orf24	25775	0.450912	0.855391	1.57935	1.06523	NA	NA	NA	NA
C22orf31	25770	1.12186	1.75824	0.806703	1.58697	NA	NA	NA	NA
C22orf39	128977	23.8668	24.4478	23.9815	19.506	NA	NA	NA	NA
C22orf46	79640	5.00367	3.92635	3.82488	4.00885	NA	NA	NA	NA
C2CD2	25966	4.76992	7.60623	5.74208	5.91383	NA	NA	NA	NA
C2CD2L	9854	5.76327	5.08574	5.05048	4.97054	cerebral-cortex	glial-cells	Low	Approved
C2CD3	26005	13.5793	9.20279	17.8582	13.2742	cerebral-cortex	glial-cells	Low	Approved
C2CD4C	126567	6.46863	6.68155	6.97038	1.84401	NA	NA	NA	NA
C2CD5	9847	16.9196	17.326	16.2095	21.593	cerebral-cortex	glial-cells	Medium	Approved
C2orf15	150590	11.7597	12.8966	10.7453	11.9842	NA	NA	NA	NA
C2orf16	84226	0.463214	0.325757	0.326555	0.462041	NA	NA	NA	NA
C2orf27A	29798	1.45871	1.67831	1.44122	1.79587	NA	NA	NA	NA
C2orf42	54980	32.3027	20.7311	22.8199	29.6952	NA	NA	NA	NA
C2orf49	79074	36.044	30.6377	27.7404	30.457	cerebral-cortex	glial-cells	Medium	Approved
C2orf50	130813	6.44905	5.75119	1.82129	1.22354	NA	NA	NA	NA
C2orf66	401027	0.0728092	0.380368	0.436294	1.85391	NA	NA	NA	NA
C2orf68	388969	40.2217	24.2408	25.7807	25.157	NA	NA	NA	NA
C2orf69	205327	6.7273	6.7809	7.92566	5.25829	cerebral-cortex	glial-cells	Low	Approved
C2orf72	257407	48.0607	38.3067	44.8557	28.0718	NA	NA	NA	NA
C2orf73	129852	0.967242	0.30876	0.249753	0.830185	NA	NA	NA	NA
C2orf74	339804	2.16851	1.28126	0	0.711668	cerebral-cortex	glial-cells	Low	Approved
C2orf76	130355	16.28	15.0652	11.0602	10.7517	NA	NA	NA	NA
C2orf80	389073	20.5984	21.1126	9.43101	67.5107	NA	NA	NA	NA
C2orf81	388963	3.07127	3.68939	1.47508	2.25392	NA	NA	NA	NA
C2orf88	84281	1.19744	1.03473	2.1136	3.76716	NA	NA	NA	NA
C3	718	0.0985202	0.533404	0.110796	0.0994209	NA	NA	NA	NA
C3orf14	57415	23.1623	26.0201	17.7453	23.2617	cerebral-cortex	glial-cells	Medium	Approved
C3orf18	51161	15.65	18.3722	8.12608	13.7492	NA	NA	NA	NA
C3orf20	84077	0.155199	0.122589	0.184319	0.016127	NA	NA	NA	NA
C3orf33	285315	2.42735	2.70948	1.64366	2.45554	NA	NA	NA	NA
C3orf35	339883	0.393732	0.978616	1.03371	0.622473	NA	NA	NA	NA
C3orf38	285237	27.6044	25.362	28.5743	26.0799	cerebral-cortex	glial-cells	Medium	Approved
C3orf49	132200	0.348789	0.0426517	0.493047	0.28265	NA	NA	NA	NA
C3orf52	79669	1.60878	1.77247	1.13006	0.847722	NA	NA	NA	NA
C3orf62	375341	3.89835	3.36784	3.05	4.64772	NA	NA	NA	NA
C3orf67	200844	1.37319	0.803399	0.146879	1.39118	NA	NA	NA	NA
C3orf70	285382	7.23769	8.21197	11.8902	4.53565	NA	NA	NA	NA
C3orf84	646498	0.0791633	0.206819	0	0	NA	NA	NA	NA
C4A	720	0.0070273	1.26131	1.42974	0	NA	NA	NA	NA
C4orf19	55286	1.78141	3.35426	3.06723	0.870971	NA	NA	NA	NA
C4orf3	401152	49.5603	35.1496	35.4593	35.653	cerebral-cortex	glial-cells	Medium	Approved
C4orf33	132321	9.29523	11.9596	12.9393	12.6459	NA	NA	NA	NA
C4orf36	132989	1.50062	2.12366	1.66618	0.915085	NA	NA	NA	NA
C4orf45	152940	0.239902	0.290306	0.111469	1.51312	NA	NA	NA	NA
C4orf46	201725	7.79283	11.8492	13.8823	9.42609	NA	NA	NA	NA
C4orf47	441054	7.2192	7.59786	2.31403	4.12236	NA	NA	NA	NA
C4orf48	401115	53.6001	70.3399	52.5194	37.8137	NA	NA	NA	NA
C4orf51	646603	1.51239	0.505045	0.506265	0.540694	NA	NA	NA	NA
C5	727	5.1367	7.93436	3.7093	5.6013	NA	NA	NA	NA
C5AR1	728	1.26608	1.29529	2.06148	1.43269	NA	NA	NA	NA
C5orf15	56951	106.666	63.1177	49.8895	53.8376	NA	NA	NA	NA
C5orf22	55322	15.9455	15.0059	16.908	15.7211	cerebral-cortex	glial-cells	Low	Approved
C5orf24	134553	92.5811	59.7317	74.0282	58.0959	NA	NA	NA	NA
C5orf34	375444	1.54363	2.62668	3.12857	3.14298	cerebral-cortex	glial-cells	Low	Approved
C5orf38	153571	4.14417	5.5026	3.10453	14.4747	NA	NA	NA	NA
C5orf46	389336	0.287388	0	0.101301	0.271024	NA	NA	NA	NA
C5orf49	134121	26.7085	14.451	9.12666	6.13432	NA	NA	NA	NA
C5orf51	285636	17.7348	14.1608	15.7754	18.0632	NA	NA	NA	NA
C5orf63	401207	0.349675	0.0502846	0.405007	0.124045	NA	NA	NA	NA
C5orf64	285668	0.0128663	0.375338	0.516387	0.16467	NA	NA	NA	NA
C5orf66	100996485	1.22636	1.91588	3.63893	2.08672	NA	NA	NA	NA
C6orf118	168090	22.2886	20.3061	14.4066	11.5033	NA	NA	NA	NA
C6orf120	387263	13.2387	12.4245	10.6258	12.5059	NA	NA	NA	NA
C6orf141	135398	4.33396	4.93915	2.67039	0.202574	NA	NA	NA	NA
C6orf163	206412	1.60644	2.01689	4.10681	2.787	NA	NA	NA	NA
C6orf201	404220	0.151269	0.828686	0.964609	0.257086	NA	NA	NA	NA
C6orf223	221416	0.0139373	0.139215	0.131	0.0753926	NA	NA	NA	NA
C6orf226	441150	5.30978	5.06774	3.77926	2.88891	cerebral-cortex	glial-cells	High	Approved
C6orf52	347744	6.24735	6.76661	3.03498	5.79011	NA	NA	NA	NA
C6orf58	352999	0.505635	0.306901	1.56636	0.43331	NA	NA	NA	NA
C6orf62	81688	53.5316	47.3452	49.087	43.9777	cerebral-cortex	glial-cells	Low	Supported
C6orf89	221477	43.1073	31.8937	25.5183	28.6244	NA	NA	NA	NA
C6orf99	100130967	0.551934	0.359333	1.16366	0.389139	NA	NA	NA	NA
C7orf25	79020	2.65331	1.67742	2.61791	2.30856	NA	NA	NA	NA
C7orf26	79034	10.0542	11.1248	10.6993	11.2849	NA	NA	NA	NA
C7orf31	136895	0.58239	0.612931	1.43015	0.949093	NA	NA	NA	NA
C7orf50	84310	82.7372	82.2194	63.0415	64.8281	cerebral-cortex	glial-cells	Low	Approved
C7orf57	136288	2.93059	2.29398	1.02389	1.44111	NA	NA	NA	NA
C7orf61	402573	0.397828	0.115902	0.361791	1.25535	NA	NA	NA	NA
C8G	733	0.661649	0.533703	0	0.771094	NA	NA	NA	NA
C8orf31	286122	0.538898	1.14291	1.6289	0.255886	NA	NA	NA	NA
C8orf33	65265	59.5486	58.3986	42.0982	40.9156	cerebral-cortex	glial-cells	Low	Approved
C8orf34	116328	0.676455	0.415286	0.190794	1.87512	NA	NA	NA	NA
C8orf37	157657	6.81146	5.89605	4.85803	5.83916	NA	NA	NA	NA
C8orf44	56260	8.22544	6.68061	8.01446	8.4798	NA	NA	NA	NA
C8orf44-SGK3	100533105	0.768243	1.85405	1.92472	3.47557	NA	NA	NA	NA
C8orf48	157773	3.75187	4.52606	2.87717	4.49708	cerebral-cortex	glial-cells	Medium	Enhanced
C8orf58	541565	10.299	8.2136	10.3633	6.20107	NA	NA	NA	NA
C8orf76	84933	15.1186	19.3408	15.1374	15.4536	NA	NA	NA	NA
C8orf82	414919	21.8184	21.7076	21.0106	12.2181	NA	NA	NA	NA
C8orf88	100127983	5.58379	7.13809	4.5721	5.8724	NA	NA	NA	NA
C9	735	0.0994476	0.148185	0.0583266	6.59402	NA	NA	NA	NA
C9orf116	138162	28.4387	22.0877	12.549	18.4029	NA	NA	NA	NA
C9orf129	445577	0.268277	0.32499	0.367322	0.301037	NA	NA	NA	NA
C9orf131	138724	0.990921	0.634688	1.90598	3.60947	NA	NA	NA	NA
C9orf135	138255	0.236797	0.30927	0.125195	0	NA	NA	NA	NA
C9orf139	401563	0.104115	0.0515022	0.154462	0.104119	NA	NA	NA	NA
C9orf147	100133204	3.04337	4.1212	7.48465	5.2961	NA	NA	NA	NA
C9orf153	389766	0.227836	0.22344	0.0458333	0.715479	NA	NA	NA	NA
C9orf16	79095	48.2834	65.1848	50.1418	40.8889	NA	NA	NA	NA
C9orf163	158055	0.390679	0.353246	0.556135	0.446372	NA	NA	NA	NA
C9orf24	84688	2.2727	3.75206	1.99841	1.91502	NA	NA	NA	NA
C9orf40	55071	6.83719	6.39084	3.18974	3.76917	NA	NA	NA	NA
C9orf43	257169	0.45266	0.201433	0.31249	0.418014	NA	NA	NA	NA
C9orf47	286223	1.83038	0.728082	0.634595	0.373811	NA	NA	NA	NA
C9orf50	375759	0.175755	0.426296	0.212405	0.177587	cerebral-cortex	glial-cells	Medium	Enhanced
C9orf64	84267	0.0848048	0.020754	0.337305	0.966592	NA	NA	NA	NA
C9orf72	203228	10.0555	15.2314	22.4283	14.3871	NA	NA	NA	NA
C9orf78	51759	92.9268	72.7119	70.4415	63.1186	cerebral-cortex	glial-cells	Low	Enhanced
C9orf85	138241	8.71529	10.4999	7.21287	8.19932	NA	NA	NA	NA
CA1	759	0.916138	0.16505	0.857767	3.75298	NA	NA	NA	NA
CA10	56934	0.250083	0.108773	0.0263882	1.24822	NA	NA	NA	NA
CA11	770	23.2438	15.4893	6.23566	15.7373	NA	NA	NA	NA
CA12	771	29.9651	17.6396	11.8145	12.6397	NA	NA	NA	NA
CA13	377677	4.65978	1.95365	3.02984	6.01354	cerebral-cortex	glial-cells	Medium	Enhanced
CA15P1	100996435	0.253061	0.132203	0.107041	0.930742	NA	NA	NA	NA
CA2	760	38.6606	17.8718	9.45549	12.3916	cerebral-cortex	glial-cells	High	Enhanced
CA3	761	2.33541	0.461413	1.29698	2.29165	NA	NA	NA	NA
CA4	762	0.207071	4.23918	0.101837	0.107409	NA	NA	NA	NA
CA5B	11238	3.97977	3.72473	3.22199	5.16353	NA	NA	NA	NA
CA5BP1	340591	14.8737	7.72038	6.53116	7.8794	NA	NA	NA	NA
CA8	767	1.59333	4.87985	4.32468	1.22554	NA	NA	NA	NA
CA9	768	0.275136	0.375173	0.0759698	0.389318	NA	NA	NA	NA
CAAP1	79886	21.9295	19.0984	24.1259	19.4449	NA	NA	NA	NA
CAB39	51719	40.411	34.5693	38.3557	38.4408	cerebral-cortex	glial-cells	Medium	Supported
CAB39L	81617	10.8482	9.28554	20.7669	13.0837	NA	NA	NA	NA
CABIN1	23523	62.0943	36.4343	39.3196	50.5221	cerebral-cortex	glial-cells	Low	Approved
CABLES1	91768	0.576041	2.0886	2.15559	1.88335	NA	NA	NA	NA
CABLES2	81928	3.26254	3.20543	3.57629	2.34561	NA	NA	NA	NA
CABP1	9478	0.0215143	0.1711	0.264885	0.0916721	NA	NA	NA	NA
CABP7	164633	0.28106	1.65496	0.435078	0.243818	NA	NA	NA	NA
CABYR	26256	2.72282	3.84081	1.55538	1.8028	NA	NA	NA	NA
CACHD1	57685	32.3642	39.825	22.752	26.2324	NA	NA	NA	NA
CACNA1A	773	0.862079	0.44761	0.154572	1.03269	cerebral-cortex	glial-cells	High	Enhanced
CACNA1B	774	0.13582	0.0668234	0.480181	0.519199	NA	NA	NA	NA
CACNA1C	775	10.9224	7.00354	2.48594	19.2059	NA	NA	NA	NA
CACNA1C-AS1	100652846	0.651359	0.0527606	0.153559	0.745295	NA	NA	NA	NA
CACNA1C-AS2	100874235	0.369848	0.456285	0.404676	1.50299	NA	NA	NA	NA
CACNA1C-AS3	106478964	0.293349	0	0	0.207493	NA	NA	NA	NA
CACNA1C-AS4	100874234	0.33364	0.0871498	0.141127	1.22711	NA	NA	NA	NA
CACNA1C-IT3	100874370	0.846433	1.10548	0.537046	1.79604	NA	NA	NA	NA
CACNA1D	776	0.012661	0.157572	0.138692	0.750317	NA	NA	NA	NA
CACNA1E	777	1.01283	0.600098	0.334859	3.27021	NA	NA	NA	NA
CACNA1G	8913	0.136553	0.910386	0.132886	0.813765	NA	NA	NA	NA
CACNA1G-AS1	253962	0	0.834518	0	0	NA	NA	NA	NA
CACNA1H	8912	9.47559	6.73361	4.56353	3.74233	cerebral-cortex	glial-cells	Low	Approved
CACNA2D1	781	59.6402	41.5796	79.2884	90.7479	cerebral-cortex	glial-cells	Low	Enhanced
CACNA2D2	9254	1.51926	0.795151	0.797844	2.06925	NA	NA	NA	NA
CACNA2D3	55799	0.0219852	0.154935	0.0232404	0.248114	NA	NA	NA	NA
CACNA2D4	93589	0.202283	0.228314	0.361788	0.27736	NA	NA	NA	NA
CACNB1	782	6.5854	5.17748	8.83277	7.82321	cerebral-cortex	glial-cells	Medium	Approved
CACNB2	783	26.14	21.2263	36.5858	39.7611	NA	NA	NA	NA
CACNB3	784	25.9481	20.9247	20.6859	26.2708	NA	NA	NA	NA
CACNB4	785	13.6014	4.64158	7.3331	5.7924	cerebral-cortex	glial-cells	Medium	Approved
CACNG1	786	0.201484	0.175431	0.603675	0.427526	NA	NA	NA	NA
CACNG4	27092	42.4603	38.6207	52.2837	28.172	NA	NA	NA	NA
CACNG5	27091	9.09638	7.92143	10.3793	4.95503	NA	NA	NA	NA
CACNG6	59285	0.173915	0.616857	0.446638	0.339764	NA	NA	NA	NA
CACNG7	59284	16.3515	16.1528	17.5737	18.5301	NA	NA	NA	NA
CACNG8	59283	1.05051	1.66602	1.45031	2.10523	NA	NA	NA	NA
CACTIN	58509	16.1401	15.2808	15.02	10.3793	cerebral-cortex	glial-cells	Medium	Approved
CACTIN-AS1	404665	0.169235	0.0928498	0.179191	0.094637	NA	NA	NA	NA
CACUL1	143384	44.9768	43.334	56.9379	54.7684	NA	NA	NA	NA
CACYBP	27101	270.177	238.089	232.462	241.063	cerebral-cortex	glial-cells	Low	Approved
CACYBPP1	100420043	0	0	0.546105	0.104362	NA	NA	NA	NA
CACYBPP2	644877	0.747038	1.1708	1.02695	1.6908	NA	NA	NA	NA
CACYBPP3	106480809	0.0840443	0	0.177747	0.237776	NA	NA	NA	NA
CAD	790	20.0288	13.3053	12.6228	15.593	NA	NA	NA	NA
CADM1	23705	129.365	124.548	166.052	224.708	NA	NA	NA	NA
CADM2	253559	7.21306	11.9672	36.1797	6.85889	NA	NA	NA	NA
CADM2-AS1	100874038	0.0725598	0.151626	0.798003	0.164245	NA	NA	NA	NA
CADM3	57863	39.45	41.6742	27.1237	16.0538	NA	NA	NA	NA
CADM4	199731	56.7658	61.7351	82.4762	91.5424	NA	NA	NA	NA
CADPS	8618	57.5929	62.15	34.6249	64.6504	NA	NA	NA	NA
CADPS2	93664	0.0793364	6.17546	1.60131	1.54513	NA	NA	NA	NA
CAGE1	285782	0.0735626	0.0959785	0.0593162	0.207857	NA	NA	NA	NA
CAHM	100526820	8.97185	6.49491	6.07194	9.06535	NA	NA	NA	NA
CALB1	793	10.4542	47.7675	7.04742	5.6891	NA	NA	NA	NA
CALB2	794	25.8329	86.3401	86.3	7.31692	cerebral-cortex	glial-cells	Medium	Enhanced
CALCOCO1	57658	53.4465	46.9706	45.4824	48.1131	cerebral-cortex	glial-cells	Medium	Approved
CALCOCO2	10241	35.3854	43.1244	43.0999	43.9789	cerebral-cortex	glial-cells	Low	Enhanced
CALCRL	10203	2.15869	2.93071	1.90524	1.88235	NA	NA	NA	NA
CALD1	800	161.469	219.211	126.371	119.178	NA	NA	NA	NA
CALHM2	51063	0.853592	1.88093	2.13429	2.19467	cerebral-cortex	glial-cells	Medium	Approved
CALM1	801	181.65	185.692	209.6	141.007	NA	NA	NA	NA
CALM2	805	294.104	306.727	440.669	465.007	cerebral-cortex	glial-cells	Medium	Approved
CALM2P2	806	12.2287	15.3869	23.0242	22.3616	NA	NA	NA	NA
CALM2P3	807	0.431147	1.50159	1.36777	0.813196	NA	NA	NA	NA
CALM3	808	404.915	416.642	311.239	354.921	NA	NA	NA	NA
CALML4	91860	1.12402	4.4292	6.33133	2.42476	NA	NA	NA	NA
CALR	811	314.447	339.91	263.385	275.014	NA	NA	NA	NA
CALR3	125972	0.159268	0.623482	0.414306	0	NA	NA	NA	NA
CALU	813	150.141	209.893	145.995	182.042	cerebral-cortex	glial-cells	High	Supported
CALY	50632	0.735256	1.26104	0.728738	1.33289	cerebral-cortex	glial-cells	Medium	Enhanced
CAMK1	8536	14.5377	17.6208	14.9159	15.8078	cerebral-cortex	glial-cells	Low	Approved
CAMK1D	57118	1.93315	3.3651	4.31015	4.72778	cerebral-cortex	glial-cells	Medium	Approved
CAMK1G	57172	0.0477336	0.463835	0.0841294	0.135512	NA	NA	NA	NA
CAMK2A	815	2.12162	1.33043	4.09728	0.793159	NA	NA	NA	NA
CAMK2B	816	1.45436	1.72766	2.09132	1.67772	NA	NA	NA	NA
CAMK2D	817	83.1285	67.6588	62.6218	60.0302	cerebral-cortex	glial-cells	Low	Approved
CAMK2G	818	26.3397	31.7	24.2271	26.0929	cerebral-cortex	glial-cells	Low	Approved
CAMK2N1	55450	13.9869	14.3686	14.1301	22.138	NA	NA	NA	NA
CAMK2N2	94032	0.931296	2.02598	3.51836	0.971284	NA	NA	NA	NA
CAMK4	814	0.673787	1.73656	4.31615	6.63571	cerebral-cortex	glial-cells	Low	Approved
CAMKK1	84254	1.31732	1.33681	1.15015	0.757666	NA	NA	NA	NA
CAMKK2	10645	7.37692	8.13659	8.03604	4.71147	cerebral-cortex	glial-cells	Medium	Approved
CAMKMT	79823	4.74661	4.02583	3.43436	4.704	NA	NA	NA	NA
CAMKV	79012	0.9551	1.18992	1.85403	5.96138	cerebral-cortex	glial-cells	Low	Enhanced
CAMLG	819	18.1923	19.8635	17.4486	23.7525	cerebral-cortex	glial-cells	Low	Approved
CAMSAP1	157922	33.4386	46.072	43.3176	33.5324	NA	NA	NA	NA
CAMSAP2	23271	23.7404	27.466	28.0443	28.5537	cerebral-cortex	glial-cells	High	Enhanced
CAMSAP3	57662	0.575061	1.61454	5.56478	1.12682	NA	NA	NA	NA
CAMTA1	23261	54.9144	55.5345	55.9268	65.1699	NA	NA	NA	NA
CAMTA1-IT1	100874340	0.216807	0.283171	0.229294	0.306692	NA	NA	NA	NA
CAMTA2	23125	6.73583	8.98765	7.46994	7.64576	NA	NA	NA	NA
CAND1	55832	91.3695	86.4276	83.8597	87.4949	NA	NA	NA	NA
CAND2	23066	3.18244	2.05959	5.82011	2.60872	NA	NA	NA	NA
CANT1	124583	13.934	15.0334	12.0404	13.925	NA	NA	NA	NA
CANX	821	1330.04	1074.95	767.987	1180.97	cerebral-cortex	glial-cells	High	Enhanced
CAP1	10487	173.933	166.358	147.74	143.068	cerebral-cortex	glial-cells	Medium	Approved
CAP1P2	399748	0.265445	0.231122	0.218321	0.166887	NA	NA	NA	NA
CAP2	10486	18.9907	15.833	15.9314	14.4844	cerebral-cortex	glial-cells	Medium	Enhanced
CAP2P1	353163	0.209756	0.234815	0.918926	0.381545	NA	NA	NA	NA
CAPG	822	3.69186	6.72179	34.202	4.97477	NA	NA	NA	NA
CAPN1	823	82.9945	95.9107	65.5334	59.3424	cerebral-cortex	glial-cells	Medium	Enhanced
CAPN10	11132	27.4429	22.2187	24.8289	25.0719	NA	NA	NA	NA
CAPN15	6650	7.97927	7.24195	8.36387	6.91867	NA	NA	NA	NA
CAPN2	824	76.5377	90.6369	65.1573	95.1916	NA	NA	NA	NA
CAPN3	825	1.68637	0.701104	2.34779	3.42493	NA	NA	NA	NA
CAPN7	23473	21.8491	22.3522	28.0741	23.9217	NA	NA	NA	NA
CAPN9	10753	0.804221	1.1486	0.348189	0.320012	NA	NA	NA	NA
CAPNS1	826	306.759	308.237	302.567	268.338	cerebral-cortex	glial-cells	High	Approved
CAPRIN1	4076	383.762	334.708	368.607	414.854	cerebral-cortex	glial-cells	High	Approved
CAPRIN2	65981	16.062	16.0728	11.7501	14.3872	NA	NA	NA	NA
CAPS	828	9.25172	18.1743	9.1147	9.15568	NA	NA	NA	NA
CAPS2	84698	7.39219	6.50213	8.8826	12.761	NA	NA	NA	NA
CAPSL	133690	1.77528	0.753383	0.735884	0.332358	NA	NA	NA	NA
CAPZA1	829	92.4042	92.6426	72.3982	94.2668	cerebral-cortex	glial-cells	Low	Approved
CAPZA2	830	1017.27	633.772	836.344	917.596	NA	NA	NA	NA
CAPZB	832	35.2348	34.7259	41.5833	32.9527	NA	NA	NA	NA
CARD10	29775	0.372326	0.72307	0.99468	0.893487	cerebral-cortex	glial-cells	Medium	Approved
CARD14	79092	0.139627	0.130024	0.207807	0.265369	NA	NA	NA	NA
CARD6	84674	0.239907	0.636597	0.253708	0.113452	NA	NA	NA	NA
CARD8	22900	36.7141	30.6453	40.5066	38.5407	NA	NA	NA	NA
CARD9	64170	0.433156	0.194906	0.378778	0.938058	NA	NA	NA	NA
CARF	79800	14.5836	13.8635	10.2778	12.6456	cerebral-cortex	glial-cells	Low	Approved
CARHSP1	23589	144.517	160.51	144.442	148.843	NA	NA	NA	NA
CARM1	10498	24.8246	24.2813	20.8069	20.0645	cerebral-cortex	glial-cells	Low	Supported
CARM1P1	100130873	2.08257	7.5236	0.635405	2.645	NA	NA	NA	NA
CARNS1	57571	0.584469	0.803552	0.468582	0.192652	cerebral-cortex	glial-cells	Medium	Enhanced
CARS-AS1	100852407	0.0301183	0.0974348	0.251068	0.0639266	NA	NA	NA	NA
CARS2	79587	53.3186	41.9866	58.0392	23.8816	NA	NA	NA	NA
CASC1	55259	3.50404	2.60833	1.98768	3.84653	NA	NA	NA	NA
CASC15	401237	15.0891	21.1977	34.1843	21.2359	NA	NA	NA	NA
CASC16	643714	0	0	0	0	NA	NA	NA	NA
CASC2	255082	4.65987	7.05266	3.59071	5.00024	NA	NA	NA	NA
