SYMBOL	ENTREZID	HT.1	HT.4	HT.5	HT.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
SLC31A1	1317	8.65585	8.53794	7.96914	10.202	cerebral-cortex	glial-cells	Low	Approved
SLC31A1P1	117151	0	0	0	0.137734	NA	NA	NA	NA
SLC31A2	1318	1.23652	0.931614	0.670404	0.873718	cerebral-cortex	glial-cells	Low	Approved
SLC32A1	140679	0.360323	2.07847	5.71543	0.637137	NA	NA	NA	NA
SLC33A1	9197	13.2674	13.572	14.1661	16.932	NA	NA	NA	NA
SLC34A2	10568	0.872456	2.14135	0.403541	0.784033	NA	NA	NA	NA
SLC34A3	142680	0.864012	0.640672	0.37224	1.23178	NA	NA	NA	NA
SLC35A1	10559	6.07181	7.35951	5.97896	11.1007	NA	NA	NA	NA
SLC35A3	23443	7.11954	9.0846	8.07699	7.8119	NA	NA	NA	NA
SLC35A4	113829	8.02062	10.4003	7.80276	9.76501	NA	NA	NA	NA
SLC35A5	55032	47.5043	42.2817	28.9936	43.7481	NA	NA	NA	NA
SLC35B1	10237	51.153	51.3979	44.0461	70.8048	NA	NA	NA	NA
SLC35B2	347734	47.5284	46.7344	36.6687	34.8351	NA	NA	NA	NA
SLC35B3	51000	3.95936	4.82033	4.65025	5.39711	cerebral-cortex	glial-cells	Low	Approved
SLC35B4	84912	18.1009	13.9022	22.2053	14.6422	cerebral-cortex	glial-cells	Low	Approved
SLC35C1	55343	2.74029	2.76515	2.63304	2.04395	NA	NA	NA	NA
SLC35C2	51006	18.7762	20.8915	17.7081	16.4638	cerebral-cortex	glial-cells	Low	Approved
SLC35D1	23169	4.41657	4.47783	5.03665	4.68865	NA	NA	NA	NA
SLC35D2	11046	20.8951	15.8665	11.876	14.4722	NA	NA	NA	NA
SLC35E1	79939	25.8255	22.6853	20.1404	17.5657	NA	NA	NA	NA
SLC35E1P1	727991	1.93473	1.68456	1.25028	1.74855	NA	NA	NA	NA
SLC35E2B	728661	11.9438	9.2671	10.541	9.96285	NA	NA	NA	NA
SLC35E3	55508	3.21419	3.29658	3.93872	4.58567	NA	NA	NA	NA
SLC35E4	339665	2.48404	3.02553	2.00027	1.79501	NA	NA	NA	NA
SLC35F1	222553	25.0631	27.6214	33.2021	32.6476	NA	NA	NA	NA
SLC35F2	54733	0.63429	0.297764	0.342643	1.02945	NA	NA	NA	NA
SLC35F3	148641	0.375604	0.563231	0.0588427	0.31486	NA	NA	NA	NA
SLC35F4	341880	0.875944	0.375868	0.141089	0.830335	NA	NA	NA	NA
SLC35F5	80255	54.6685	47.8575	32.8987	46.0468	NA	NA	NA	NA
SLC35F6	54978	30.8683	20.1193	20.5867	21.3681	cerebral-cortex	glial-cells	Medium	Approved
SLC35G1	159371	2.06875	1.62743	1.55358	3.19569	NA	NA	NA	NA
SLC35G2	80723	4.48921	3.30946	5.80916	3.17563	NA	NA	NA	NA
SLC35G5	83650	0.0954344	0.166189	0.201837	0.450002	NA	NA	NA	NA
SLC35G6	643664	0.788576	0.702215	1.32664	0.963397	NA	NA	NA	NA
SLC36A1	206358	3.87004	3.75095	3.72153	4.79187	NA	NA	NA	NA
SLC36A4	120103	12.088	11.0964	16.5227	9.57905	cerebral-cortex	glial-cells	Medium	Enhanced
SLC37A1	54020	6.61928	8.06892	4.3865	4.0107	NA	NA	NA	NA
SLC37A2	219855	0.0396197	0.116531	0.285655	0.137346	NA	NA	NA	NA
SLC37A3	84255	40.1898	35.7744	27.2829	39.9734	NA	NA	NA	NA
SLC38A1	81539	7.77336	13.3786	14.8222	14.1212	NA	NA	NA	NA
SLC38A10	124565	30.4264	25.4141	13.958	20.3	cerebral-cortex	glial-cells	Low	Enhanced
SLC38A2	54407	61.9498	75.7238	138.93	125.825	cerebral-cortex	glial-cells	Medium	Approved
SLC38A3	10991	8.944	4.39323	10.449	8.99455	NA	NA	NA	NA
SLC38A4	55089	0.132613	0.116655	0.26709	0.227399	NA	NA	NA	NA
SLC38A6	145389	11.6486	10.4589	11.2399	19.2073	NA	NA	NA	NA
SLC38A7	55238	3.85499	5.32056	7.44544	9.01282	NA	NA	NA	NA
SLC38A9	153129	14.6709	14.2946	14.7807	18.0667	NA	NA	NA	NA
SLC39A1	27173	64.8487	61.775	55.2971	57.2844	NA	NA	NA	NA
SLC39A10	57181	25.8922	25.941	24.8058	29.4452	NA	NA	NA	NA
SLC39A11	201266	4.88423	5.12453	2.53243	5.18571	NA	NA	NA	NA
SLC39A12	221074	4.24115	5.7109	2.67866	1.35867	NA	NA	NA	NA
SLC39A12-AS1	100129213	0.104828	0	0.11348	0.324758	NA	NA	NA	NA
SLC39A13	91252	14.394	16.5551	13.3896	13.6582	NA	NA	NA	NA
SLC39A14	23516	4.3303	7.28473	6.21762	4.79027	cerebral-cortex	glial-cells	Medium	Approved
SLC39A3	29985	30.3654	39.6665	27.3672	25.3619	NA	NA	NA	NA
SLC39A5	283375	0.198336	0.408455	0.703034	0.309986	NA	NA	NA	NA
SLC39A6	25800	59.7793	58.8942	55.5882	64.5542	NA	NA	NA	NA
SLC39A8	64116	0.669725	3.40629	3.11012	2.05408	cerebral-cortex	glial-cells	Low	Approved
SLC39A9	55334	35.5825	38.8404	39.2998	34.7078	cerebral-cortex	glial-cells	Low	Approved
SLC3A1	6519	0.187019	0.268505	0.434534	0.756292	NA	NA	NA	NA
SLC3A2	6520	64.8409	98.1122	52.148	85.0499	NA	NA	NA	NA
SLC40A1	30061	28.3302	10.268	23.9447	9.69383	NA	NA	NA	NA
SLC41A1	254428	11.1637	16.2378	12.3084	13.6749	NA	NA	NA	NA
SLC41A2	84102	26.0037	24.2581	16.7377	17.7181	NA	NA	NA	NA
SLC41A3	54946	27.6755	29.7017	23.0683	18.4575	cerebral-cortex	glial-cells	Medium	Approved
SLC43A1	8501	0.37101	0.81931	0.618079	0.252306	cerebral-cortex	glial-cells	Low	Enhanced
SLC43A2	124935	9.85724	9.87951	6.71082	6.39904	NA	NA	NA	NA
SLC43A3	29015	6.89508	5.77947	4.63475	3.90417	NA	NA	NA	NA
SLC44A1	23446	37.2285	25.29	25.7732	49.005	NA	NA	NA	NA
SLC44A2	57153	41.4532	81.6008	50.2664	50.2957	NA	NA	NA	NA
SLC44A3	126969	15.2814	11.7243	4.22627	17.4561	NA	NA	NA	NA
SLC44A5	204962	18.564	25.3698	63.1114	25.233	NA	NA	NA	NA
SLC45A1	50651	2.59869	2.74892	1.36798	1.19121	NA	NA	NA	NA
SLC45A2	51151	0.132048	0.0865757	0.143351	0.781238	NA	NA	NA	NA
SLC45A3	85414	1.87473	4.63682	3.97621	1.68373	NA	NA	NA	NA
SLC45A4	57210	7.21913	6.34096	7.29655	5.82654	NA	NA	NA	NA
SLC46A3	283537	0.417889	0.922169	0.39093	1.12809	NA	NA	NA	NA
SLC47A1	55244	0.32263	0.915107	0.229097	0.336803	cerebral-cortex	glial-cells	Low	Enhanced
SLC47A2	146802	11.3029	6.26853	1.13194	4.67206	NA	NA	NA	NA
SLC48A1	55652	8.03448	8.96036	7.23986	7.50747	NA	NA	NA	NA
SLC4A10	57282	0.498873	1.86553	1.48952	2.22263	NA	NA	NA	NA
SLC4A11	83959	0.382556	1.60639	2.44492	1.53991	NA	NA	NA	NA
SLC4A1AP	22950	15.0351	13.9443	14.0841	14.938	cerebral-cortex	glial-cells	Low	Approved
SLC4A2	6522	116.517	130.799	89.9379	119.483	cerebral-cortex	glial-cells	Medium	Enhanced
SLC4A3	6508	20.1198	17.692	16.8169	12.889	NA	NA	NA	NA
SLC4A4	8671	12.4534	13.2642	15.9384	10.9624	NA	NA	NA	NA
SLC4A5	57835	0.844781	3.02093	2.1239	5.77995	NA	NA	NA	NA
SLC4A7	9497	28.5173	17.2191	30.8945	25.2003	NA	NA	NA	NA
SLC4A8	9498	11.4008	9.4574	22.8925	15.4588	NA	NA	NA	NA
SLC4A9	83697	0.0123463	0.0971588	0.132791	0.129715	NA	NA	NA	NA
SLC50A1	55974	18.3754	17.3639	12.0802	14.2451	cerebral-cortex	glial-cells	Medium	Approved
SLC51A	200931	7.02694	7.27217	7.22277	7.98036	NA	NA	NA	NA
SLC5A12	159963	0.337393	0.188201	0.0546005	0.568408	NA	NA	NA	NA
SLC5A2	6524	0.548346	0.555502	1.13743	2.82403	NA	NA	NA	NA
SLC5A6	8884	8.14072	13.6551	12.8094	8.68903	NA	NA	NA	NA
SLC5A9	200010	0.490491	1.19184	1.79555	1.70713	NA	NA	NA	NA
SLC6A1	6529	10.2481	9.29486	9.50883	7.55073	NA	NA	NA	NA
SLC6A1-AS1	100874090	0.651358	0.48608	0.885524	0.526479	NA	NA	NA	NA
SLC6A11	6538	17.7233	34.4739	19.6254	8.08554	NA	NA	NA	NA
SLC6A12	6539	0.25619	0.446332	0.0703813	0.263469	NA	NA	NA	NA
SLC6A13	6540	0.435796	0.302207	0	0.769493	NA	NA	NA	NA
SLC6A15	55117	0.157345	5.0692	0.815956	3.2661	NA	NA	NA	NA
SLC6A16	28968	1.29496	1.74514	3.19426	4.76099	NA	NA	NA	NA
SLC6A20	54716	1.5368	5.59306	1.27446	1.48111	NA	NA	NA	NA
SLC6A4	6532	0.0973651	0.51752	0.130685	0.352665	NA	NA	NA	NA
SLC6A6	6533	0.360687	2.16751	3.40208	3.12006	NA	NA	NA	NA
SLC6A8	6535	0.442448	0.0277303	0.59012	0.0298037	NA	NA	NA	NA
SLC6A9	6536	39.0598	22.8252	16.1763	31.7936	NA	NA	NA	NA
SLC7A1	6541	3.51472	3.32653	5.00937	4.72655	NA	NA	NA	NA
SLC7A10	56301	0.150756	0.288986	0.348887	0.30864	NA	NA	NA	NA
SLC7A11	23657	7.0372	18.4564	5.56323	7.10286	NA	NA	NA	NA
SLC7A11-AS1	641364	2.24599	1.36894	5.24857	2.73455	NA	NA	NA	NA
SLC7A2	6542	0.0432061	0.248897	0.82748	0.170479	NA	NA	NA	NA
SLC7A3	84889	0.175115	0.160096	0.370356	0.222945	NA	NA	NA	NA
SLC7A5	8140	1.27186	3.54899	1.75936	2.40625	NA	NA	NA	NA
SLC7A5P1	81893	0.848506	0.138523	1.23374	0.150036	NA	NA	NA	NA
SLC7A5P2	387254	6.55121	5.83598	10.7821	10.0892	NA	NA	NA	NA
SLC7A6	9057	12.1258	19.8006	17.3959	21.5742	NA	NA	NA	NA
SLC7A6OS	84138	15.9474	14.776	15.1726	14.6855	cerebral-cortex	glial-cells	Medium	Approved
SLC7A7	9056	1.04212	1.90252	1.76889	0.816256	cerebral-cortex	glial-cells	Low	Enhanced
SLC7A8	23428	0.212279	7.04097	0.644428	2.16325	NA	NA	NA	NA
SLC7A9	11136	0.65904	0.918842	0.272687	0.18505	NA	NA	NA	NA
SLC8A1	6546	0.790725	4.36803	3.54196	4.67775	NA	NA	NA	NA
SLC8A1-AS1	100128590	0.0266827	0.0840442	0.529268	1.01678	NA	NA	NA	NA
SLC8A2	6543	0.190224	0.230973	0.174451	0.758547	NA	NA	NA	NA
SLC8A3	6547	7.74695	4.99386	2.81799	7.24937	NA	NA	NA	NA
SLC8B1	80024	4.63008	4.54288	3.38752	3.12122	cerebral-cortex	glial-cells	Low	Approved
SLC9A1	6548	2.01832	2.00913	3.402	4.28991	NA	NA	NA	NA
SLC9A3	6550	0.438253	0.525685	0.235399	0.433166	NA	NA	NA	NA
SLC9A3R1	9368	38.8225	32.6926	23.1403	35.6003	NA	NA	NA	NA
SLC9A3R2	9351	5.18965	6.27173	3.2181	4.75342	NA	NA	NA	NA
SLC9A4	389015	0.0180982	0.130004	0.880356	0.0640038	NA	NA	NA	NA
SLC9A5	6553	0.414884	0.664909	0.793279	1.10744	NA	NA	NA	NA
SLC9A7	84679	3.50715	4.86384	2.50021	2.38248	NA	NA	NA	NA
SLC9A7P1	121456	0.104873	0.180391	0.147873	0.0247277	NA	NA	NA	NA
SLC9A8	23315	8.69345	5.07972	5.09564	5.27154	NA	NA	NA	NA
SLC9A9	285195	4.10818	6.00556	2.80518	5.88867	NA	NA	NA	NA
SLC9B1	150159	1.30868	1.22046	1.16231	2.10884	NA	NA	NA	NA
SLC9B2	133308	24.3809	11.3052	15.2837	23.2485	NA	NA	NA	NA
SLC9C1	285335	0.229133	0.0183766	0.117702	0.309253	NA	NA	NA	NA
SLC9C2	284525	3.34606	0.311347	1.84853	1.43632	NA	NA	NA	NA
SLCO1A2	6579	0.386572	0.130776	0.251808	1.4963	NA	NA	NA	NA
SLCO1C1	53919	2.15432	14.9081	29.5388	6.47147	NA	NA	NA	NA
SLCO2A1	6578	0.0549236	0.384561	0.197725	0.28585	NA	NA	NA	NA
SLCO3A1	28232	1.69812	3.27762	0.943985	10.8306	NA	NA	NA	NA
SLCO4A1	28231	0.0809673	0.820802	1.55557	0.373292	NA	NA	NA	NA
SLCO5A1	81796	6.88412	8.84548	23.832	14.4938	NA	NA	NA	NA
SLFN11	91607	11.0507	15.3671	17.4111	1.51287	NA	NA	NA	NA
SLFN12	55106	0.260101	0.751054	1.04365	0.494618	NA	NA	NA	NA
SLFN12L	100506736	0.0212445	0.476336	0.224822	0	NA	NA	NA	NA
SLFN13	146857	1.67547	3.89013	3.6598	0.886337	NA	NA	NA	NA
SLFN5	162394	0.911707	2.19991	0.386168	1.44225	NA	NA	NA	NA
SLFNL1	200172	0.199418	0.318736	0.460377	0.331166	NA	NA	NA	NA
SLIRP	81892	183.896	175.135	204.922	229.202	NA	NA	NA	NA
SLIT1	6585	0.378711	3.95103	0.688795	4.15748	NA	NA	NA	NA
SLIT2	9353	6.25837	14.0359	17.7442	9.01678	NA	NA	NA	NA
SLIT2-IT1	100505893	0	0	0.376834	0	NA	NA	NA	NA
SLIT3	6586	0.115678	0.672304	0.190969	0.507249	NA	NA	NA	NA
SLITRK1	114798	0.0214443	0.289407	0.204089	0.31346	cerebral-cortex	glial-cells	Medium	Enhanced
SLITRK3	22865	0.519748	0.435054	0.314692	0.69843	cerebral-cortex	glial-cells	Medium	Enhanced
SLITRK5	26050	3.16441	2.56431	1.93107	3.5313	NA	NA	NA	NA
SLK	9748	29.7203	28.6537	29.5433	23.8005	NA	NA	NA	NA
SLMAP	7871	55.2268	44.736	42.7646	49.1672	cerebral-cortex	glial-cells	Low	Enhanced
SLN	6588	0.136785	0.652428	0	0.967656	NA	NA	NA	NA
SLPI	6590	2.97714	0.942612	0.667804	0.382858	NA	NA	NA	NA
SLTM	79811	114.074	100.557	114.952	128.094	cerebral-cortex	glial-cells	Medium	Enhanced
SLU7	10569	52.4676	47.2077	41.4081	57.5514	NA	NA	NA	NA
SLX1A	548593	0.105012	0	0.203657	0.218604	NA	NA	NA	NA
SLX1B	79008	0.149834	1.2438	0	0.114315	NA	NA	NA	NA
SLX4	84464	4.10051	3.38014	4.03152	2.61507	cerebral-cortex	glial-cells	Medium	Approved
SLX4IP	128710	5.60153	4.16067	3.19084	3.42686	cerebral-cortex	glial-cells	Low	Approved
SMAD1	4086	384.109	166.75	251.814	161.665	NA	NA	NA	NA
SMAD1-AS1	104326058	0.203743	0.305595	0.499496	0.295092	NA	NA	NA	NA
SMAD1-AS2	101927659	1.1222	0.36641	1.94958	2.0977	NA	NA	NA	NA
SMAD2	4087	62.8978	60.3509	51.4911	59.8209	cerebral-cortex	glial-cells	High	Approved
SMAD3	4088	20.4141	12.807	9.72938	10.5775	cerebral-cortex	glial-cells	Low	Approved
SMAD4	4089	106.486	90.2411	133.881	103.86	NA	NA	NA	NA
SMAD5	4090	51.1306	46.444	49.6957	44.7039	NA	NA	NA	NA
SMAD5-AS1	9597	0.0769893	0.342479	0.748903	0.428264	NA	NA	NA	NA
SMAD6	4091	7.43327	7.5011	2.65741	48.764	NA	NA	NA	NA
SMAD7	4092	2.20167	3.31794	2.79932	9.80034	cerebral-cortex	glial-cells	Medium	Approved
SMAD9	4093	34.6028	22.8511	16.0246	66.1482	NA	NA	NA	NA
SMAGP	57228	0.307472	0.887388	0.488711	1.45261	cerebral-cortex	glial-cells	Medium	Enhanced
SMAP1	60682	44.7387	35.0457	40.2424	39.0578	cerebral-cortex	glial-cells	Medium	Approved
SMAP2	64744	16.8224	16.6036	21.8816	20.262	NA	NA	NA	NA
SMARCA1	6594	43.4139	37.4386	35.7482	37.2527	NA	NA	NA	NA
SMARCA2	6595	48.7499	62.4552	70.7585	36.072	cerebral-cortex	glial-cells	High	Enhanced
SMARCA4	6597	46.474	54.7752	79.7424	48.6117	cerebral-cortex	glial-cells	High	Supported
SMARCA5	8467	62.4536	65.4021	63.3012	57.277	cerebral-cortex	glial-cells	Medium	Supported
SMARCA5-AS1	100128055	1.93761	6.41786	4.23534	1.46156	NA	NA	NA	NA
SMARCAD1	56916	22.3606	22.9661	27.4847	28.7203	cerebral-cortex	glial-cells	High	Approved
SMARCAL1	50485	5.98476	7.00597	6.33821	5.20798	NA	NA	NA	NA
SMARCB1	6598	56.0913	56.7613	60.7022	53.3156	cerebral-cortex	glial-cells	Low	Supported
SMARCC1	6599	62.9273	63.7103	68.8787	58.4605	NA	NA	NA	NA
SMARCC2	6601	95.0266	96.0118	108.519	77.5565	cerebral-cortex	glial-cells	High	Supported
SMARCD1	6602	40.6563	64.0007	87.6238	46.3961	cerebral-cortex	glial-cells	High	Supported
SMARCD2	6603	8.57994	11.192	12.5143	7.65634	NA	NA	NA	NA
SMARCD3	6604	83.9333	66.8375	71.3571	91.6295	NA	NA	NA	NA
SMARCE1	6605	181.563	168.352	177.054	178.376	cerebral-cortex	glial-cells	High	Supported
SMARCE1P1	100271884	0.795782	0.519663	1.49177	1.63739	NA	NA	NA	NA
SMARCE1P2	442233	0.174996	0.182842	0.259073	0	NA	NA	NA	NA
SMARCE1P4	642879	3.886	0.845881	1.36977	0	NA	NA	NA	NA
SMARCE1P5	400129	1.60053	2.22669	2.17082	2.41175	NA	NA	NA	NA
SMARCE1P6	646196	0.421232	0.73353	0.334078	0.595871	NA	NA	NA	NA
SMC2	10592	8.57976	13.4233	29.213	12.6952	NA	NA	NA	NA
SMC3	9126	26.0853	27.9136	42.2601	26.1011	NA	NA	NA	NA
SMC4	10051	37.3403	56.1718	121.795	59.3497	cerebral-cortex	glial-cells	Low	Approved
SMC5	23137	33.3108	35.5075	48.7535	30.0836	cerebral-cortex	glial-cells	Low	Supported
SMC5-AS1	100507299	1.40818	1.79034	2.15577	1.45816	NA	NA	NA	NA
SMC6	79677	16.4744	13.9871	16.5868	12.6637	NA	NA	NA	NA
SMCHD1	23347	54.1051	62.4233	76.2273	73.6363	cerebral-cortex	glial-cells	Low	Approved
SMCO2	341346	0.552003	1.21369	2.56982	1.54519	NA	NA	NA	NA
SMCO3	440087	0.112331	0.0978082	0.138582	0.211868	NA	NA	NA	NA
SMCO4	56935	3.66207	5.54351	6.68147	1.11542	NA	NA	NA	NA
SMCR2	105371564	0.294515	0	0.311439	0.277746	NA	NA	NA	NA
SMCR5	140771	0.148276	0.293729	0.812494	0.495774	NA	NA	NA	NA
SMCR8	140775	5.28986	5.32222	6.78501	5.88953	NA	NA	NA	NA
SMG1	23049	12.0759	11.4712	15.9917	16.4316	NA	NA	NA	NA
SMG1P1	641298	10.2427	11.1167	20.5968	15.588	NA	NA	NA	NA
SMG5	23381	37.0687	30.3789	30.0937	30.6678	NA	NA	NA	NA
SMG6	23293	12.8754	13.5562	13.5073	11.013	cerebral-cortex	glial-cells	Low	Approved
SMG7	9887	5.72083	5.701	14.429	11.6982	NA	NA	NA	NA
SMG7-AS1	284649	0.158814	0.507021	0.35454	0.224657	NA	NA	NA	NA
SMG8	55181	12.5671	8.12883	9.68959	10.1932	cerebral-cortex	glial-cells	Medium	Approved
SMG9	56006	22.7181	17.2371	26.0788	26.4797	NA	NA	NA	NA
SMIM1	388588	2.15681	2.89691	1.55618	2.32481	NA	NA	NA	NA
SMIM10	644538	1.79077	1.3265	1.86541	0.415899	NA	NA	NA	NA
SMIM12	113444	34.2589	24.5093	19.2323	21.5158	cerebral-cortex	glial-cells	Medium	Approved
SMIM13	221710	10.2663	11.2757	11.8517	21.8652	cerebral-cortex	glial-cells	Low	Enhanced
SMIM14	201895	12.6071	15.6038	9.30238	13.0247	NA	NA	NA	NA
SMIM15	643155	42.4381	40.5501	41.5553	34.8348	NA	NA	NA	NA
SMIM17	147670	0.687053	1.01046	1.24873	0.864028	NA	NA	NA	NA
SMIM18	100507341	0.202471	0.39666	0.802808	1.07395	NA	NA	NA	NA
SMIM19	114926	39.121	40.177	32.7266	31.9547	NA	NA	NA	NA
SMIM2-AS1	101929212	0	1.30207	0.544067	0	NA	NA	NA	NA
SMIM20	389203	19.7905	19.5769	7.33246	15.662	cerebral-cortex	glial-cells	Medium	Approved
SMIM22	440335	0.257201	0.241096	0.385985	0.513386	NA	NA	NA	NA
SMIM4	440957	15.8201	15.8961	12.9115	14.8878	NA	NA	NA	NA
SMIM5	643008	10.5264	4.22373	1.03924	4.99119	cerebral-cortex	glial-cells	High	Approved
SMIM6	100130933	0.188522	0.123109	0.283299	0.200011	NA	NA	NA	NA
SMIM7	79086	42.0809	46.6516	54.2401	53.7341	NA	NA	NA	NA
SMIM8	57150	8.76404	8.97192	8.54262	10.7244	NA	NA	NA	NA
SMKR1	100287482	2.32815	1.17288	1.40045	0.677011	NA	NA	NA	NA
SMN1	6606	0.168863	0.0551334	1.10131	0	cerebral-cortex	glial-cells	High	Supported
SMN2	6607	3.22522	2.00583	1.93957	2.16502	cerebral-cortex	glial-cells	High	Supported
SMNDC1	10285	10.1718	9.2547	13.9129	10.4545	NA	NA	NA	NA
SMO	6608	20.4206	25.9642	24.7796	17.3459	cerebral-cortex	glial-cells	Medium	Approved
SMOC1	64093	87.8194	114.685	119.484	47.1602	NA	NA	NA	NA
SMOC2	64094	34.2217	18.6491	11.9043	34.3533	NA	NA	NA	NA
SMOX	54498	16.2905	32.0491	35.2363	31.0238	cerebral-cortex	glial-cells	Medium	Approved
SMPD1	6609	27.0241	29.7448	18.304	24.8473	NA	NA	NA	NA
SMPD2	6610	6.44311	5.83886	4.77261	3.35288	NA	NA	NA	NA
SMPD3	55512	0.330962	1.93944	2.90708	2.38989	NA	NA	NA	NA
SMPD4	55627	12.1503	13.5822	18.7785	9.81573	NA	NA	NA	NA
SMPDL3A	10924	5.03388	5.59814	6.56173	4.71852	NA	NA	NA	NA
SMS	6611	44.3221	43.7866	43.1747	35.1355	NA	NA	NA	NA
SMTN	6525	2.91235	5.63256	10.1326	2.21439	NA	NA	NA	NA
SMTNL1	219537	0.399439	0.384099	0.577235	0.7429	NA	NA	NA	NA
SMU1	55234	72.1464	57.407	55.8617	56.0796	cerebral-cortex	glial-cells	Medium	Supported
SMUG1	23583	18.6314	20.2705	16.0277	12.7375	NA	NA	NA	NA
SMURF1	57154	8.1098	7.44796	8.68364	7.42615	cerebral-cortex	glial-cells	Medium	Approved
SMURF2P1	107133516	14.9937	12.7583	11.03	19.8586	NA	NA	NA	NA
SMYD2	56950	14.8231	18.895	22.6745	14.7019	NA	NA	NA	NA
SMYD3	64754	14.0089	12.1525	16.7708	25.9914	cerebral-cortex	glial-cells	Medium	Approved
SMYD4	114826	7.0159	7.49665	8.18424	6.17344	NA	NA	NA	NA
SMYD5	10322	13.5588	12.7377	13.2045	15.539	NA	NA	NA	NA
SNAI1	6615	2.25524	5.73421	0.659634	5.43019	cerebral-cortex	glial-cells	High	Supported
SNAI1P1	10415	0.0618615	0.161588	0.196249	0.175018	NA	NA	NA	NA
SNAI2	6591	2.90758	2.1453	0.998252	3.17051	cerebral-cortex	glial-cells	Low	Supported
SNAI3	333929	1.31897	0.911788	0.246082	1.20952	NA	NA	NA	NA
SNAI3-AS1	197187	5.56569	3.9531	2.18815	4.51898	NA	NA	NA	NA
SNAP23	8773	51.4121	45.6063	38.0468	47.0294	NA	NA	NA	NA
SNAP25	6616	0.134879	4.13426	11.0347	8.71561	cerebral-cortex	glial-cells	Low	Enhanced
SNAP25-AS1	100131208	0	0.502755	1.1364	0.869299	NA	NA	NA	NA
SNAP29	9342	28.2545	26.3787	22.398	17.4006	cerebral-cortex	glial-cells	Low	Supported
SNAP47	116841	21.6184	18.3731	16.0802	15.5933	cerebral-cortex	glial-cells	Low	Supported
SNAP47-AS1	100885800	0.0709249	0.0926388	0.125001	0.10033	NA	NA	NA	NA
SNAP91	9892	1.46483	2.65305	4.34134	4.59989	cerebral-cortex	glial-cells	Low	Enhanced
SNAPC1	6617	6.04117	4.21888	4.31182	5.95184	NA	NA	NA	NA
SNAPC2	6618	19.7106	15.838	27.4026	22.4029	cerebral-cortex	glial-cells	Medium	Supported
SNAPC3	6619	26.6236	25.3738	28.5487	28.9031	NA	NA	NA	NA
SNAPC4	6621	5.13389	4.24752	4.37132	3.4373	NA	NA	NA	NA
SNAPC5	10302	27.1792	26.9485	14.9931	20.5482	NA	NA	NA	NA
SNAPIN	23557	41.8643	41.5949	29.0043	29.4968	NA	NA	NA	NA
SNCA	6622	12.7289	7.06798	15.2695	11.4536	NA	NA	NA	NA
SNCAIP	9627	62.9924	93.0156	96.961	48.4432	NA	NA	NA	NA
SNCG	6623	4.56809	1.20999	0.468065	11.3286	NA	NA	NA	NA
SND1	27044	93.2455	89.5282	72.9709	79.1693	cerebral-cortex	glial-cells	Medium	Enhanced
SNED1	25992	0.237213	0.423998	0.384906	0.502558	NA	NA	NA	NA
SNF8	11267	79.1937	70.3406	82.3898	58.5209	NA	NA	NA	NA
SNHG1	23642	241.39	270.199	178.748	132.071	NA	NA	NA	NA
SNHG10	283596	4.42026	4.58048	8.07103	9.96935	NA	NA	NA	NA
SNHG11	128439	70.2199	33.2753	18.3984	9.70938	NA	NA	NA	NA
SNHG12	85028	873.431	739.045	552.995	571.92	NA	NA	NA	NA
SNHG14	104472715	175.792	119.422	254.308	239.504	NA	NA	NA	NA
SNHG15	285958	40.1477	23.3558	38.0961	1.96953	NA	NA	NA	NA
SNHG16	100507246	41.9454	30.7993	26.515	37.8397	NA	NA	NA	NA
SNHG17	388796	6.68002	10.1368	26.4341	11.3908	NA	NA	NA	NA
SNHG18	100505806	0.655139	3.4771	6.59036	1.56802	NA	NA	NA	NA
SNHG3	8420	17939.3	18106.4	11567.3	11453.4	NA	NA	NA	NA
SNHG5	387066	86.554	179.378	83.7538	60.9673	NA	NA	NA	NA
SNHG6	641638	72.9655	93.9805	73.7805	129.367	NA	NA	NA	NA
SNHG7	84973	477.134	534.756	489.433	438.528	NA	NA	NA	NA
SNHG8	100093630	39.839	56.9889	41.219	68.071	NA	NA	NA	NA
SNHG9	735301	31.9177	24.9265	43.085	13.8081	NA	NA	NA	NA
SNIP1	79753	13.775	15.5535	12.9818	12.6222	cerebral-cortex	glial-cells	Medium	Approved
SNN	8303	25.2357	52.4676	44.1889	30.1799	cerebral-cortex	glial-cells	Low	Approved
SNORA10	574042	225.251	88.3723	124.693	67.708	NA	NA	NA	NA
SNORA13	654322	247.354	207.243	123.381	158.447	NA	NA	NA	NA
SNORA14B	677802	394.765	364.961	248.593	338.823	NA	NA	NA	NA
SNORA16B	692157	8.87128	5.7943	4.69044	6.2745	NA	NA	NA	NA
SNORA23	677808	1053.44	962.664	821.892	701.929	NA	NA	NA	NA
SNORA28	677811	157.082	80.5968	112.716	111.103	NA	NA	NA	NA
SNORA2A	677793	48.7911	46.3446	42.2139	31.3733	NA	NA	NA	NA
SNORA2B	677794	4.21859	0	17.844	11.936	NA	NA	NA	NA
SNORA36B	677818	545.485	288.822	353.376	229.406	NA	NA	NA	NA
SNORA36C	100124535	28.7342	18.7628	10.1293	20.3218	NA	NA	NA	NA
SNORA37	677819	284.82	277.299	290.236	183.14	NA	NA	NA	NA
SNORA38B	100124536	73.7142	134.784	98.7367	62.5658	NA	NA	NA	NA
