subSystem	disrupted_module	rxnList	MetabolicUnits	rxnFormula	rxnName	rxnECNumbers
Transport, extracellular	MTA_BD_R_norm_t2	r2311	NA	hco3[c] + ach[e] + gthrd[c]  <=> hco3[e] + ach[c] + gthrd[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2338	NA	ach[e]  <=> ach[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1657	NA	thr_L[c] + val_L[e]  <=> thr_L[e] + val_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	LNLCCRNtd	NA	lnlccrn[c]  <=> lnlccrn[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1623	NA	phe_L[e] + val_L[c]  <=> phe_L[c] + val_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	RTOTAL2t	NA	Rtotal2[e]  <=> Rtotal2[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	ELAIDCRNtd	NA	elaidcrn[c]  <=> elaidcrn[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	ELAIDCRNte	NA	na1[c] + elaidcrn[c]  <=> na1[e] + elaidcrn[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1581	NA	gln_L[e] + val_L[c]  <=> gln_L[c] + val_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2096	NA	ppa[c] + pyr[e]  <=> pyr[c] + ppa[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	PYRSMCT1	NA	na1[e] + pyr[e]  <=> pyr[c] + na1[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2308	NA	hco3[c] + gthrd[c] + hista[e]  <=> hco3[e] + gthrd[e] + hista[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	CLCFTRte	NA	cl[c]  <=> cl[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	HCO3_CLt	NA	hco3[e] + cl[c]  <=> hco3[c] + cl[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1665	NA	lys_L[e] + his_L[c]  <=> lys_L[c] + his_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1560	NA	ala_L[e] + met_L[c]  <=> ala_L[c] + met_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	PIt6b	NA	h[e] + pi[e]  <=> h[c] + pi[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	NAHCO3_HCLt	NA	h[c] + hco3[e] + na1[e] + cl[c]  <=> h[e] + hco3[c] + na1[c] + cl[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	MANt1r	glucose transporters	man[e]  <=> man[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	MANt4	NA	na1[e] + man[e]  <=> na1[c] + man[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1559	NA	ala_L[e] + ser_L[c]  <=> ala_L[c] + ser_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	HDCAtr	NA	hdca[e]  <=> hdca[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1573	NA	gln_L[e] + met_L[c]  <=> gln_L[c] + met_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	MEV_Rt	NA	mev_R[c]  <=> mev_R[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1661	NA	thr_L[e] + ile_L[c]  <=> thr_L[c] + ile_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1594	NA	ser_L[e] + thr_L[c]  <=> ser_L[c] + thr_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2335	NA	hco3[c] + gthrd[c] + prostgi2[e]  <=> hco3[e] + gthrd[e] + prostgi2[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2369	NA	prostgi2[e]  <=> prostgi2[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	GLNtN1	NA	h[c] + 2 na1[e] + gln_L[e]  <=> h[e] + 2 na1[c] + gln_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	NKCCt	NA	na1[e] + k[e] + 2 cl[e]  <=> na1[c] + k[c] + 2 cl[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	GALt4	NA	na1[e] + gal[e]  <=> na1[c] + gal[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	GALt1r	glucose transporters	gal[e]  <=> gal[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1579	NA	gln_L[e] + pro_L[c]  <=> gln_L[c] + pro_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	CITt4_2	NA	2 na1[e] + cit[e]  <=> 2 na1[c] + cit[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	KHte	NA	h[c] + k[e]  <=> h[e] + k[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2125	NA	but[c] + acac[e]  <=> acac[c] + but[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	NACSMCTte	NA	na1[e] + nac[e]  <=> na1[c] + nac[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	FOLOAT2tc	NA	fol[e] + so4[c]  <=> fol[c] + so4[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2131	NA	bhb[c] + but[e]  <=> bhb[e] + but[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1647	NA	ile_L[c] + leu_L[e]  <=> ile_L[e] + leu_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	METLEUex	NA	leu_L[c] + met_L[e]  -> met_L[c] + leu_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2130	NA	retn[c] + but[e]  <=> but[c] + retn[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1605	NA	thr_L[c] + met_L[e]  <=> thr_L[e] + met_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2100	NA	bhb[c] + pyr[e]  <=> pyr[c] + bhb[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	ACACt2	NA	h[e] + acac[e]  <=> h[c] + acac[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2314	NA	hco3[c] + gthrd[c] + leuktrD4[e]  <=> hco3[e] + gthrd[e] + leuktrD4[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	TYRt4	NA	na1[e] + tyr_L[e]  -> na1[c] + tyr_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2325	NA	hco3[c] + gthrd[c] + HC02208[e]  <=> hco3[e] + gthrd[e] + HC02208[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2360	NA	HC02208[e]  <=> HC02208[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2090	NA	2hb[c] + lac_L[e]  <=> 2hb[e] + lac_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	NACUP	NA	nac[e]  -> nac[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	FOLOATPtc	NA	hco3[c] + fol[e]  <=> hco3[e] + fol[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	LYSt4	NA	na1[e] + lys_L[e]  -> na1[c] + lys_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	BILIRUBt2	NA	hco3[c] + bilirub[e]  <=> hco3[e] + bilirub[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	TRPt4	NA	na1[e] + trp_L[e]  -> na1[c] + trp_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2091	NA	2hb[c] + but[e]  <=> 2hb[e] + but[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	ORN_Dte	NA	h[e] + orn_D[c]  <=> h[c] + orn_D[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	HMR_9180	NA	orn_D[c]  <=> orn_D[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2315	NA	hco3[c] + gthrd[c] + wharachd[e]  <=> hco3[e] + gthrd[e] + wharachd[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2346	NA	wharachd[e]  <=> wharachd[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	CHOLATEt	NA	hco3[c] + cholate[e]  <=> hco3[e] + cholate[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2139	NA	hco3[c] + cholate[e] + gthrd[c]  <=> hco3[e] + cholate[c] + gthrd[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2098	NA	but[c] + pyr[e]  <=> pyr[c] + but[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2309	NA	hco3[c] + gthrd[c] + nrpphr[e]  <=> hco3[e] + nrpphr[c] + gthrd[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	NAt5	NA	na1[c] + nh4[e]  <=> nh4[c] + na1[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	SELMETHte	NA	na1[e] + selmeth[e]  -> na1[c] + selmeth[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	SELMETHt2e	NA	selmeth[e]  <=> selmeth[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	SRTNtu	NA	srtn[e]  <=> srtn[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	H2OGLYAQPt	NA	h2o[e] + glyc[e]  <=> h2o[c] + glyc[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	PROt2r	NA	h[e] + pro_L[e]  <=> h[c] + pro_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	GLYSNAT5tc	NA	h[c] + na1[e] + gly[e]  <=> h[e] + na1[c] + gly[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1563	NA	ala_L[e] + tyr_L[c]  <=> ala_L[c] + tyr_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2006	NA	lys_L[e] + hom_L[c]  -> lys_L[c] + hom_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	MMAt2e	NA	mma[c]  <=> mma[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	MMAte	NA	h[c] + mma[e]  <=> h[e] + mma[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	NAt	NA	na1[e]  <=> na1[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2310	NA	hco3[c] + gthrd[c] + srtn[e]  <=> hco3[e] + srtn[c] + gthrd[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	L_LACt2r	MCT1 transporter	h[e] + lac_L[e]  <=> h[c] + lac_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	4HPROLTASCT1	NA	na1[e] + ala_L[e] + 4hpro_LT[c]  -> na1[c] + ala_L[c] + 4hpro_LT[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	ASNtN1	NA	h[c] + 2 na1[e] + asn_L[e]  <=> h[e] + 2 na1[c] + asn_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	CE2513td	NA	nrvnc[c]  <=> nrvnc[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	ASCBt4	NA	na1[e] + ascb_L[e]  <=> na1[c] + ascb_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	HMR_9652	NA	homoval[c]  -> homoval[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	GLUt6	NA	h[e] + 3 na1[e] + k[c] + glu_L[e]  -> h[c] + 3 na1[c] + glu_L[c] + k[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	GLCt1r	glucose transporters	glc_D[e]  <=> glc_D[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	ASCBt	NA	ascb_L[e]  <=> ascb_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	PPASMCT1	NA	na1[e] + ppa[e]  <=> na1[c] + ppa[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1649	NA	pro_L[e] + val_L[c]  <=> pro_L[c] + val_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	LEULEUt	NA	leuleu[c]  <=> leuleu[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1652	NA	ile_L[c] + pro_L[e]  <=> ile_L[e] + pro_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	CYTDt2r	NA	h[e] + cytd[e]  <=> h[c] + cytd[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	SRTNENT4tc	NA	h[e] + srtn[e]  <=> h[c] + srtn[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r0881	NA	na1[e] + ac[e]  -> na1[c] + ac[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1116	NA	atp[c]  <=> atp[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2122	NA	but[c] + ppa[e]  <=> ppa[c] + but[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	C05769te3	NA	hco3[c] + C05769[e]  -> hco3[e] + C05769[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	C05769te2	NA	C05769[c]  -> C05769[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	NH4tb	NA	nh4[e]  <=> nh4[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2118	NA	but[c] + for[e]  <=> for[c] + but[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	TDCHOLAte	NA	tdchola[e]  <=> tdchola[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2142	NA	hco3[c] + gthrd[c] + tdchola[e]  <=> hco3[e] + gthrd[e] + tdchola[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2332	NA	hco3[c] + gthrd[c] + HC02216[e]  <=> hco3[e] + gthrd[e] + HC02216[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2366	NA	HC02216[e]  <=> HC02216[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	CALAtr	NA	cala[e]  <=> cala[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2347	NA	HC02180[e]  <=> HC02180[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2038	NA	hom_L[c] + orn[e]  -> orn[c] + hom_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	CSPG_At	NA	cspg_a[g]  -> cspg_a[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2094	NA	ac[c] + pyr[e]  <=> pyr[c] + ac[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2330	NA	hco3[c] + gthrd[c] + HC02214[e]  <=> hco3[e] + gthrd[e] + HC02214[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2365	NA	HC02214[e]  <=> HC02214[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	DHAPtr	NA	dhap[e]  <=> dhap[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	HMR_9191_e	NA	NA		
Transport, extracellular	MTA_BD_R_norm_t2	NRPPHRt4_2_r	NA	2 na1[e] + nrpphr[e]  <=> 2 na1[c] + nrpphr[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	ILEtec	NA	ile_L[e]  <=> ile_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	XYLULte	NA	xylu_L[c]  <=> xylu_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	ARGLYSASPt	NA	h[e] + arglysasp[e]  <=> h[c] + arglysasp[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	LEUt4	NA	na1[e] + leu_L[e]  -> na1[c] + leu_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	SRTNt6_2_r	NA	2 na1[e] + 2 k[c] + srtn[e]  <=> 2 na1[c] + srtn[c] + 2 k[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	C05770te4	NA	hco3[c] + C05770[e]  -> hco3[e] + C05770[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	C05770te3	NA	C05770[c]  -> C05770[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	LYStiDF	NA	lys_L[e]  -> lys_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	LEUKTRA4t	NA	leuktrA4[e]  <=> leuktrA4[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2316	NA	hco3[c] + gthrd[c] + leuktrA4[e]  <=> hco3[e] + leuktrA4[c] + gthrd[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r0974	NA	na1[e] + pnto_R[e]  <=> na1[c] + pnto_R[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	BUTt2r	NA	h[e] + but[e]  <=> h[c] + but[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2106	NA	akg[e] + but[c]  <=> akg[c] + but[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	HOMOVALte	NA	homoval[c] + akg[e]  <=> akg[c] + homoval[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	The	NA	h[e]  <=> h[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	3MHISt3	NA	phe_L[c] + 3mhis[e]  <=> phe_L[e] + 3mhis[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	NH4t3r	NA	nh4[c] + h[e]  <=> h[c] + nh4[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	34HPLte	NA	h[c] + 34hpl[c]  <=> h[e] + 34hpl[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	3MHISt1	NA	na1[c] + 3mhis[c]  <=> na1[e] + 3mhis[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	BTNt2	NA	h[e] + btn[e]  <=> h[c] + btn[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	3HCO3_NAt	NA	3 hco3[e] + na1[e]  <=> 3 hco3[c] + na1[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1554	NA	gly[e] + val_L[c]  <=> gly[c] + val_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2313	NA	hco3[c] + arachd[e] + gthrd[c]  <=> hco3[e] + arachd[c] + gthrd[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	METt4	NA	na1[e] + met_L[e]  -> na1[c] + met_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2054	NA	his_L[e] + hom_L[c]  -> hom_L[e] + his_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2329	NA	hco3[c] + gthrd[c] + HC02213[e]  <=> hco3[e] + gthrd[e] + HC02213[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2007	NA	lys_L[e] + ile_L[c]  -> lys_L[c] + ile_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	SPRMTDe	NA	sprm[e]  <=> sprm[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	SPRMt2r	NA	h[c] + sprm[e]  <=> h[e] + sprm[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1106	NA	ribflv[e]  <=> ribflv[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	BHBt	NA	h[e] + bhb[e]  <=> h[c] + bhb[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	ASPDt6	NA	h[e] + 3 na1[e] + asp_D[e] + k[c]  -> h[c] + 3 na1[c] + asp_D[c] + k[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	ASPDTDe	NA	asp_D[c]  <=> asp_D[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	HISt4	NA	na1[e] + his_L[e]  -> na1[c] + his_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r1662	NA	hom_L[e] + ile_L[c]  <=> hom_L[c] + ile_L[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	NAt3_1	NA	h[e] + na1[c]  <=> h[c] + na1[e] 		
Transport, extracellular	MTA_BD_R_norm_t2	2HBt2	NA	h[e] + 2hb[e]  <=> h[c] + 2hb[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	HCO3_NAt	NA	hco3[e] + na1[e]  <=> hco3[c] + na1[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	r2128	NA	retn[c] + lac_L[e]  <=> retn[e] + lac_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	LPCHOLt	NA	lpchol_hs[e]  <=> lpchol_hs[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	ASNt4	NA	na1[e] + asn_L[e]  -> na1[c] + asn_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	GLNt4	NA	na1[e] + gln_L[e]  -> na1[c] + gln_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	PHEt4	NA	na1[e] + phe_L[e]  -> na1[c] + phe_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	ACt2r	NA	h[e] + ac[e]  <=> h[c] + ac[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	DOPAENT4tc	NA	h[e] + dopa[e]  <=> h[c] + dopa[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	THRt4	NA	na1[e] + thr_L[e]  -> na1[c] + thr_L[c] 		
Transport, extracellular	MTA_BD_R_norm_t2	BALABETAtc2	NA	h[e] + cala[e]  <=> h[c] + cala[c] 		
